NUM_CORR_ACI;COD_LOCAL_EVENTO_ACI;NUM_TRAT_ACO_PAN;MES;AL_CAS;GRAU;TRAT;S_MAX
487827;OB1;1;201311;411;AA;C1;15
487828;OB1;1;201311;678;AA;C1;15
487830;OB1;1;201311;288;AA;C1;15
487844;OB2;1;201311;722;AS;C1;6
487852;OB2;1;201311;21;AS;C1;3
487874;OB1;1;201311;292;AS;C1;9
487885;OB2;1;201311;225;AA;C1;4
487969;OB1;1;201311;420;AS;F1;2
487971;OB1;1;201311;791;AA;F8;4
488048;OB2;1;201311;141;AA;C1;10
488066;OB2;1;201311;354;AS;C1;8
488083;OB1;1;201311;292;AS;C1;10
488107;OB2;1;201311;671;AS;F1;4
488164;OB2;1;201311;191;AS;C1;8
488174;OB2;1;201311;409;AS;C1;10
488293;OB1;1;201311;80;AA;C1;10
488327;OB1;1;201311;572;AA;C1;8
488329;OB1;1;201311;421;AA;C1;8
488339;OB1;1;201311;686;AA;F1;4
488340;OB2;1;201311;306;AA;C1;8
488341;OB1;1;201311;303;AA;C1;10
488354;OB1;1;201311;868;AS;C1;3
488354;OB1;2;201311;46;AS;C1;3
488369;OB2;1;201311;447;AS;C1;4
488374;OB1;1;201311;200;AS;C1;4
488420;OB2;1;201312;462;AA;C1;6
488421;OB1;1;201312;424;AA;C1;6
488448;OB2;1;201312;308;AA;C1;8
488453;OB2;1;201312;80;AS;C1;9
488460;OB1;1;201312;1041;AA;C1;9
488473;OB2;1;201312;570;AA;C1;10
488478;OB2;1;201312;169;AS;C1;9
488509;OB1;1;201312;191;AA;C1;10
488512;OB2;1;201312;274;AA;C1;10
488530;OB2;1;201312;25;AA;C1;10
488531;OB1;1;201312;35;AA;C1;10
488564;OB1;1;201312;294;AA;C1;10
488572;OB1;1;201312;157;AA;C1;10
488575;OB2;1;201312;333;AA;C1;10
488623;OB2;1;201312;926;AA;C1;20
488651;OB1;2;201312;314;AS;F1;9
488661;OB2;1;201312;334;AA;C1;8
488664;OB1;1;201312;0;AA;C1;8
488762;OB2;1;201312;517;AA;C1;3
488834;OB1;1;201312;719;AA;F8;4
488855;OB1;1;201312;172;AA;C1;8
488866;OB2;1;201312;507;AA;C1;15
488928;OB1;1;201401;444;AA;C1;10
488929;OB2;1;201401;602;AA;C1;10
488930;OB2;1;201401;330;AA;C1;10
488953;OB1;1;201401;463;AA;C1;10
488955;OB1;1;201401;260;AA;C1;10
489002;OB2;1;201401;427;AA;C1;8
489037;OB1;1;201401;702;AA;C1;15
489045;OB2;1;201401;145;AA;C1;15
489047;OB2;1;201401;416;AA;C1;3
489057;OB1;1;201401;240;AA;C1;10
489070;OB1;1;201401;471;AA;C1;4
489100;OB1;1;201401;276;AA;C1;10
489106;OB2;1;201401;488;AS;F8;1
489107;OB2;1;201401;85;AC;C1;8
489112;OB1;1;201401;0;AC;C1;15
489114;OB2;1;201401;1235;AA;C1;8
489122;OB1;1;201401;483;AA;C1;20
489129;OB1;1;201401;312;AA;C1;20
489145;OB1;1;201401;402;AA;C1;8
489157;OB1;1;201401;270;AA;C1;10
489162;OB1;1;201401;489;AA;C1;10
489246;OB2;1;201401;559;AA;C1;8
489281;OB1;1;201401;243;AS;C1;9
489284;OB1;1;201401;708;AS;F1;4
489288;OB2;1;201401;506;AS;F1;3
489301;OB2;1;201401;76;AS;C1;8
489322;OB2;1;201401;717;AA;C1;20
489344;OB2;1;201401;235;AS;C1;8
489346;OB2;1;201401;527;AA;C1;10
489358;OB2;1;201401;701;AA;C1;6
489361;OB2;1;201401;791;AA;C1;6
489365;OB1;1;201401;337;AS;C1;3
489372;OB1;1;201401;151;AA;C1;15
489377;OB1;;201401;0;AA;C1;10
489453;OB1;1;201401;393;AA;C1;9
489472;OB2;1;201401;617;AS;F8;3
489473;OB2;1;201401;0;AC;C1;15
489497;OB2;2;201401;373;AA;C1;15
489510;OB2;1;201401;524;AA;C1;15
489560;OB2;1;201401;101;AA;C1;10
489666;OB2;1;201401;297;AS;C1;10
489681;OB1;;201402;0;AA;A1;10
489748;OB1;1;201402;212;AS;C1;9
489781;OB2;1;201402;328;AS;C1;8
489803;OB2;1;201402;318;AS;C1;8
489896;OB1;1;201402;500;AS;F1;6
489918;OB1;1;201402;70;AA;C1;8
489967;OB1;1;201402;656;AA;C1;15
489969;OB1;1;201402;674;AA;C1;15
489995;OB2;1;201402;437;AS;C1;6
490049;OB2;1;201402;546;AS;F1;2
490092;OB2;1;201402;266;AS;C1;9
490093;OB1;1;201402;307;AS;C1;9
490107;OB1;1;201402;403;AA;C1;15
490130;OB2;1;201402;754;AS;C1;4
490134;OB2;1;201402;514;AS;C1;4
490138;OB1;1;201402;461;AA;C1;8
490142;OB1;1;201402;470;AA;C1;8
490151;OB2;1;201402;300;AA;C1;8
490155;OB2;1;201402;241;AA;C1;9
490160;OB2;1;201402;342;AA;C1;10
490187;OB2;1;201402;415;AA;C1;10
490203;OB2;1;201402;240;AA;C1;15
490257;OB2;1;201402;605;AA;C1;9
490259;OB2;1;201402;446;AA;C1;9
490282;OB2;1;201402;480;AA;C1;15
490323;OB2;1;201402;123;AS;C1;10
490326;OB1;1;201402;149;AS;F1;9
490358;OB1;1;201402;1321;AA;C1;10
490370;OB1;1;201402;363;AA;C1;10
490394;OB1;1;201403;182;AA;C1;10
490402;OB1;1;201403;327;AA;C1;10
490420;OB2;1;201403;281;AA;C1;15
490431;OB1;1;201403;152;AA;C1;9
490486;OB2;1;201403;207;AA;C1;8
490488;OB2;1;201403;216;AA;C1;10
490539;OB2;1;201403;649;AA;C1;10
490545;OB2;1;201403;420;AS;F1;9
490577;OB1;1;201403;93;AS;C1;10
490603;OB2;1;201403;517;AA;C1;8
490612;OB1;1;201403;254;AA;C1;9
490638;OB2;1;201403;362;AA;C1;10
490679;OB1;1;201403;679;AA;F8;4
490681;OB2;1;201403;753;AA;C1;9
490687;OB2;1;201403;213;AA;C1;9
490721;OB1;1;201403;186;AS;C1;10
490723;OB2;1;201403;413;AA;C1;8
490727;OB2;1;201403;257;AA;C1;15
490736;OB1;1;201403;563;AA;C7;20
490742;OB1;1;201403;765;AA;C1;20
490750;OB1;1;201403;640;AA;C1;20
490760;OB1;1;201403;94;AA;C1;15
490770;OB2;1;201403;455;AA;C1;8
490771;OB1;1;201403;479;AA;C1;8
490773;OB1;1;201403;357;AA;C1;10
490816;OB2;1;201403;463;AA;C1;8
490822;OB2;1;201403;383;AA;C1;9
490831;OB2;1;201403;150;AS;C1;9
490845;OB2;1;201403;157;AS;C1;9
490848;OB1;1;201403;126;AS;C1;9
490860;OB1;1;201403;264;AA;C1;9
490903;OB1;1;201403;614;AS;F8;1
490909;OB1;1;201403;315;AA;C1;20
490925;OB1;1;201403;0;AA;C1;4
490987;OB1;1;201403;383;AA;C1;8
491003;OB2;1;201403;319;AS;F1;9
491026;OB1;1;201403;169;AS;C1;4
491042;OB2;1;201403;332;AA;C7;9
491056;OB2;1;201403;461;AA;C1;20
491098;OB1;2;201404;308;AA;C1;10
491130;OB2;1;201404;161;AS;C1;3
491145;OB2;1;201404;299;AA;C1;10
491152;OB2;1;201404;383;AS;F1;2
491163;OB1;1;201404;248;AA;C1;15
491201;OB2;1;201404;663;AA;C8;4
491227;OB1;1;201404;1021;AA;C1;10
491230;OB2;1;201404;381;AA;C1;10
491256;OB2;1;201404;271;AA;C1;10
491284;OB1;1;201404;678;AA;C1;8
491295;OB1;1;201404;89;AS;C1;10
491308;OB1;1;201404;161;AS;C1;9
491320;OB1;1;201404;317;AS;C1;4
491346;OB2;1;201404;408;AA;C1;10
491349;OB2;1;201404;511;AA;C1;10
491364;OB1;1;201404;551;AS;F8;1
491371;OB1;1;201404;132;AS;C1;10
491384;OB1;1;201404;295;AA;C1;15
491386;OB1;1;201404;203;AA;C1;9
491390;OB1;1;201404;441;AA;C1;15
491403;OB2;1;201404;321;AA;C1;20
491452;OB2;1;201404;233;AS;F1;9
491485;OB2;1;201404;248;AA;C1;9
491503;OB2;1;201404;549;AS;C1;10
491506;OB2;;201404;0;AS;C7;10
491511;OB2;;201404;0;AA;C1;8
491513;OB1;2;201404;437;AA;C1;8
491572;OB1;1;201404;178;AS;C1;9
491661;OB2;1;201404;605;AS;F1;9
491682;OB2;1;201404;245;AS;C1;9
491721;OB1;1;201405;657;AA;C1;6
491723;OB1;1;201405;291;AA;C1;6
491726;OB2;1;201405;270;AA;C1;10
491741;OB1;1;201405;377;AS;C1;4
491742;OB1;1;201405;660;AS;F1;6
491789;OB2;1;201405;475;AS;F1;4
491798;OB2;1;201405;320;AA;C1;8
491809;OB2;1;201405;620;AA;C1;15
491838;OB2;1;201405;67;AA;C1;15
491877;OB1;1;201405;289;AA;C1;8
491901;OB1;1;201405;323;AA;C1;20
491913;OB1;1;201405;244;AS;F1;9
491918;OB2;1;201405;246;AA;C1;10
491922;OB1;1;201405;50;AA;C1;10
491940;OB1;;201405;0;AA;C1;9
491942;OB1;1;201405;457;AA;C1;9
491945;OB1;1;201405;449;AA;C1;9
491963;OB2;1;201405;112;AA;C1;10
491968;OB2;1;201405;487;AS;F1;6
491975;OB2;1;201405;257;AA;C1;9
491977;OB2;1;201405;312;AA;C1;9
491978;OB1;1;201405;592;AA;C1;9
491980;OB2;1;201405;366;AA;C1;9
492009;OB2;1;201405;541;AA;C1;15
492013;OB1;1;201405;327;AA;C1;15
492054;OB2;1;201405;287;AS;C1;3
492116;OB1;1;201405;582;AS;F1;9
492123;OB2;1;201405;173;AA;C1;6
492130;OB2;1;201405;202;AA;C1;10
492150;OB2;1;201405;326;AA;C1;15
492153;OB1;1;201405;263;AA;C1;20
492198;OB2;1;201405;428;AS;C1;4
492211;OB2;1;201405;152;AS;C1;8
492216;OB1;1;201405;978;AA;C1;10
492221;OB1;1;201405;807;AA;C1;10
492236;OB2;1;201405;402;AA;C7;20
492249;OB2;1;201405;512;AA;C1;8
492282;OB1;1;201405;37;AS;C1;10
492298;OB1;1;201405;624;AA;C1;10
492362;OB1;1;201405;278;AA;C1;10
492495;OB2;1;201406;434;AA;C1;20
492505;OB1;1;201406;589;AA;C1;20
492526;OB1;1;201406;604;AA;C1;20
492552;OB1;1;201406;968;AA;C7;8
492555;OB1;1;201406;165;AS;C1;9
492564;OB2;1;201406;160;AS;C1;9
492575;OB2;;201406;0;AA;C1;10
492581;OB2;1;201406;383;AA;C1;15
492614;OB1;1;201406;114;AS;F1;10
492638;OB2;1;201406;283;AS;F8;2
492665;OB1;1;201406;750;AS;F1;6
492682;OB2;1;201406;302;AA;C1;20
492683;OB1;1;201406;248;AA;C1;20
492694;OB2;1;201406;200;AS;F8;4
492716;OB2;1;201406;205;AA;C1;8
492721;OB2;1;201406;224;AA;C1;10
492726;OB2;1;201406;772;AA;C1;15
492795;OB2;1;201406;284;AA;C1;10
492831;OB1;1;201406;485;AA;C1;8
492833;OB2;1;201406;306;AA;C1;15
492867;OB2;2;201406;866;AA;C1;6
492880;OB2;1;201407;327;AA;C1;10
492892;OB1;1;201407;127;AS;C1;9
492905;OB1;1;201407;158;AS;C1;3
492917;OB2;1;201407;443;AA;C1;8
492921;OB2;1;201407;162;AS;C1;10
492979;OB2;1;201407;0;AA;C1;8
493015;OB2;1;201407;289;AA;C7;15
493040;OB1;1;201407;443;AA;C1;8
493047;OB2;1;201407;297;AA;C1;3
493049;OB1;1;201407;236;AA;C1;3
493062;OB1;1;201407;689;AA;C1;6
493069;OB2;1;201407;424;AS;F1;6
493083;OB1;1;201407;351;AS;C1;9
493100;OB1;1;201407;461;AS;F1;9
493102;OB2;1;201407;436;AS;C1;9
493199;OB1;1;201407;281;AA;C1;8
493204;OB1;1;201407;151;AS;C1;8
493266;OB1;1;201407;405;AA;C1;15
493285;OB1;1;201407;785;AA;C1;8
493286;OB1;1;201407;552;AA;C1;8
493352;OB1;1;201407;416;AA;C1;15
493445;OB2;2;201408;653;AS;F1;9
493450;OB1;1;201408;242;AS;F1;9
493476;OB1;1;201408;184;AS;C1;6
493484;OB2;1;201408;94;AA;C1;10
493485;OB1;1;201408;112;AA;C1;10
493508;OB2;1;201408;195;AA;C1;10
493527;OB1;1;201408;287;AA;C1;10
493530;OB2;1;201408;0;AC;C1;15
493540;OB1;1;201408;221;AA;C1;15
493542;OB1;1;201408;264;AS;C1;3
493571;OB2;1;201408;315;AA;C1;10
493586;OB1;1;201408;300;AS;C1;9
493591;OB1;1;201408;89;AS;C1;9
493614;OB2;1;201408;523;AA;C1;15
493624;OB2;1;201408;594;AA;C1;10
493639;OB1;1;201408;199;AA;C1;15
493641;OB2;1;201408;320;AA;C1;15
493658;OB1;1;201408;902;AA;C1;8
493703;OB2;1;201408;277;AA;C1;8
493707;OB1;1;201408;198;AS;F8;2
493767;OB1;1;201408;337;AS;F1;2
493787;OB2;1;201408;611;AS;C1;9
493804;OB1;1;201408;139;AS;C1;9
493807;OB2;1;201408;761;AS;F8;1
493808;OB2;1;201408;675;AS;F8;1
493814;OB2;1;201408;891;AA;F1;4
493815;OB1;1;201408;869;AA;F1;4
493831;OB1;1;201408;607;AA;C1;8
493838;OB2;1;201408;302;AA;C1;10
493847;OB1;1;201408;630;AS;F8;1
493875;OB1;1;201408;240;AS;C1;10
493891;OB2;1;201408;265;AA;C1;15
493909;OB2;1;201408;284;AA;C1;8
493932;OB2;1;201408;326;AA;C1;15
493962;OB1;1;201408;43;AS;F1;6
493991;OB1;1;201408;716;AS;F1;2
493995;OB1;1;201408;628;AA;C1;10
493999;OB1;;201408;0;AA;C1;10
494028;OB1;1;201408;284;AA;C1;8
494031;OB1;1;201408;265;AS;F1;6
494050;OB1;1;201408;180;AS;C1;9
590035;OB1;1;201309;156;AS;C1;9
590049;OB2;1;201309;178;AA;C1;9
590052;OB1;1;201309;262;AA;C1;9
590098;OB2;1;201309;45;AS;C1;9
590101;OB2;;201309;0;AS;F1;4
590132;OB2;1;201309;203;AS;C1;9
590146;OB2;1;201309;433;AS;F1;4
590148;OB2;1;201309;479;AS;F1;5
590190;OB2;1;201309;565;AS;C8;6
590192;OB1;1;201309;360;AS;C1;6
590235;OB2;1;201309;184;AS;C1;9
590237;OB1;1;201309;251;AS;F1;2
590261;OB1;1;201309;456;AA;C1;10
590269;OB2;1;201309;75;AC;C1;15
590290;OB1;1;201309;198;AS;C1;4
590300;OB1;1;201309;968;AS;F1;6
590314;OB1;1;201309;397;AA;C1;6
590318;OB1;1;201309;386;AA;C1;9
590376;OB1;1;201309;837;AA;C1;15
590382;OB1;1;201309;368;AA;C1;15
590396;OB1;1;201309;166;AA;C1;10
590408;OB1;1;201309;331;AA;C1;9
590418;OB1;1;201309;355;AS;F1;4
590471;OB2;2;201309;177;AS;C1;9
590480;OB2;1;201309;46;AS;C1;9
590502;OB2;1;201309;475;AA;C1;10
590515;OB1;1;201309;307;AA;C1;15
590518;OB1;1;201309;565;AA;C1;20
590525;OB1;1;201309;455;AA;C1;4
590550;OB2;1;201309;593;AA;C1;10
590551;OB2;1;201309;138;AA;C1;8
590622;OB2;1;201309;300;AA;C1;9
590634;OB2;1;201309;551;AS;F1;4
590638;OB1;1;201309;406;AS;C1;6
590660;OB2;1;201309;709;AA;C1;20
590755;OB2;1;201310;651;AA;C1;10
590759;OB2;1;201310;656;AA;C1;10
590774;OB2;1;201310;1000;AA;C1;20
590838;OB1;1;201310;574;AA;C1;10
590879;OB2;1;201310;387;AS;F1;4
590985;OB2;1;201310;281;AS;F1;4
590987;OB2;1;201310;103;AS;C1;9
591002;OB2;1;201310;563;AA;C1;20
591062;OB1;1;201310;299;AA;C1;10
591121;OB2;1;201310;205;AA;C1;10
591124;OB1;1;201310;199;AS;F1;8
591129;OB1;1;201310;305;AA;C1;10
591131;OB1;1;201310;406;AA;C1;10
591141;OB2;1;201310;373;AA;C1;15
591145;OB1;1;201310;127;AA;C1;20
591153;OB1;2;201310;133;AA;C1;10
591176;OB2;1;201310;457;AA;C1;20
591178;OB2;1;201310;713;AA;C1;6
591188;OB1;1;201310;73;AC;C1;15
591228;OB1;1;201310;384;AA;C1;3
591234;OB2;1;201310;200;AA;C1;10
591244;OB2;1;201310;114;AA;C1;10
591250;OB1;1;201310;583;AS;F1;8
591261;OB1;1;201310;729;AS;C1;6
591267;OB1;1;201310;60;AS;C1;10
591353;OB1;1;201310;442;AA;C1;9
591375;OB1;1;201310;610;AA;C1;20
591376;OB2;1;201310;922;AA;C1;20
591632;OB1;1;201311;119;AS;C1;3
591635;OB2;1;201311;267;AS;C1;3
591653;OB2;1;201311;211;AA;C1;10
591783;OB1;1;201311;381;AS;F1;9
591841;OB2;1;201311;59;AA;C1;8
591907;OB2;1;201311;312;AS;C1;3
591960;OB1;1;201311;705;AS;C1;8
591982;OB1;1;201311;779;AA;C1;6
592018;OB2;1;201311;556;AA;C1;10
592028;OB1;1;201311;681;AA;C1;3
592050;OB1;1;201311;308;AA;C1;4
592086;OB1;1;201311;206;AA;C1;10
592117;OB2;1;201311;355;AS;C1;10
592129;OB1;1;201311;491;AS;C1;6
592172;OB1;1;201312;293;AA;C1;10
592177;OB2;1;201312;280;AS;C1;9
592181;OB1;1;201312;578;AA;C1;6
592194;OB2;1;201312;600;AA;C1;4
592198;OB2;1;201312;237;AS;C1;6
592219;OB2;1;201312;93;AS;C1;9
592251;OB2;1;201312;183;AA;C1;10
592264;OB1;1;201312;267;AA;C1;10
592285;OB2;1;201312;503;AA;C1;10
592311;OB1;1;201312;196;AS;C1;9
592321;OB1;1;201312;191;AA;C1;10
592345;OB1;1;201312;352;AA;C1;9
592434;OB2;1;201312;519;AA;C1;10
592452;OB1;1;201312;632;AA;C1;8
592454;OB1;1;201312;411;AA;C1;8
592462;OB2;1;201312;499;AS;F1;4
592474;OB2;1;201312;270;AA;C1;15
592479;OB1;1;201312;305;AA;C1;10
592480;OB2;1;201312;320;AA;C1;9
592594;OB2;1;201312;664;AA;C1;15
592652;OB1;1;201312;547;AS;F1;9
592684;OB1;1;201312;281;AS;F1;9
592698;OB2;1;201312;309;AA;C1;9
592720;OB2;1;201312;537;AA;F8;6
592763;OB1;1;201312;108;AS;F1;4
592774;OB1;1;201312;273;AA;C1;10
592775;OB2;1;201312;554;AA;C1;10
592793;OB1;1;201312;1464;AA;C1;15
592805;OB1;1;201312;470;AA;C1;15
592836;OB1;2;201312;189;AS;C1;10
592874;OB1;1;201312;533;AA;C1;6
592881;OB1;1;201312;1040;AA;C1;8
592952;OB1;1;201401;403;AA;C1;10
592993;OB2;1;201401;551;AS;F1;4
593019;OB2;1;201401;757;AA;C1;10
593051;OB1;1;201401;216;AA;C1;8
593060;OB1;1;201401;139;AA;C1;10
593065;OB1;1;201401;581;AA;C1;10
593081;OB1;;201401;0;AA;C1;8
593092;OB2;;201401;0;AS;F1;9
593118;OB2;1;201401;215;AA;C1;8
593129;OB1;1;201401;606;AA;C1;20
593145;OB2;2;201401;583;AA;C7;8
593158;OB1;1;201401;251;AA;C1;10
593173;OB1;1;201401;352;AA;C1;8
593223;OB1;1;201401;315;AA;C1;20
593225;OB2;1;201401;603;AA;C1;20
593247;OB1;1;201401;1248;AA;C1;6
593255;OB1;2;201401;252;AA;C1;15
593313;OB2;1;201401;517;AA;C1;8
593323;OB2;1;201401;269;AA;C1;9
593352;OB2;1;201401;591;AA;C1;6
593361;OB1;1;201401;442;AA;C1;9
593376;OB2;1;201401;747;AS;C1;8
593385;OB2;1;201401;181;AA;C1;8
593400;OB1;;201401;0;AA;C1;20
593491;OB2;1;201401;247;AA;C1;9
593531;OB2;2;201402;535;AA;C1;9
593539;OB2;1;201402;209;AA;C1;10
593541;OB1;1;201402;285;AS;F1;6
593550;OB1;1;201402;126;AA;C1;8
593560;OB1;1;201402;58;AA;C1;9
593561;OB2;1;201402;27;AA;C1;9
593568;OB1;1;201402;433;AA;C1;15
593572;OB1;1;201402;121;AA;C1;9
593661;OB1;1;201402;394;AA;C1;9
593669;OB2;1;201402;259;AA;C1;20
593671;OB2;1;201402;293;AA;C1;20
593676;OB1;1;201402;164;AS;C1;9
593691;OB2;1;201402;246;AA;C1;10
593742;OB1;1;201402;125;AA;C1;15
593763;OB2;1;201402;338;AA;C1;8
593795;OB2;1;201402;756;AS;F1;6
593805;OB1;1;201402;266;AA;C1;10
593812;OB1;1;201402;404;AA;C1;8
593815;OB1;1;201402;261;AA;C1;9
593854;OB2;1;201402;715;AS;F1;9
593914;OB1;1;201402;368;AA;C1;10
593923;OB2;1;201402;0;AA;C1;10
593988;OB2;1;201402;318;AA;C1;10
593989;OB1;1;201402;38;AA;C1;10
594028;OB1;1;201402;119;AS;F1;5
594050;OB2;1;201403;571;AA;C1;15
594084;OB1;1;201403;493;AA;C1;8
594088;OB2;1;201403;192;AS;C1;9
594153;OB2;1;201403;418;AA;C8;8
594195;OB1;1;201403;208;AA;C1;8
594199;OB1;1;201403;56;AA;C1;8
594242;OB1;1;201403;839;AA;C1;8
594248;OB2;1;201403;212;AA;C1;9
594255;OB1;1;201403;128;AA;C1;9
594270;OB2;2;201403;280;AS;C1;6
594283;OB1;1;201403;241;AA;C1;8
594343;OB1;1;201403;780;AS;F1;4
594347;OB1;1;201403;422;AA;F1;4
594404;OB2;1;201403;581;AA;C1;20
594441;OB1;1;201403;120;AA;C1;8
594464;OB2;1;201403;335;AS;F1;9
594468;OB2;1;201403;129;AS;C1;9
594470;OB1;1;201403;262;AS;C1;9
594471;OB1;1;201403;260;AS;C1;9
594502;OB1;1;201403;1614;AA;C1;8
594561;OB1;1;201403;125;AA;C1;20
594565;OB1;1;201403;464;AA;C1;6
594576;OB1;1;201403;273;AA;C1;20
594607;OB2;1;201403;175;AA;C1;15
594634;OB1;1;201403;342;AS;C1;9
594653;OB1;1;201403;202;AA;C1;8
594698;OB1;1;201403;320;AA;C1;10
594725;OB1;1;201403;377;AA;C1;20
594743;OB1;1;201404;621;AA;C1;8
594761;OB1;1;201404;444;AA;C7;20
594790;OB2;;201404;0;AS;C1;9
594798;OB2;1;201404;125;AS;A1;10
594821;OB2;1;201404;401;AS;F8;4
594843;OB2;1;201404;110;AA;C1;9
594851;OB1;1;201404;588;AS;F1;3
594884;OB1;1;201404;454;AA;C1;10
594885;OB1;1;201404;562;AA;C1;10
594899;OB1;1;201404;440;AA;C1;4
594907;OB1;1;201404;364;AA;C1;9
594942;OB1;1;201404;239;AA;C1;10
594986;OB1;1;201404;386;AS;C1;9
594997;OB2;1;201404;335;AA;C1;3
595004;OB1;1;201404;146;AA;C1;10
595006;OB1;1;201404;102;AA;C1;10
595020;OB1;1;201404;376;AS;C1;10
595038;OB2;1;201404;755;AA;C1;8
595044;OB2;1;201404;552;AA;C1;8
595048;OB1;1;201404;470;AA;C1;9
595102;OB2;1;201404;542;AA;C1;9
595105;OB2;1;201404;176;AA;C1;9
595132;OB1;1;201404;988;AA;C1;20
595134;OB2;1;201404;302;AA;C7;20
595140;OB1;1;201404;341;AS;F1;9
595143;OB1;1;201404;189;AS;C1;9
595164;OB1;1;201404;475;AA;C1;4
595172;OB2;1;201404;144;AA;C1;10
595187;OB1;1;201404;281;AA;C1;10
595189;OB1;1;201404;610;AA;C1;10
595194;OB2;1;201404;199;AA;C1;10
595201;OB1;1;201404;96;AA;C1;8
595227;OB1;1;201404;365;AA;F8;4
595287;OB1;1;201404;806;AS;C1;9
595293;OB2;1;201404;165;AS;C1;8
595307;OB2;1;201404;497;AA;C1;10
595309;OB1;1;201404;605;AA;C1;10
595392;OB1;1;201404;377;AS;F1;4
595400;OB2;1;201404;171;AS;C1;9
595426;OB2;1;201404;645;AA;C1;4
595477;OB2;1;201405;377;AA;C1;15
595483;OB2;1;201405;310;AA;C1;15
595546;OB2;1;201405;226;AA;C1;20
595548;OB2;1;201405;496;AA;C1;6
595554;OB1;1;201405;346;AA;C1;8
595597;OB2;1;201405;144;AA;C1;10
595628;OB2;1;201405;113;AA;C1;10
595675;OB1;1;201405;143;AS;F1;9
595720;OB2;1;201405;553;AA;C1;4
595722;OB2;1;201405;499;AA;C1;9
595731;OB2;1;201405;305;AA;C1;9
595747;OB1;1;201405;407;AS;C1;9
595753;OB2;1;201405;351;AS;F1;3
595778;OB2;1;201405;103;AS;C1;10
595805;OB2;1;201405;68;AA;C1;10
595822;OB1;1;201405;192;AS;F1;9
595851;OB2;1;201405;389;AS;F1;6
595904;OB2;1;201405;166;AS;C1;9
595914;OB2;1;201405;586;AA;C1;4
595928;OB2;1;201405;502;AS;C1;4
595955;OB2;1;201405;902;AA;F1;4
595967;OB2;1;201405;607;AA;C1;20
595975;OB2;1;201405;714;AA;C1;8
595997;OB2;1;201405;103;AS;C1;10
596017;OB2;1;201405;281;AA;C1;8
596035;OB1;1;201405;278;AA;C1;8
596042;OB2;1;201405;355;AA;C1;15
596054;OB1;1;201405;399;AA;A2;20
596055;OB1;2;201405;478;AA;C1;4
596060;OB1;1;201405;321;AS;F1;6
596092;OB2;1;201405;393;AA;C1;20
596098;OB1;1;201406;342;AA;C1;9
596100;OB1;2;201406;441;AA;C1;9
596100;OB1;;201406;0;AA;C1;9
596101;OB1;1;201406;359;AA;C1;8
596103;OB2;1;201406;663;AA;C1;6
596127;OB1;1;201406;575;AA;C1;15
596155;OB2;1;201406;238;AA;C1;8
596156;OB2;1;201406;641;AA;C1;10
596235;OB1;1;201406;698;AS;C1;6
596237;OB1;1;201406;592;AS;C1;6
596261;OB2;1;201406;99;AS;C1;8
596282;OB2;1;201406;779;AA;C1;4
596286;OB1;1;201406;427;AA;C1;10
596287;OB2;1;201406;376;AA;C1;10
596289;OB1;1;201406;118;AA;C1;10
596307;OB2;1;201406;368;AS;F1;6
596350;OB2;1;201406;613;AA;F1;6
596364;OB1;1;201406;781;AA;C1;10
596365;OB1;1;201406;338;AA;C1;8
596381;OB1;1;201406;399;AS;C1;10
596392;OB1;1;201406;352;AS;F1;6
596393;OB1;;201406;0;AS;C7;9
596394;OB1;1;201406;343;AS;C1;4
596403;OB1;1;201406;477;AA;C1;10
596446;OB1;1;201406;523;AA;C1;6
596484;OB1;1;201406;557;AS;F8;2
596507;OB2;1;201406;207;AS;C1;9
596509;OB1;1;201406;274;AS;F1;6
596619;OB2;1;201406;324;AS;C1;9
596638;OB2;2;201406;500;AS;C8;3
596641;OB1;1;201406;376;AA;C1;10
596671;OB1;1;201406;438;AA;C1;10
596695;OB2;1;201406;351;AA;C1;15
596734;OB1;1;201406;95;AA;C1;9
596822;OB1;1;201407;1223;AA;C1;6
596870;OB2;1;201407;95;AS;C1;10
596881;OB2;1;201407;222;AA;C1;10
596910;OB1;1;201407;80;AS;C1;9
596980;OB1;1;201407;378;AA;C1;8
596990;OB2;1;201407;342;AS;C1;8
597004;OB1;1;201407;230;AA;C1;10
597004;OB2;2;201407;554;AA;C1;10
597008;OB2;1;201407;169;AS;C1;8
597041;OB1;1;201407;458;AA;C1;3
597062;OB1;1;201407;400;AS;C1;3
597067;OB2;1;201407;587;AA;C1;15
597068;OB1;1;201407;687;AA;C1;15
597073;OB2;1;201407;626;AA;C1;10
597107;OB1;1;201407;793;AA;C1;8
597153;OB2;1;201407;113;AS;C1;9
597155;OB2;1;201407;276;AS;C1;9
597163;OB2;1;201407;684;AS;C1;9
597247;OB2;1;201407;308;AS;F1;9
597264;OB1;1;201407;814;AA;C1;15
597286;OB2;1;201407;532;AA;C1;8
597310;OB1;;201407;0;AS;F1;2
597314;OB2;1;201407;374;AS;F1;6
597336;OB1;1;201407;264;AA;C1;8
597352;OB1;1;201407;342;AA;C1;15
597354;OB1;1;201407;179;AA;C1;15
597355;OB2;1;201407;108;AA;C1;15
597384;OB2;1;201407;468;AA;C1;8
597390;OB1;1;201407;680;AA;C1;4
597422;OB1;1;201407;569;AA;C1;15
597423;OB2;1;201407;485;AA;C1;15
597457;OB2;;201408;0;AS;C1;9
