NUM_CORR_ACI;COD_LOCAL_EVENTO_ACI;NUM_TRAT_ACO_PAN;MES;AL_CAS;GRAU;TRAT;S_MAX
597845;OB2;1;201408;454;AS;C1;10
597857;OB2;1;201408;482;AA;C1;15
597895;OB2;1;201408;371;AA;C1;15
597897;OB2;1;201408;240;AA;C1;15
597908;OB1;1;201408;403;AS;C1;9
597910;OB1;1;201408;89;AS;C1;10
597924;OB1;1;201408;593;AA;C1;15
597930;OB1;1;201408;300;AA;C1;20
597961;OB2;1;201408;437;AA;C1;20
597970;OB2;1;201408;315;AA;C1;8
597981;OB2;1;201408;592;AA;C1;10
597985;OB1;1;201408;205;AA;C1;10
597987;OB2;1;201408;541;AA;C1;10
597991;OB2;1;201408;117;AA;C1;8
486224;OB1;1;201309;262;AS;C1;10
486248;OB1;1;201309;437;AA;C1;10
486284;OB1;1;201309;123;AS;C1;9
486359;OB1;1;201309;221;AA;C1;8
486361;OB1;1;201309;608;AA;C1;10
486369;OB2;1;201309;353;AA;C1;10
486377;OB2;1;201309;199;AS;F1;4
486385;OB2;1;201309;346;AA;C1;8
486407;OB1;1;201309;244;AS;C1;3
486416;OB1;1;201309;193;AS;C1;3
486420;OB2;1;201309;205;AS;C1;9
486425;OB1;1;201309;168;AS;C1;9
486463;OB2;1;201309;470;AA;C1;3
486512;OB1;1;201309;139;AA;C1;9
486521;OB2;1;201309;495;AA;C1;10
486530;OB1;1;201309;719;AA;C1;8
486591;OB1;1;201309;60;AS;C1;3
486619;OB1;2;201309;219;AS;C1;3
486631;OB2;1;201309;1428;AA;C1;6
486635;OB2;1;201309;282;AA;C1;8
486643;OB2;1;201309;428;AA;C1;3
486679;OB1;1;201309;320;AS;C1;4
486713;OB2;1;201309;706;AA;C1;4
486721;OB1;1;201309;531;AS;F1;3
486727;OB1;1;201309;275;AA;C1;10
486729;OB2;1;201309;213;AA;C1;10
486784;OB1;1;201309;372;AS;C7;9
486790;OB1;1;201309;83;AC;C1;15
486793;OB2;1;201309;60;AC;C1;15
486846;OB1;1;201309;168;AA;C1;8
486867;OB2;2;201309;758;AA;C1;20
486893;OB2;1;201309;779;AS;F1;2
486913;OB1;1;201309;530;AS;C1;4
486935;OB1;1;201309;220;AA;C1;10
486966;OB1;1;201310;479;AA;C1;20
486998;OB2;2;201310;413;AA;C1;15
487027;OB1;1;201310;416;AA;C1;15
487080;OB1;1;201310;321;AS;F1;6
487121;OB2;1;201310;220;AA;C1;10
487129;OB2;1;201310;283;AS;F1;9
487147;OB1;1;201310;402;AA;C1;20
487156;OB2;1;201310;325;AA;C1;10
487161;OB2;1;201310;197;AA;C1;10
487164;OB2;1;201310;317;AA;C1;10
487178;OB2;1;201310;132;AS;C1;9
487233;OB1;1;201310;425;AS;F1;3
487236;OB1;1;201310;725;AA;C1;10
487251;OB1;1;201310;739;AS;F8;2
487262;OB1;1;201310;136;AS;C1;10
487277;OB1;1;201310;991;AA;C1;6
487306;OB1;1;201310;313;AA;C1;8
487350;OB1;1;201310;97;AA;C7;9
487359;OB2;1;201310;239;AA;C1;8
487366;OB1;1;201310;155;AA;C1;20
487391;OB2;1;201310;25;AS;C1;9
487409;OB1;1;201310;699;AA;F1;4
487412;OB1;1;201310;594;AA;F1;4
487463;OB1;1;201310;582;AS;F1;9
487465;OB1;1;201310;478;AS;F1;9
487484;OB1;1;201310;272;AS;F8;3
487484;OB2;2;201310;324;AS;F8;3
487486;OB1;1;201310;262;AA;A1;10
487492;OB2;1;201310;418;AA;C1;10
487502;OB1;1;201310;678;AS;F1;9
487505;OB1;1;201310;73;AS;C1;9
487616;OB1;1;201310;189;AA;C1;10
487622;OB1;1;201310;113;AC;C1;15
487644;OB1;1;201310;74;AS;C1;10
487706;OB2;1;201311;855;AS;F1;3
487770;OB2;1;201311;577;AA;C1;15
487817;OB2;2;201311;158;AA;C1;10
487871;OB1;1;201311;482;AS;F1;9
487876;OB1;1;201311;254;AA;C1;8
487880;OB1;1;201311;877;AA;C1;4
487895;OB1;1;201311;1163;AA;F1;4
487903;OB1;1;201311;258;AA;C1;15
487930;OB1;1;201311;45;AS;C1;9
487930;OB1;2;201311;242;AS;C1;9
487936;OB1;1;201311;99;AS;C1;9
487943;OB2;1;201311;562;AA;C1;20
487953;OB2;1;201311;859;AA;A1;8
487972;OB2;1;201311;1174;AA;F1;4
487973;OB1;1;201311;1208;AA;F1;4
488029;OB2;1;201311;188;AA;C7;10
488044;OB2;1;201311;645;AA;C1;3
488069;OB2;1;201311;243;AS;C1;8
488119;OB2;1;201311;156;AA;C1;8
488265;OB2;1;201311;383;AA;C1;9
488300;OB1;2;201311;144;AA;C1;9
488306;OB1;1;201311;178;AA;C1;8
488334;OB2;1;201311;1066;AA;C1;15
488348;OB2;1;201311;187;AS;C1;10
488376;OB1;1;201311;429;AS;C1;4
488418;OB2;1;201312;626;AA;C1;6
488419;OB1;1;201312;352;AA;C1;6
488423;OB2;1;201312;744;AA;C1;4
488428;OB1;1;201312;488;AA;C1;4
488461;OB2;1;201312;125;AA;C1;8
488477;OB1;1;201312;349;AS;C1;9
488490;OB2;1;201312;259;AA;C1;10
488502;OB1;1;201312;131;AA;C1;10
488556;OB1;1;201312;488;AA;C1;10
488559;OB2;1;201312;303;AA;C1;10
488577;OB1;1;201312;481;AS;F1;4
488587;OB1;1;201312;463;AA;C1;9
488587;OB1;;201312;0;AA;C1;9
488588;OB1;1;201312;305;AA;C1;9
488634;OB1;1;201312;1006;AA;C1;15
488638;OB2;1;201312;1112;AA;C1;15
488799;OB1;1;201312;542;AS;C1;10
488840;OB2;1;201312;1011;AA;C1;20
488848;OB2;1;201312;484;AA;C1;4
488851;OB2;1;201312;753;AS;F1;4
488859;OB1;1;201312;429;AA;C1;8
488861;OB1;2;201312;903;AA;C1;9
488861;OB2;;201312;0;AA;C1;9
488871;OB1;1;201312;202;AA;C1;15
488914;OB2;1;201401;432;AS;F1;6
488927;OB2;1;201401;587;AA;C1;10
488935;OB2;1;201401;235;AS;C1;4
488951;OB2;1;201401;268;AS;F8;2
488963;OB1;1;201401;117;AA;C1;15
488985;OB1;1;201401;60;AC;C1;15
489008;OB1;1;201401;241;AA;C1;10
489009;OB1;1;201401;278;AA;C1;8
489038;OB1;1;201401;518;AA;C1;15
489039;OB2;1;201401;706;AS;F1;6
489041;OB2;1;201401;59;AA;C1;15
489051;OB2;1;201401;153;AA;C1;9
489054;OB1;1;201401;41;AA;C1;9
489066;OB2;1;201401;275;AA;C1;10
489079;OB1;1;201401;457;AA;C1;8
489087;OB1;1;201401;338;AS;F1;9
489090;OB1;1;201401;346;AS;F1;9
489092;OB1;1;201401;624;AS;C1;9
489142;OB1;1;201401;667;AA;C1;8
489159;OB2;1;201401;61;AA;C1;10
489223;OB1;1;201401;40;AS;C1;9
489237;OB2;1;201401;349;AA;C1;15
489266;OB2;1;201401;241;AA;C1;15
489286;OB2;1;201401;903;AS;F1;3
489318;OB2;1;201401;323;AA;C1;9
489324;OB2;1;201401;1022;AA;C1;20
489350;OB2;1;201401;212;AA;C1;8
489353;OB2;1;201401;33;AA;C1;9
489354;OB2;1;201401;151;AA;C1;9
489416;OB2;1;201401;508;AA;C1;20
489434;OB2;1;201401;481;AA;C1;8
489435;OB1;1;201401;702;AA;C1;8
489556;OB2;1;201401;269;AA;C1;9
489557;OB1;1;201401;411;AA;C1;9
489676;OB2;;201401;0;AA;C1;10
489677;OB1;1;201401;425;AA;C1;10
489679;OB1;1;201401;239;AA;C1;10
489791;OB1;1;201402;515;AS;F1;9
489793;OB2;1;201402;670;AS;F1;6
489864;OB1;1;201402;608;AA;C1;10
489865;OB2;1;201402;67;AA;C1;10
489894;OB2;1;201402;259;AA;C1;10
489906;OB1;1;201402;397;AS;F1;9
489921;OB2;1;201402;233;AA;C1;8
489952;OB1;1;201402;51;AA;A1;4
489991;OB1;1;201402;815;AS;C1;6
490001;OB2;1;201402;215;AS;C1;8
490045;OB1;1;201402;406;AA;C1;10
490060;OB2;1;201402;246;AS;C1;9
490061;OB1;1;201402;214;AS;C1;9
490071;OB1;1;201402;289;AA;C1;3
490094;OB2;1;201402;162;AS;C1;9
490106;OB2;1;201402;557;AA;F8;4
490113;OB2;1;201402;589;AA;C1;15
490119;OB1;1;201402;209;AA;C1;10
490135;OB2;2;201402;25;AS;C1;10
490135;OB2;;201402;0;AS;C1;10
490157;OB1;;201402;0;AA;C1;10
490158;OB1;1;201402;708;AA;C1;10
490178;OB2;1;201402;265;AS;C1;9
490186;OB2;1;201402;487;AA;C1;8
490190;OB2;1;201402;723;AA;C1;6
490198;OB2;1;201402;296;AA;C1;9
490278;OB2;1;201402;586;AA;C1;20
490286;OB2;1;201402;84;AA;C1;10
490295;OB2;1;201402;463;AS;F1;6
490313;OB2;1;201402;272;AA;C1;10
490322;OB1;1;201402;196;AS;C1;10
490324;OB1;1;201402;325;AS;C1;9
490353;OB1;1;201402;302;AA;C1;10
490415;OB1;1;201403;503;AA;C1;15
490447;OB1;1;201403;396;AA;C1;8
490448;OB2;1;201403;343;AA;C1;8
490485;OB2;1;201403;168;AA;C1;8
490492;OB2;1;201403;514;AA;C1;10
490550;OB2;1;201403;282;AA;C1;8
490568;OB1;1;201403;184;AS;C1;9
490571;OB1;1;201403;382;AS;C1;9
490609;OB1;1;201403;195;AA;C1;9
490613;OB1;1;201403;211;AS;C1;9
490645;OB1;1;201403;137;AS;C1;10
490647;OB1;1;201403;93;AS;C1;10
490680;OB1;1;201403;660;AS;C1;4
490819;OB2;1;201403;421;AA;C1;8
490824;OB1;1;201403;552;AA;C1;9
490891;OB1;2;201403;551;AA;C1;20
490900;OB1;1;201403;359;AS;F1;3
490930;OB2;2;201403;535;AA;C8;4
490935;OB1;1;201403;212;AA;C1;10
490938;OB1;1;201403;275;AA;C1;15
490982;OB1;1;201403;474;AA;C7;20
491001;OB2;1;201403;370;AA;C1;9
491020;OB1;1;201403;404;AS;C1;3
491024;OB1;1;201403;215;AA;C1;8
491039;OB1;1;201403;112;AA;C1;9
491105;OB2;1;201404;416;AA;C1;3
491107;OB2;1;201404;205;AA;C1;10
491111;OB2;1;201404;105;AS;C1;10
491114;OB1;1;201404;757;AS;F8;2
491133;OB1;2;201404;666;AA;C1;6
491147;OB2;1;201404;116;AA;C1;10
491187;OB1;1;201404;116;AA;C1;8
491200;OB1;1;201404;374;AS;F1;4
491263;OB1;1;201404;393;AA;C1;10
491278;OB1;1;201404;250;AA;C1;9
491300;OB2;1;201404;508;AA;C1;10
491301;OB2;1;201404;475;AA;C1;10
491304;OB2;1;201404;88;AA;C1;10
491365;OB1;1;201404;683;AS;F8;1
491401;OB2;1;201404;469;AA;C1;20
491468;OB1;1;201404;408;AA;C1;10
491494;OB2;1;201404;150;AS;C1;8
491536;OB1;1;201404;452;AA;C1;8
491551;OB1;;201404;0;AA;C1;10
491573;OB2;1;201404;1128;AA;C1;6
491576;OB2;1;201404;1362;AA;C7;6
491705;OB1;1;201404;272;AS;C1;9
491709;OB1;1;201404;572;AS;C1;10
491728;OB1;1;201405;88;AA;C1;10
491756;OB2;1;201405;240;AA;C1;15
491758;OB1;1;201405;49;AA;C1;15
491795;OB1;1;201405;221;AA;C1;8
491832;OB2;1;201405;115;AA;C1;9
491927;OB2;1;201405;176;AA;C1;10
491979;OB2;1;201405;317;AA;C1;9
492012;OB2;1;201405;166;AA;C1;15
492063;OB2;1;201405;371;AA;C1;6
492075;OB1;1;201405;145;AA;C1;10
492086;OB1;;201405;0;AS;F1;9
492126;OB2;1;201405;642;AA;C1;6
492139;OB1;1;201405;226;AA;C1;20
492173;OB2;1;201405;281;AS;C1;9
492237;OB1;1;201405;991;AA;C1;20
492259;OB1;1;201405;131;AA;C1;20
492260;OB1;1;201405;467;AA;C1;20
492261;OB1;1;201405;317;AA;C1;20
492262;OB2;1;201405;549;AA;C1;20
492283;OB2;1;201405;57;AS;C1;10
492375;OB2;1;201405;1090;AA;C1;9
492383;OB2;1;201406;399;AA;C1;20
492394;OB2;1;201406;39;AA;C1;10
492413;OB1;1;201406;135;AA;C1;15
492445;OB2;1;201406;106;AC;C1;8
492476;OB1;1;201406;233;AA;C1;15
492494;OB2;1;201406;135;AA;C1;20
492507;OB2;1;201406;260;AA;C1;15
492509;OB2;1;201406;382;AA;C1;15
492523;OB2;1;201406;690;AA;C1;20
492538;OB1;1;201406;615;AA;C1;20
492557;OB1;1;201406;584;AA;C1;9
492569;OB1;1;201406;252;AS;C1;9
492579;OB1;1;201406;633;AA;C1;15
492600;OB2;1;201406;236;AA;C1;15
492602;OB1;1;201406;361;AA;C1;15
492658;OB2;1;201406;349;AA;C1;4
492677;OB1;1;201406;485;AA;C1;20
492706;OB1;1;201406;451;AA;F1;6
492717;OB1;1;201406;262;AA;C1;9
492769;OB1;1;201406;200;AA;C1;10
492798;OB1;1;201406;752;AS;F1;9
492799;OB1;1;201406;419;AS;F1;9
492814;OB1;1;201406;502;AA;C1;8
492816;OB1;1;201406;645;AA;C1;8
492830;OB2;1;201406;405;AA;C1;8
492845;OB2;1;201406;675;AA;C1;20
492859;OB1;1;201406;458;AS;F1;9
492860;OB2;1;201406;402;AS;C1;9
492867;OB2;1;201406;307;AA;C1;6
492914;OB2;1;201407;473;AA;C1;8
492924;OB2;1;201407;515;AS;C1;10
492941;OB1;;201407;0;AA;F1;6
492944;OB2;1;201407;623;AS;F8;1
492945;OB2;1;201407;601;AS;F8;1
492967;OB1;1;201407;232;AS;F8;6
492978;OB2;1;201407;460;AA;C1;8
492999;OB1;1;201407;890;AA;C1;15
493036;OB2;1;201407;580;AS;F1;6
493060;OB2;1;201407;453;AA;C1;10
493061;OB1;1;201407;514;AA;C1;10
493067;OB2;1;201407;404;AS;F1;6
493068;OB1;1;201407;299;AS;F1;4
493106;OB2;1;201407;134;AC;C1;15
493136;OB2;1;201407;465;AA;C1;3
493144;OB1;1;201407;491;AA;C1;3
493181;OB1;1;201407;523;AA;C1;8
493200;OB2;1;201407;184;AA;C1;8
493202;OB2;1;201407;325;AS;C1;10
493231;OB2;1;201407;317;AA;C1;8
493233;OB1;1;201407;456;AA;C1;8
493238;OB1;2;201407;249;AS;C1;9
493265;OB1;1;201407;585;AA;C1;15
493270;OB1;1;201407;471;AA;C1;15
493293;OB2;1;201407;624;AA;C1;4
493307;OB2;1;201407;523;AA;C1;8
493309;OB1;1;201407;869;AA;C1;6
493310;OB1;1;201407;72;AA;C8;6
493331;OB2;1;201407;697;AA;C1;20
493366;OB1;1;201407;209;AS;C1;9
493374;OB1;1;201407;636;AA;C1;15
493408;OB1;1;201407;367;AA;C1;8
493431;OB2;1;201408;352;AS;C1;3
493434;OB1;1;201408;89;AS;C1;8
493454;OB2;1;201408;1014;AS;F1;4
493490;OB1;;201408;0;AA;F1;4
493497;OB2;1;201408;253;AS;F1;9
493509;OB1;1;201408;288;AA;C1;10
493516;OB1;1;201408;215;AA;C1;15
493516;OB1;2;201408;176;AA;C1;15
493534;OB2;1;201408;0;AC;C1;15
493564;OB1;1;201408;436;AS;F1;6
493565;OB1;1;201408;435;AS;F8;6
493595;OB2;1;201408;250;AA;C1;10
493617;OB1;1;201408;814;AS;F1;4
493631;OB1;1;201408;515;AA;F1;6
493644;OB1;1;201408;102;AC;C1;15
493647;OB1;1;201408;91;AC;C1;15
493648;OB2;1;201408;291;AC;C1;15
493667;OB1;1;201408;126;AS;F8;2
493679;OB2;1;201408;753;AS;F8;1
493725;OB2;1;201408;346;AS;F1;6
493737;OB2;1;201408;450;AA;C1;10
493742;OB2;1;201408;0;AA;C1;10
493799;OB2;1;201408;195;AS;F1;3
493820;OB2;1;201408;577;AS;F1;2
493854;OB1;1;201408;638;AA;F1;4
493872;OB1;1;201408;726;AS;F8;1
493878;OB2;;201408;0;AS;F8;4
493892;OB2;1;201408;1199;AA;F8;4
493917;OB2;1;201408;463;AS;F8;2
493981;OB2;1;201408;538;AA;C1;10
493992;OB1;1;201408;437;AS;F1;2
494025;OB1;1;201408;624;AA;C1;8
494039;OB1;1;201408;731;AA;C1;10
494043;OB2;1;201408;231;AS;F1;9
494049;OB2;1;201408;246;AS;F1;9
494051;OB2;1;201408;104;AS;C1;9
494070;OB2;1;201408;382;AA;C1;10
494076;OB2;1;201408;246;AA;C1;10
590038;OB2;1;201309;306;AS;C1;10
590053;OB1;1;201309;152;AA;C1;9
590090;OB1;1;201309;604;AA;C1;9
590131;OB2;;201309;0;AS;C1;9
590182;OB2;1;201309;289;AA;C1;10
590257;OB1;1;201309;236;AS;C1;9
590266;OB1;1;201309;125;AS;C1;9
590282;OB1;1;201309;227;AS;F1;9
590322;OB2;1;201309;183;AA;C1;9
590337;OB2;1;201309;580;AA;C1;8
590458;OB2;1;201309;214;AA;C1;3
590489;OB2;1;201309;428;AS;C1;6
590530;OB2;2;201309;50;AA;C1;6
590537;OB1;1;201309;128;AA;C1;10
590545;OB1;1;201309;324;AA;C1;9
590548;OB1;1;201309;183;AA;C1;10
590549;OB1;1;201309;633;AA;C1;8
590552;OB1;1;201309;65;AA;C1;8
590555;OB2;1;201309;201;AA;C1;10
590573;OB2;1;201309;429;AA;C1;8
590586;OB1;1;201309;344;AA;C1;15
590659;OB1;1;201309;637;AA;C1;20
590747;OB1;1;201310;268;AA;C1;15
590752;OB1;1;201310;193;AS;F1;3
590756;OB1;1;201310;615;AA;C1;10
590773;OB1;2;201310;1436;AA;C1;20
590793;OB2;1;201310;35;AC;C1;15
590803;OB2;1;201310;120;AA;C1;15
590920;OB2;1;201310;596;AS;C1;3
590931;OB1;1;201310;344;AS;F1;3
590991;OB1;1;201310;121;AS;C1;10
591000;OB2;1;201310;160;AA;C1;20
591098;OB2;1;201310;453;AA;C1;6
591099;OB1;1;201310;427;AA;C1;4
591122;OB2;1;201310;145;AA;C1;10
591125;OB2;1;201310;199;AS;F1;9
591126;OB1;1;201310;300;AS;F1;7
591133;OB2;1;201310;333;AA;C1;10
591154;OB1;1;201310;208;AA;C1;10
591180;OB1;1;201310;229;AA;C1;15
591182;OB2;1;201310;304;AA;C1;10
591185;OB2;1;201310;429;AS;C1;6
591186;OB2;1;201310;213;AS;C1;6
591200;OB1;1;201310;188;AS;C1;3
591227;OB2;2;201310;467;AA;C1;3
591235;OB2;1;201310;184;AA;C1;10
591247;OB2;1;201310;335;AS;C1;3
591265;OB1;1;201310;60;AS;C1;3
591278;OB2;1;201310;250;AA;C1;10
591354;OB1;1;201310;216;AA;C1;9
591373;OB1;1;201310;652;AS;F1;4
591490;OB1;1;201311;135;AS;F1;9
591543;OB2;2;201311;410;AA;C1;6
591550;OB2;1;201311;432;AS;F1;3
591568;OB1;1;201311;86;AA;C1;8
591618;OB2;1;201311;512;AA;C1;15
591628;OB1;1;201311;210;AS;C1;10
591638;OB2;1;201311;742;AS;C1;4
591644;OB2;1;201311;519;AA;C1;20
591651;OB2;1;201311;853;AA;C1;6
591738;OB2;1;201311;385;AA;C1;15
591742;OB2;1;201311;209;AA;C1;9
591754;OB2;1;201311;682;AA;C1;10
591759;OB2;1;201311;138;AA;C1;10
591844;OB2;1;201311;418;AS;C1;8
591960;OB2;2;201311;37;AS;C1;8
591970;OB1;2;201311;85;AS;C1;10
591971;OB1;1;201311;438;AA;C1;20
592010;OB2;1;201311;162;AA;F1;4
592018;OB2;2;201311;112;AA;C1;10
592041;OB1;1;201311;156;AA;C1;4
592046;OB2;1;201311;358;AA;C1;6
592048;OB2;1;201311;682;AA;C1;4
592060;OB2;1;201311;81;AA;C1;8
592061;OB2;1;201311;319;AA;C1;8
592070;OB2;1;201311;1395;AA;C1;8
592075;OB2;1;201311;235;AA;C1;9
592096;OB1;1;201311;529;AA;C1;8
592106;OB1;1;201311;691;AA;F1;4
592115;OB2;1;201311;1062;AS;F1;6
592116;OB1;1;201311;341;AS;C1;10
592120;OB2;1;201311;281;AA;C1;4
592121;OB2;1;201311;477;AA;C1;4
592179;OB1;1;201312;172;AS;C1;9
592204;OB1;1;201312;478;AS;F1;9
592205;OB1;1;201312;715;AA;C1;9
592208;OB2;1;201312;621;AA;C1;10
592211;OB1;1;201312;192;AA;C1;8
592259;OB2;1;201312;106;AA;C1;10
592308;OB2;1;201312;390;AS;F8;3
592309;OB2;1;201312;303;AS;C1;9
592331;OB2;1;201312;300;AA;C1;10
592336;OB1;1;201312;403;AA;C1;10
592342;OB2;1;201312;543;AA;C1;9
592440;OB2;1;201312;521;AA;C1;8
592448;OB2;1;201312;869;AA;C1;8
592451;OB2;1;201312;937;AA;A1;9
592457;OB2;1;201312;322;AA;C1;8
592485;OB1;1;201312;140;AA;C1;15
592545;OB2;1;201312;130;AA;C1;10
592692;OB1;1;201312;186;AA;C1;8
592696;OB2;1;201312;311;AA;C1;9
592745;OB1;1;201312;315;AA;C1;10
592755;OB1;1;201312;730;AA;C1;15
592762;OB1;1;201312;174;AS;F1;4
592886;OB2;1;201312;163;AA;C1;8
592911;OB1;1;201401;306;AS;C8;3
592920;OB1;1;201401;914;AA;C1;4
592922;OB1;1;201401;598;AA;C1;4
592947;OB1;1;201401;480;AA;F8;4
592965;OB1;1;201401;401;AA;C1;6
592983;OB2;1;201401;493;AS;F1;4
593072;OB2;1;201401;65;AA;C1;10
593113;OB1;1;201401;415;AA;C1;8
593132;OB2;1;201401;231;AA;C1;20
593186;OB1;1;201401;600;AA;F1;4
593209;OB2;1;201401;809;AS;F1;3
593255;OB2;1;201401;196;AA;C1;15
593281;OB2;1;201401;400;AA;C1;10
593294;OB1;1;201401;204;AS;F1;9
593317;OB1;1;201401;451;AA;C1;9
593342;OB1;1;201401;340;AA;C1;10
593343;OB2;1;201401;437;AA;C1;8
593367;OB2;1;201401;261;AA;C1;9
593388;OB2;1;201401;38;AA;F8;4
593393;OB1;1;201401;153;AA;C1;10
593394;OB2;1;201401;155;AA;C1;9
593401;OB1;1;201401;473;AA;C1;20
593414;OB1;1;201401;934;AA;C1;8
593417;OB2;1;201401;251;AA;C1;8
593426;OB2;1;201401;316;AA;C1;10
593442;OB2;1;201401;171;AA;C1;10
593508;OB2;1;201402;611;AA;C1;10
593527;OB2;1;201402;213;AA;C1;4
593536;OB1;1;201402;226;AA;C1;10
593559;OB2;1;201402;183;AA;C1;9
593569;OB1;1;201402;816;AA;C1;8
593574;OB2;1;201402;374;AA;C1;8
593591;OB2;1;201402;199;AA;C1;9
593610;OB1;1;201402;303;AS;C1;4
593667;OB2;1;201402;226;AA;C1;20
593715;OB2;1;201402;207;AS;C1;9
593740;OB2;1;201402;624;AA;C1;3
593771;OB1;1;201402;588;AA;C1;8
593806;OB2;1;201402;242;AA;C1;10
593831;OB2;1;201402;558;AS;F8;3
593835;OB2;1;201402;619;AA;C1;8
593836;OB1;1;201402;329;AS;F1;4
593843;OB2;1;201402;271;AA;C1;15
593847;OB2;1;201402;535;AA;C1;15
593872;OB2;1;201402;348;AS;C1;6
593878;OB1;1;201402;539;AS;F1;9
593911;OB2;1;201402;585;AA;C1;4
593946;OB2;1;201402;230;AA;C1;10
593970;OB2;1;201402;345;AS;C1;10
594042;OB1;2;201403;529;AA;C1;10
594078;OB2;1;201403;408;AA;C1;8
594125;OB1;1;201403;426;AA;C1;4
594128;OB2;1;201403;368;AA;C1;4
594189;OB2;1;201403;336;AA;C1;10
594192;OB2;1;201403;442;AS;F1;9
594214;OB1;1;201403;101;AS;C1;9
594236;OB2;1;201403;443;AA;C1;10
594243;OB2;1;201403;812;AA;C1;8
594292;OB2;1;201403;146;AS;C1;10
594338;OB1;;201403;0;AS;C1;9
594349;OB2;1;201403;279;AA;C1;9
594350;OB1;1;201403;416;AA;C1;9
594375;OB2;1;201403;136;AS;C1;10
594396;OB2;1;201403;293;AA;C1;10
594434;OB1;1;201403;988;AA;C1;8
594436;OB2;1;201403;924;AA;C1;8
594437;OB1;1;201403;349;AA;C1;8
594440;OB2;1;201403;521;AA;C1;8
594492;OB1;1;201403;431;AA;C1;10
594525;OB1;1;201403;84;AC;C1;15
594555;OB1;1;201403;262;AA;C1;20
594557;OB1;1;201403;289;AA;C1;20
594571;OB2;1;201403;350;AA;C1;10
594585;OB2;1;201403;268;AA;C1;20
594633;OB1;1;201403;231;AS;C1;9
594660;OB2;1;201403;321;AA;C1;20
594664;OB1;1;201403;561;AS;F1;3
594665;OB2;1;201403;632;AS;F1;2
594668;OB2;1;201403;77;AA;C1;15
594682;OB1;1;201403;140;AA;C1;10
594731;OB1;1;201404;271;AA;C1;8
594793;OB2;1;201404;771;AS;F1;4
594799;OB1;1;201404;198;AS;C1;10
594817;OB1;1;201404;400;AS;C1;3
594850;OB1;1;201404;153;AA;C1;9
594864;OB2;1;201404;716;AA;C1;8
594879;OB2;1;201404;513;AA;C1;10
594929;OB1;1;201404;584;AA;C1;20
594940;OB1;1;201404;616;AA;C1;20
594946;OB2;2;201404;39;AC;C1;15
594946;OB2;;201404;0;AC;C1;15
594962;OB1;1;201404;123;AA;C1;10
594984;OB2;1;201404;336;AS;C1;10
595041;OB2;1;201404;301;AA;C1;10
595043;OB1;1;201404;0;AA;C8;8
595076;OB1;1;201404;369;AS;F1;4
595104;OB2;1;201404;323;AA;C1;9
595109;OB1;1;201404;527;AA;C1;15
595153;OB2;1;201404;642;AS;F1;4
595185;OB1;1;201404;295;AA;C1;10
595206;OB1;1;201404;278;AA;C1;9
595234;OB1;1;201404;1367;AA;C1;8
595249;OB1;1;201404;511;AS;F1;9
595338;OB1;1;201404;551;AS;F8;4
595379;OB1;1;201404;364;AS;F8;2
595404;OB1;2;201404;201;AS;C1;9
595446;OB1;1;201405;206;AA;C1;10
595452;OB2;1;201405;189;AA;C1;10
595461;OB1;1;201405;553;AA;F8;4
595489;OB2;1;201405;183;AS;C1;9
595507;OB1;1;201405;893;AS;F1;4
595542;OB2;1;201405;800;AA;C1;20
595550;OB2;1;201405;534;AA;C1;6
595581;OB2;1;201405;438;AS;C1;4
595600;OB2;1;201405;101;AA;C1;10
595629;OB2;1;201405;62;AA;C1;8
595676;OB2;1;201405;223;AS;F1;6
595686;OB2;1;201405;555;AA;C1;8
595709;OB1;1;201405;159;AA;C1;10
595719;OB2;1;201405;720;AA;C1;4
595764;OB1;1;201405;19;AS;C1;9
595785;OB2;1;201405;36;AS;C1;3
595824;OB1;1;201405;40;AS;C1;9
595833;OB2;1;201405;386;AS;C1;8
595880;OB1;1;201405;329;AA;C1;15
595881;OB1;1;201405;389;AA;C1;15
595884;OB2;1;201405;244;AA;C1;20
595919;OB1;1;201405;153;AA;C1;15
595960;OB1;1;201405;264;AS;F1;4
595962;OB1;1;201405;89;AS;C1;6
596001;OB1;1;201405;184;AS;C1;10
596013;OB2;1;201405;778;AA;C1;10
596015;OB2;1;201405;152;AA;C1;8
596049;OB1;1;201405;304;AA;C1;20
596079;OB2;1;201405;23;AC;C1;15
596122;OB2;1;201406;85;AA;C1;15
596175;OB2;1;201406;310;AA;C1;15
596184;OB2;1;201406;286;AA;C1;10
596186;OB1;1;201406;614;AA;C1;20
596200;OB2;1;201406;146;AA;C1;10
596205;OB1;1;201406;131;AA;C1;15
596214;OB1;1;201406;327;AA;C1;8
596233;OB2;1;201406;585;AA;C1;20
596260;OB2;1;201406;166;AS;C1;8
596274;OB1;1;201406;485;AA;C1;15
596316;OB2;1;201406;944;AA;C1;4
596351;OB2;;201406;0;AA;F1;6
596367;OB2;1;201406;366;AA;C1;15
596439;OB1;1;201406;124;AA;C1;10
596441;OB2;1;201406;132;AA;C1;10
596443;OB2;1;201406;1215;AA;C1;6
596447;OB1;1;201406;651;AA;C8;6
596481;OB1;1;201406;390;AS;F8;2
596485;OB2;2;201406;140;AS;F8;2
596499;OB1;1;201406;365;AS;C1;9
596500;OB2;1;201406;185;AS;C1;9
596577;OB2;1;201406;157;AA;C1;9
