NUM_CORR_ACI;SIGLA_ACO;TEMP_INTER_SUBLANCA_LD;P;PS_TA;fam_TA
498192;FVZ1AA000150064099;1567;12.53;8000;max
498302;VJQ1AA000150015099;1553;14.23;8100;max
500671;7DBBAS015000120099;1615;12.175;0;min
498104;WOMAAS008000150099;1578;13.035;0;min
497229;ZMREAS008000160099;1629;8.1;2000;media
497620;24JDAA000100010099;1684;18.98;0;min
501741;WTCBAA010000150099;1712;21.8;0;min
497756;AAC2AA0090000460X9;1552;5.62;8100;max
501118;TBCDAS0070002000X9;1597;9.845;2100;media
502371;AAC2AA0090000460X9;1622;25.995;0;min
498178;21Q1AA000100010099;1549;6.625;0;min
497612;WOMAAS008000150099;1583;15.475;0;min
497697;24JDAA000100010099;1580;12.215;0;min
498433;WOMAAS008000150099;1577;9.305;0;min
501416;GXCHAS018000145099;1570;11.625;8000;max
498185;VJQ1AA000150015099;1578;10.445;0;min
497636;DGC2AA006000040099;1641;12.51;0;min
500851;VCBCAA007000177099;1623;8.13;0;min
502222;VJQ1AA000150015099;1599;12;8000;max
498287;VJQ1AA000150015099;1555;11.925;7900;max
500518;7DBBAS015000120099;1598;11.63;0;min
496942;24JDAA000100010099;1589;8.95;0;min
498367;BXCDAS016000150099;1567;9.845;2000;media
497020;JYCCAS0160001160X9;1646;18.37;0;min
501486;VJQ1AA000150015099;1628;23.455;8100;max
501147;GXCCAS016000145099;1610;13.28;2000;media
497206;GJCBAS012000095099;1643;14.545;1900;media
498237;WOMAAS008000150099;1614;8.455;0;min
497416;9GJKAS003000120099;1555;4.57;0;min
498412;ZSMAAS008000157099;1542;7.875;1900;media
496595;EICBAA013000171099;1609;10.095;0;min
501245;9GJKAS003000120099;1652;5.11;0;min
497193;GBNHAS0450001260X9;1623;14.01;2000;media
496737;AACDAA0110001510X9;1608;17.245;2000;media
497050;DDC1AA0160000360X9;1630;15.845;2100;media
497754;AACHAA0120000420X9;1586;10.985;8100;max
497014;7FBBAS016000120099;1573;15.51;0;min
498148;9GJKAS003000120099;1599;5.91;0;min
502221;MOCBAS016000136099;1584;13.43;0;min
498187;FVZ1AA000150064099;1606;17.28;8100;max
501010;9GJKAS003000120099;1594;4.805;0;min
497456;FVZ1AA000150064099;1603;16.05;8100;max
502699;ZSMAAS008000157099;1617;7.585;1900;media
497662;30Z2AA000200026099;1599;11.385;8000;max
497066;VJQ1AA000150015099;1625;16.64;0;min
501159;GWBCAA008000086099;1558;12.12;0;min
502422;JYCHAS0140000860X9;1641;16.47;8100;max
502354;24JDAA000100010099;1606;12.14;2000;media
502896;DGC2AA003000021099;1642;22.655;8000;max
497159;DDC1AA0120000860X9;1660;26.88;0;min
500797;DDC1AA0120000860X9;1607;11.46;0;min
496762;GWCDAA008000086099;1630;17.975;2000;media
497837;VJQ1AA000150015099;1565;5.545;7900;max
501371;ZMREAS008000160099;1563;9.435;1900;media
498747;WOMAAS008000150099;1580;8.465;1900;media
501115;24JDAA000100010099;1594;10.94;1900;media
502968;VCBCAA007000177099;1577;9.42;2100;media
500781;EWZBAA006000120099;1568;16.12;2100;media
502638;7PMBAS008000153099;1644;11.02;0;min
501897;YUCBAA007000153099;1563;8.775;2100;media
502414;VJQ1AA000150015099;1630;14.95;0;min
501122;9GJKAS003000120099;1638;3.765;0;min
498637;WOMAAS008000150099;1582;7.845;0;min
497166;YUCBAA007000153099;1595;11.93;0;min
497749;KHCEAA0160000560X9;1625;17.745;2100;media
500459;9GJKAS003000120099;1588;2.765;0;min
497239;MBA2AA000150010099;1670;16.805;0;min
497386;YUCBAA007000153099;1604;14.305;1900;media
502074;YUCBAA009000153099;1566;10.095;1900;media
500976;DDC1AA0160000560X9;1614;16.37;0;min
500379;QECDAA0090000360X9;1586;13.395;2000;media
500924;84D1AS000150050099;1574;17.72;7900;max
498829;LQC1AA006000066099;1537;11.52;0;min
498874;TGCDAA008000061099;1634;20.865;2000;media
498030;7PMBAS008000153099;1552;9.215;2000;media
497568;61CCAS015000220099;1580;13.96;2100;media
502345;GXCHAS016000145099;1632;28.575;0;min
501163;GWCDAA008000086099;1635;24.035;2000;media
496450;24JDAA000100010099;1550;40.25;0;min
500862;9GJKAS003000120099;1560;5.64;0;min
497741;24JDAA000100010099;1595;8.55;2100;media
501234;9GJKAS003000120099;1601;6.475;2000;media
500795;DDCDAA0120000860X9;1614;15.46;2100;media
500421;KHCEAA0160000360X9;1594;13.465;2000;media
501100;AACDAA0110001510X9;1647;14.435;1900;media
502497;WOMAAS008000150099;1644;12.73;0;min
496680;MBA2AA000150010099;1599;11.1;7900;max
502287;LQC1AA006000066099;1626;10.39;0;min
496956;DDC1AA0160000560X9;1625;13.02;0;min
496959;DDC1AA0160000560X9;1558;7.53;0;min
498114;WOMAAS008000150099;1592;11.21;1900;media
497796;MOCBAS016000136099;1636;14.825;2000;media
502777;WOMAAS008000150099;1631;8.91;2100;media
501011;9GJKAS003000120099;1594;4.8;0;min
497207;GJBAAS013000100099;1600;12.775;2000;media
502874;81CDAS010000156099;1651;15.695;2000;media
497022;JYCHAS0160001060X9;1600;15.84;0;min
498472;AAC3AA0040000210X9;1607;10.83;2100;media
502351;24JDAA000100010099;1624;14.625;2000;media
498177;VJQ1AA000150015099;1612;16.105;0;min
497196;TBCDAS0070002000X9;1524;11.465;1900;media
498514;QECDAA0090000360X9;1588;14.325;0;min
498334;ZSMAAS008000157099;1558;9.915;1900;media
498607;AACDAA0110001510X9;1606;16.395;1900;media
502237;ZMREAS008000160099;1638;9.285;2100;media
498507;AAC3AA0040000210X9;1684;24.845;0;min
497094;AAC2AA0090000460X9;1563;20.33;2100;media
500497;DDC1AA0120000860X9;1567;15.305;8100;max
497213;EWZBAA006000120099;1606;41.035;2100;media
502547;ZICHAS018000145099;1588;11.35;8100;max
502218;YPCCAS009000190099;1589;10.165;2100;media
502868;JYCHAS0140000660X9;1635;13.7;0;min
502002;ZICAAS018000145099;1595;21.17;1900;media
496808;LQC1AA006000066099;1645;14.255;0;min
498278;24JDAA000100010099;1634;14.35;2100;media
500537;DDC1AA0160000360X9;1624;16.98;8000;max
500573;VNBCAA012000180099;1578;10.4;2100;media
496940;24JDAA000100010099;1587;6.625;0;min
497042;MBA2AA000150010099;1576;11.03;2000;media
501241;ILICAS0460000660X9;1619;13.315;2100;media
497198;GXCHAS018000145099;1600;10.455;0;min
500809;TBCDAS0070002000X9;1575;10.985;0;min
500878;GXCHAS018000145099;1657;14.675;8100;max
498019;ZUZBAS004000021099;1548;8.02;1900;media
498108;24JDAA000100010099;1574;16.96;2100;media
501037;32Z2AA000190056099;1588;32.315;0;min
501208;YSCBAA010000170099;1607;26.725;7900;max
497716;8EMAAS008000155099;1552;9.2;0;min
500889;RJZHAS012000120099;1628;35.71;0;min
496548;ILI1AS0460000660X9;1550;7.645;0;min
500774;AAC3AA0040000210X9;1563;13.425;0;min
501372;ZMREAS008000160099;1527;13.68;1900;media
496778;YUCBAA009000153099;1620;11.745;1900;media
500918;DDC1AA0120000860X9;1615;14.985;8000;max
496733;ZICHAS018000145099;1575;16.46;0;min
497694;LQC1AA006000066099;1666;18.135;0;min
500479;LQC1AA006000066099;1598;22.21;2100;media
498651;RJZ1AS010000080099;1552;14.07;8100;max
498500;WOMAAS008000150099;1593;9.115;1900;media
497032;EWZBAA006000120099;1619;0;2000;media
500684;JYCHAS0180000960X9;1648;20.33;0;min
496913;VJQ1AA000150015099;1601;12.095;0;min
502040;TGCHAA008000086099;1601;12.86;0;min
497079;PLZ1AS000150105099;1538;13.015;0;min
496448;JYCBAS0160001060X9;1596;18.21;0;min
498565;YSCBAA010000170099;1620;20.97;0;min
498902;CSCDAA005000036099;1612;19.85;2000;media
497454;FVZ1AA000150064099;1551;8.47;0;min
500360;24JDAA000100010099;1587;9.095;2000;media
498819;GXCCAS016000145099;1624;14.185;2000;media
502539;WOMAAS008000150099;1589;13.425;2000;media
497709;9GJKAS003000120099;1585;3.6;0;min
497704;24JDAA000100010099;1541;9.635;0;min
498184;VJQ1AA000150015099;1570;9.86;0;min
496693;GJBAAS013000100099;1628;17.815;0;min
501028;MBA2AA000150010099;1551;10.27;2000;media
496867;RJZHAS014000130099;1628;15.77;0;min
497010;DDCHAA0090000360X9;1608;14.155;8100;max
497632;EWZBAA006000120099;1623;12.755;2100;media
497281;9GJKAS003000120099;1536;3.62;0;min
496635;ZJA2AA0040000210X9;1588;10.905;0;min
498904;CSCDAA005000036099;1591;14.1;2100;media
496927;24JDAA000100010099;1612;11.795;0;min
501108;VJQ1AA000150015099;1613;11.815;0;min
502252;RJZ1AS010000040099;1641;16.195;8000;max
497182;DDCHAA0090000360X9;1589;13.39;0;min
497174;AAC2AA0090000460X9;1587;16.155;0;min
497183;24JDAA000100010099;1636;20.24;2000;media
500937;9GJKAS003000120099;1576;4.915;0;min
496667;YUCBAA007000153099;1617;12.645;0;min
500614;9GJKAS003000120099;1627;4.845;0;min
501904;YWMEAS007000125099;1630;7.2;2100;media
500978;DDC1AA0160000360X9;1590;8.805;0;min
496807;TGCHAA008000086099;1631;9.295;0;min
498646;ILI1AS0460000660X9;1614;11.565;0;min
496767;DDC1AA0120000860X9;1638;24.035;2000;media
498432;WOMAAS008000150099;1563;10.065;0;min
496677;ILICAS0460000660X9;1579;12.305;0;min
498801;GXCCAS016000145099;1630;18.745;2100;media
498203;24JDAA000100010099;1609;14.675;2000;media
496756;BKIBAA006000030099;1567;10.39;2000;media
501637;AAC3AA0040000210X9;1676;28.33;2000;media
501448;24JDAA000100010099;1689;15.535;2100;media
496688;MBA2AA000150010099;1650;10.475;8000;max
497748;KHCEAA0160000560X9;1661;15.95;2000;media
498400;MBA2AA000150010099;1655;21.59;2000;media
500758;YUCBAA007000153099;1586;12.125;2000;media
500474;TGCDAA008000061099;1610;16.24;1900;media
496909;AAC2AA0090000460X9;1551;10.74;0;min
500457;9GJKAS003000120099;1586;5.325;0;min
502123;VJQ1AA000150015099;1603;9.5;7900;max
501404;KVCFAS018000085099;1551;14.225;0;min
500902;ZMREAS008000160099;1531;8.615;0;min
502702;WOMAAS008000150099;1572;10.9;2100;media
502514;WOMAAS008000150099;1610;13.395;0;min
502164;DCC1AS006000110099;1591;7.065;0;min
498571;DDCHAA0090000360X9;1631;11.02;0;min
497480;YPCCAS009000190099;1610;14.41;0;min
501105;21Q1AA000100010099;1589;13.015;0;min
502878;WOMAAS008000150099;1577;17.16;2000;media
497346;GWBCAA008000086099;1634;16.56;0;min
497689;WOMAAS008000150099;1614;11.095;2100;media
498358;AACDAA0110001510X9;1627;17.6;2100;media
497951;GFBKAS013000135099;1673;8.535;0;min
496490;KCCBAS007000120099;1587;9.59;1900;media
496856;MBA2AA000150010099;1602;11.805;7900;max
498774;WOMAAS008000150099;1700;7.72;0;min
500574;VNBCAA012000180099;1587;10.085;1900;media
496583;GXCBAS016000145099;1554;21.705;1900;media
496579;KHCEAA0160000360X9;1643;17.005;0;min
497043;VJQ1AA000150015099;1639;12.585;0;min
500615;9GJKAS003000120099;1609;3.805;0;min
500676;RJZHAS014000130099;1573;15.76;8000;max
497384;24JDAA000100010099;1605;13.29;0;min
496877;ZMREAS008000160099;1586;10.16;0;min
502109;WBCAAS010000200099;1562;12.74;2000;media
498239;WOMAAS008000150099;1616;10.725;0;min
501759;MBA2AA000150010099;1583;8.06;2100;media
500616;9GJKAS003000120099;1662;5.26;0;min
500352;24JDAA000100010099;1619;8.715;0;min
497263;AUCCAS0240001550X9;1606;14.95;2100;media
498492;VCBCAA007000177099;1595;10.8;2000;media
498147;9GJKAS003000120099;1562;6.08;2000;media
496952;ZMREAS008000160099;1617;8.625;2100;media
502442;QECDAA0090000360X9;1611;11.615;2100;media
498494;VCBCAA007000177099;1646;12.7;2000;media
501124;GXCHAS016000145099;1604;4.24;0;min
500905;ZMREAS008000160099;1608;11.245;0;min
501298;EWZBAA006000120099;1587;28.7;0;min
501499;PLZ1AS000150105099;1541;13.5;0;min
498887;DDC1AA0160000360X9;1555;15.575;8000;max
497536;WOMAAS008000150099;1609;6.94;0;min
501945;VJQ1AA000150015099;1561;15.57;0;min
501965;TNZ2AA000180056099;1590;17.72;7900;max
500631;MBA2AA000150010099;1578;11.785;0;min
496852;VCBCAA007000177099;1660;6.355;0;min
498324;DGC2AA003000021099;1592;17.835;0;min
498351;ZSMAAS008000157099;1594;13.095;0;min
500842;9GJKAS003000120099;1590;3.06;0;min
500415;VJQ1AA000150015099;1594;14.583;0;min
498447;WOMAAS008000150099;1579;15.45;2000;media
502382;AAC2AA0090000460X9;1630;15.715;0;min
498639;WOMAAS008000150099;1594;12.54;0;min
498075;WOMAAS008000150099;1560;7.51;0;min
500793;LQC1AA006000066099;1538;11.755;0;min
497115;VJQ1AA000150015099;1621;12.75;0;min
502767;TBCDAS0070002000X9;1571;10.75;2100;media
498666;RJZ1AS010000040099;1584;13.925;8100;max
496986;84D1AS000150050099;1574;10.795;0;min
501047;30Z2AA000200026099;1583;15.025;0;min
498671;ZSMAAS008000157099;1622;14.94;1900;media
498708;AAC2AA0120000420X9;1527;9.25;8100;max
498040;KCCBAS007000120099;1625;21.09;1900;media
498193;WOMAAS008000150099;1631;14.83;2100;media
496776;YUCBAA007000153099;1607;14.59;2100;media
500561;DDCHAA0090000360X9;1579;22.115;7900;max
498339;ZSMAAS008000157099;1584;7.35;2100;media
496470;MBA2AA000150010099;1581;10.66;7900;max
496953;ZMREAS008000160099;1575;11.215;0;min
502790;MBA2AA000150010099;1695;10.61;1900;media
496879;ZMREAS008000160099;1653;17.565;0;min
500771;9GJKAS003000120099;1579;3.605;0;min
502038;TGCHAA008000086099;1573;11.84;0;min
500639;JYCHAS0160001060X9;1548;10.22;7900;max
501102;DDC1AA0120000860X9;1604;13.935;0;min
501178;QECDAA0090000360X9;1585;7.81;2000;media
502515;24JDAA000100010099;1566;10.2;0;min
497125;QECDAA0090000360X9;1615;14.205;2100;media
496528;81CDAS010000156099;1636;12.7;2000;media
497047;VJQ1AA000150015099;1697;12.25;1900;media
500476;TGCDAA008000061099;1616;14.2;1900;media
