"NUM_CORR_ACI";"COD_LOCAL_EVENTO_ACI";"NUM_TRAT_ACO_PAN";"MES";"AL_CAS";"GRAU";"TRAT";"S_MAX";"family"
"1829";591182;"OB2";1;201310;304;"AA";"C1";10;"AA-C1-10"
"1834";591235;"OB2";1;201310;184;"AA";"C1";10;"AA-C1-10"
"1837";591278;"OB2";1;201310;250;"AA";"C1";10;"AA-C1-10"
"1851";591754;"OB2";1;201311;682;"AA";"C1";10;"AA-C1-10"
"1852";591759;"OB2";1;201311;138;"AA";"C1";10;"AA-C1-10"
"1858";592018;"OB2";2;201311;112;"AA";"C1";10;"AA-C1-10"
"1875";592208;"OB2";1;201312;621;"AA";"C1";10;"AA-C1-10"
"1877";592259;"OB2";1;201312;106;"AA";"C1";10;"AA-C1-10"
"1880";592331;"OB2";1;201312;300;"AA";"C1";10;"AA-C1-10"
"1881";592336;"OB1";1;201312;403;"AA";"C1";10;"AA-C1-10"
"1888";592545;"OB2";1;201312;130;"AA";"C1";10;"AA-C1-10"
"1891";592745;"OB1";1;201312;315;"AA";"C1";10;"AA-C1-10"
"1901";593072;"OB2";1;201401;65;"AA";"C1";10;"AA-C1-10"
"1907";593281;"OB2";1;201401;400;"AA";"C1";10;"AA-C1-10"
"1910";593342;"OB1";1;201401;340;"AA";"C1";10;"AA-C1-10"
"1914";593393;"OB1";1;201401;153;"AA";"C1";10;"AA-C1-10"
"1919";593426;"OB2";1;201401;316;"AA";"C1";10;"AA-C1-10"
"1920";593442;"OB2";1;201401;171;"AA";"C1";10;"AA-C1-10"
"1921";593508;"OB2";1;201402;611;"AA";"C1";10;"AA-C1-10"
"1923";593536;"OB1";1;201402;226;"AA";"C1";10;"AA-C1-10"
"1933";593806;"OB2";1;201402;242;"AA";"C1";10;"AA-C1-10"
"1942";593946;"OB2";1;201402;230;"AA";"C1";10;"AA-C1-10"
"1944";594042;"OB1";2;201403;529;"AA";"C1";10;"AA-C1-10"
"1948";594189;"OB2";1;201403;336;"AA";"C1";10;"AA-C1-10"
"1951";594236;"OB2";1;201403;443;"AA";"C1";10;"AA-C1-10"
"1958";594396;"OB2";1;201403;293;"AA";"C1";10;"AA-C1-10"
"1963";594492;"OB1";1;201403;431;"AA";"C1";10;"AA-C1-10"
"1967";594571;"OB2";1;201403;350;"AA";"C1";10;"AA-C1-10"
"1974";594682;"OB1";1;201403;140;"AA";"C1";10;"AA-C1-10"
"1981";594879;"OB2";1;201404;513;"AA";"C1";10;"AA-C1-10"
"1986";594962;"OB1";1;201404;123;"AA";"C1";10;"AA-C1-10"
"1988";595041;"OB2";1;201404;301;"AA";"C1";10;"AA-C1-10"
"1994";595185;"OB1";1;201404;295;"AA";"C1";10;"AA-C1-10"
"2001";595446;"OB1";1;201405;206;"AA";"C1";10;"AA-C1-10"
"2002";595452;"OB2";1;201405;189;"AA";"C1";10;"AA-C1-10"
"2009";595600;"OB2";1;201405;101;"AA";"C1";10;"AA-C1-10"
"2013";595709;"OB1";1;201405;159;"AA";"C1";10;"AA-C1-10"
"2026";596013;"OB2";1;201405;778;"AA";"C1";10;"AA-C1-10"
"2032";596184;"OB2";1;201406;286;"AA";"C1";10;"AA-C1-10"
"2034";596200;"OB2";1;201406;146;"AA";"C1";10;"AA-C1-10"
"2043";596439;"OB1";1;201406;124;"AA";"C1";10;"AA-C1-10"
"2044";596441;"OB2";1;201406;132;"AA";"C1";10;"AA-C1-10"
"2053";596632;"OB1";1;201406;445;"AA";"C1";10;"AA-C1-10"
"2054";596633;"OB2";1;201406;734;"AA";"C1";10;"AA-C1-10"
"2060";596849;"OB2";1;201407;707;"AA";"C1";10;"AA-C1-10"
"2061";596883;"OB1";1;201407;206;"AA";"C1";10;"AA-C1-10"
"2069";597005;"OB1";1;201407;599;"AA";"C1";10;"AA-C1-10"
"2077";597230;"OB2";1;201407;114;"AA";"C1";10;"AA-C1-10"
"2078";597249;"OB1";1;201407;205;"AA";"C1";10;"AA-C1-10"
"2080";597329;"OB2";1;201407;254;"AA";"C1";10;"AA-C1-10"
"2093";597590;"OB1";1;201408;44;"AA";"C1";10;"AA-C1-10"
"2103";597814;"OB1";1;201408;382;"AA";"C1";10;"AA-C1-10"
"2106";597869;"OB1";1;201408;75;"AA";"C1";10;"AA-C1-10"
"2114";597983;"OB1";1;201408;164;"AA";"C1";10;"AA-C1-10"
"2115";597984;"OB1";1;201408;0;"AA";"C1";10;"AA-C1-10"
"2124";486362;"OB1";1;201309;296;"AA";"C1";10;"AA-C1-10"
"2129";486492;"OB1";1;201309;314;"AA";"C1";10;"AA-C1-10"
"2131";486523;"OB1";1;201309;543;"AA";"C1";10;"AA-C1-10"
"2132";486524;"OB2";1;201309;180;"AA";"C1";10;"AA-C1-10"
"2136";486604;"OB2";1;201309;559;"AA";"C1";10;"AA-C1-10"
"2142";486718;"OB2";1;201309;389;"AA";"C1";10;"AA-C1-10"
"2151";486778;"OB1";1;201309;570;"AA";"C1";10;"AA-C1-10"
"2170";487430;"OB1";1;201310;301;"AA";"C1";10;"AA-C1-10"
"2187";488126;"OB2";1;201311;330;"AA";"C1";10;"AA-C1-10"
"2198";488475;"OB2";1;201312;176;"AA";"C1";10;"AA-C1-10"
"2200";488492;"OB2";1;201312;166;"AA";"C1";10;"AA-C1-10"
"2202";488695;"OB1";1;201312;539;"AA";"C1";10;"AA-C1-10"
"2203";488696;"OB2";1;201312;180;"AA";"C1";10;"AA-C1-10"
"2204";488699;"OB2";1;201312;207;"AA";"C1";10;"AA-C1-10"
"2205";488701;"OB2";1;201312;555;"AA";"C1";10;"AA-C1-10"
"2206";488725;"OB1";1;201312;241;"AA";"C1";10;"AA-C1-10"
"2207";488736;"OB2";1;201312;327;"AA";"C1";10;"AA-C1-10"
"2209";488798;"OB1";2;201312;336;"AA";"C1";10;"AA-C1-10"
"2219";488931;"OB2";1;201401;448;"AA";"C1";10;"AA-C1-10"
"2222";489007;"OB1";1;201401;539;"AA";"C1";10;"AA-C1-10"
"2223";489031;"OB1";1;201401;742;"AA";"C1";10;"AA-C1-10"
"2227";489098;"OB1";1;201401;302;"AA";"C1";10;"AA-C1-10"
"2230";489158;"OB2";1;201401;69;"AA";"C1";10;"AA-C1-10"
"2231";489161;"OB1";1;201401;274;"AA";"C1";10;"AA-C1-10"
"2236";489382;"OB1";1;201401;554;"AA";"C1";10;"AA-C1-10"
"2243";489561;"OB1";1;201401;210;"AA";"C1";10;"AA-C1-10"
"2249";489818;"OB2";1;201402;493;"AA";"C1";10;"AA-C1-10"
"2250";489820;"OB2";1;201402;536;"AA";"C1";10;"AA-C1-10"
"2251";489862;"OB2";2;201402;458;"AA";"C1";10;"AA-C1-10"
"2254";489929;"OB2";1;201402;664;"AA";"C1";10;"AA-C1-10"
"2260";490052;"OB2";1;201402;24;"AA";"C1";10;"AA-C1-10"
"2261";490053;"OB1";1;201402;100;"AA";"C1";10;"AA-C1-10"
"2267";490182;"OB1";1;201402;88;"AA";"C1";10;"AA-C1-10"
"2283";490728;"OB2";1;201403;178;"AA";"C1";10;"AA-C1-10"
"2296";490983;"OB1";1;201403;321;"AA";"C1";10;"AA-C1-10"
"2305";491109;"OB1";1;201404;253;"AA";"C1";10;"AA-C1-10"
"2308";491146;"OB2";1;201404;299;"AA";"C1";10;"AA-C1-10"
"2309";491148;"OB1";1;201404;299;"AA";"C1";10;"AA-C1-10"
"2321";491554;"OB1";1;201404;388;"AA";"C1";10;"AA-C1-10"
"2324";491670;"OB2";1;201404;793;"AA";"C1";10;"AA-C1-10"
"2329";491847;"OB1";1;201405;142;"AA";"C1";10;"AA-C1-10"
"2330";491850;"OB1";1;201405;419;"AA";"C1";10;"AA-C1-10"
"2332";491920;"OB1";1;201405;451;"AA";"C1";10;"AA-C1-10"
"2341";492317;"OB1";1;201405;442;"AA";"C1";10;"AA-C1-10"
"2366";492755;"OB2";1;201406;798;"AA";"C1";10;"AA-C1-10"
"2367";492772;"OB2";1;201406;612;"AA";"C1";10;"AA-C1-10"
"2373";492882;"OB2";2;201407;522;"AA";"C1";10;"AA-C1-10"
"2380";493021;"OB1";1;201407;95;"AA";"C1";10;"AA-C1-10"
"2381";493026;"OB1";1;201407;399;"AA";"C1";10;"AA-C1-10"
"2387";493138;"OB1";1;201407;176;"AA";"C1";10;"AA-C1-10"
"2391";493172;"OB2";1;201407;416;"AA";"C1";10;"AA-C1-10"
"2400";493340;"OB1";1;201407;62;"AA";"C1";10;"AA-C1-10"
"2406";493525;"OB1";1;201408;168;"AA";"C1";10;"AA-C1-10"
"2413";493656;"OB1";1;201408;652;"AA";"C1";10;"AA-C1-10"
"2423";493905;"OB1";1;201408;293;"AA";"C1";10;"AA-C1-10"
"2429";494041;"OB1";1;201408;164;"AA";"C1";10;"AA-C1-10"
"2440";590297;"OB1";1;201309;100;"AA";"C1";10;"AA-C1-10"
"2445";590384;"OB2";1;201309;546;"AA";"C1";10;"AA-C1-10"
"2446";590390;"OB2";1;201309;386;"AA";"C1";10;"AA-C1-10"
"2451";590613;"OB1";1;201309;306;"AA";"C1";10;"AA-C1-10"
"2455";590754;"OB1";1;201310;596;"AA";"C1";10;"AA-C1-10"
"2456";590761;"OB2";1;201310;643;"AA";"C1";10;"AA-C1-10"
"2460";590837;"OB1";2;201310;463;"AA";"C1";10;"AA-C1-10"
"2467";591065;"OB2";1;201310;164;"AA";"C1";10;"AA-C1-10"
"2469";591123;"OB2";1;201310;125;"AA";"C1";10;"AA-C1-10"
"2471";591230;"OB1";1;201310;95;"AA";"C1";10;"AA-C1-10"
"2480";591371;"OB2";1;201310;452;"AA";"C1";10;"AA-C1-10"
"2491";591728;"OB1";1;201311;184;"AA";"C1";10;"AA-C1-10"
"2495";591919;"OB2";1;201311;224;"AA";"C1";10;"AA-C1-10"
"2496";591977;"OB1";1;201311;179;"AA";"C1";10;"AA-C1-10"
"2498";592023;"OB2";1;201311;306;"AA";"C1";10;"AA-C1-10"
"2499";592024;"OB1";1;201311;565;"AA";"C1";10;"AA-C1-10"
"2501";592084;"OB2";1;201311;252;"AA";"C1";10;"AA-C1-10"
"2503";592108;"OB2";1;201311;181;"AA";"C1";10;"AA-C1-10"
"2509";592174;"OB1";1;201312;269;"AA";"C1";10;"AA-C1-10"
"2511";592207;"OB1";1;201312;505;"AA";"C1";10;"AA-C1-10"
"2514";592258;"OB2";1;201312;302;"AA";"C1";10;"AA-C1-10"
"2515";592267;"OB2";1;201312;293;"AA";"C1";10;"AA-C1-10"
"2516";592338;"OB2";1;201312;126;"AA";"C1";10;"AA-C1-10"
"2517";592432;"OB2";1;201312;579;"AA";"C1";10;"AA-C1-10"
"2518";592433;"OB1";1;201312;453;"AA";"C1";10;"AA-C1-10"
"2524";592592;"OB1";1;201312;684;"AA";"C1";10;"AA-C1-10"
"2526";592748;"OB1";1;201312;161;"AA";"C1";10;"AA-C1-10"
"2535";593001;"OB2";1;201401;453;"AA";"C1";10;"AA-C1-10"
"2536";593002;"OB1";NA;201401;0;"AA";"C1";10;"AA-C1-10"
"2539";593067;"OB1";1;201401;151;"AA";"C1";10;"AA-C1-10"
"2540";593105;"OB2";1;201401;0;"AA";"C1";10;"AA-C1-10"
"2548";593309;"OB2";1;201401;417;"AA";"C1";10;"AA-C1-10"
"2550";593391;"OB1";2;201401;317;"AA";"C1";10;"AA-C1-10"
"2551";593391;"OB1";NA;201401;0;"AA";"C1";10;"AA-C1-10"
"2552";593392;"OB2";1;201401;386;"AA";"C1";10;"AA-C1-10"
"2553";593429;"OB2";1;201401;470;"AA";"C1";10;"AA-C1-10"
"2556";593445;"OB2";1;201401;121;"AA";"C1";10;"AA-C1-10"
"2557";593452;"OB1";1;201401;205;"AA";"C1";10;"AA-C1-10"
"2567";593657;"OB2";1;201402;641;"AA";"C1";10;"AA-C1-10"
"2568";593688;"OB1";1;201402;436;"AA";"C1";10;"AA-C1-10"
"2588";593994;"OB1";1;201402;560;"AA";"C1";10;"AA-C1-10"
"2592";594154;"OB2";1;201403;525;"AA";"C1";10;"AA-C1-10"
"2596";594281;"OB2";1;201403;424;"AA";"C1";10;"AA-C1-10"
"2616";594677;"OB2";1;201403;520;"AA";"C1";10;"AA-C1-10"
"2617";594680;"OB2";1;201403;206;"AA";"C1";10;"AA-C1-10"
"2631";594926;"OB2";1;201404;261;"AA";"C1";10;"AA-C1-10"
"2656";595484;"OB1";1;201405;154;"AA";"C1";10;"AA-C1-10"
"2658";595606;"OB2";1;201405;192;"AA";"C1";10;"AA-C1-10"
"2664";595640;"OB1";1;201405;732;"AA";"C1";10;"AA-C1-10"
"2665";595668;"OB1";1;201405;283;"AA";"C1";10;"AA-C1-10"
"2666";595674;"OB1";1;201405;106;"AA";"C1";10;"AA-C1-10"
"2670";595946;"OB1";1;201405;588;"AA";"C1";10;"AA-C1-10"
"2673";596027;"OB2";1;201405;208;"AA";"C1";10;"AA-C1-10"
"2678";596116;"OB1";1;201406;109;"AA";"C1";10;"AA-C1-10"
"2680";596185;"OB1";1;201406;548;"AA";"C1";10;"AA-C1-10"
"2689";596290;"OB1";1;201406;224;"AA";"C1";10;"AA-C1-10"
"2698";596416;"OB1";1;201406;546;"AA";"C1";10;"AA-C1-10"
"2699";596433;"OB1";1;201406;351;"AA";"C1";10;"AA-C1-10"
"2714";596792;"OB1";1;201407;339;"AA";"C1";10;"AA-C1-10"
"2716";596807;"OB1";1;201407;355;"AA";"C1";10;"AA-C1-10"
"2717";596809;"OB1";1;201407;178;"AA";"C1";10;"AA-C1-10"
"2720";596839;"OB2";1;201407;279;"AA";"C1";10;"AA-C1-10"
"2721";596850;"OB1";1;201407;452;"AA";"C1";10;"AA-C1-10"
"2726";597003;"OB1";1;201407;523;"AA";"C1";10;"AA-C1-10"
"2738";597228;"OB2";1;201407;403;"AA";"C1";10;"AA-C1-10"
"2748";597490;"OB1";1;201408;457;"AA";"C1";10;"AA-C1-10"
"2749";597494;"OB1";1;201408;396;"AA";"C1";10;"AA-C1-10"
"2750";597517;"OB2";1;201408;145;"AA";"C1";10;"AA-C1-10"
"2755";597586;"OB2";1;201408;287;"AA";"C1";10;"AA-C1-10"
"2757";597613;"OB1";1;201408;556;"AA";"C1";10;"AA-C1-10"
"2759";597642;"OB1";1;201408;370;"AA";"C1";10;"AA-C1-10"
"2767";597815;"OB1";1;201408;140;"AA";"C1";10;"AA-C1-10"
"2785";486247;"OB2";1;201309;62;"AA";"C1";10;"AA-C1-10"
"2795";486606;"OB2";1;201309;147;"AA";"C1";10;"AA-C1-10"
"2796";486609;"OB1";1;201309;158;"AA";"C1";10;"AA-C1-10"
"2799";486696;"OB1";1;201309;139;"AA";"C1";10;"AA-C1-10"
"2807";486931;"OB2";1;201309;358;"AA";"C1";10;"AA-C1-10"
"2808";486933;"OB1";1;201309;285;"AA";"C1";10;"AA-C1-10"
"2823";487162;"OB1";1;201310;360;"AA";"C1";10;"AA-C1-10"
"2832";487422;"OB2";1;201310;353;"AA";"C1";10;"AA-C1-10"
"2837";487617;"OB1";1;201310;216;"AA";"C1";10;"AA-C1-10"
"2841";487765;"OB2";1;201311;344;"AA";"C1";10;"AA-C1-10"
"2842";487817;"OB2";NA;201311;0;"AA";"C1";10;"AA-C1-10"
"2853";488048;"OB2";1;201311;141;"AA";"C1";10;"AA-C1-10"
"2859";488293;"OB1";1;201311;80;"AA";"C1";10;"AA-C1-10"
"2864";488341;"OB1";1;201311;303;"AA";"C1";10;"AA-C1-10"
"2874";488473;"OB2";1;201312;570;"AA";"C1";10;"AA-C1-10"
"2876";488509;"OB1";1;201312;191;"AA";"C1";10;"AA-C1-10"
"2877";488512;"OB2";1;201312;274;"AA";"C1";10;"AA-C1-10"
"2878";488530;"OB2";1;201312;25;"AA";"C1";10;"AA-C1-10"
"2879";488531;"OB1";1;201312;35;"AA";"C1";10;"AA-C1-10"
"2880";488564;"OB1";1;201312;294;"AA";"C1";10;"AA-C1-10"
"2881";488572;"OB1";1;201312;157;"AA";"C1";10;"AA-C1-10"
"2882";488575;"OB2";1;201312;333;"AA";"C1";10;"AA-C1-10"
"2891";488928;"OB1";1;201401;444;"AA";"C1";10;"AA-C1-10"
"2892";488929;"OB2";1;201401;602;"AA";"C1";10;"AA-C1-10"
"2893";488930;"OB2";1;201401;330;"AA";"C1";10;"AA-C1-10"
"2894";488953;"OB1";1;201401;463;"AA";"C1";10;"AA-C1-10"
"2895";488955;"OB1";1;201401;260;"AA";"C1";10;"AA-C1-10"
"2900";489057;"OB1";1;201401;240;"AA";"C1";10;"AA-C1-10"
"2902";489100;"OB1";1;201401;276;"AA";"C1";10;"AA-C1-10"
"2910";489157;"OB1";1;201401;270;"AA";"C1";10;"AA-C1-10"
"2911";489162;"OB1";1;201401;489;"AA";"C1";10;"AA-C1-10"
"2919";489346;"OB2";1;201401;527;"AA";"C1";10;"AA-C1-10"
"2924";489377;"OB1";NA;201401;0;"AA";"C1";10;"AA-C1-10"
"2930";489560;"OB2";1;201401;101;"AA";"C1";10;"AA-C1-10"
"2951";490160;"OB2";1;201402;342;"AA";"C1";10;"AA-C1-10"
"2952";490187;"OB2";1;201402;415;"AA";"C1";10;"AA-C1-10"
"2960";490370;"OB1";1;201402;363;"AA";"C1";10;"AA-C1-10"
"2961";490394;"OB1";1;201403;182;"AA";"C1";10;"AA-C1-10"
"2962";490402;"OB1";1;201403;327;"AA";"C1";10;"AA-C1-10"
"2966";490488;"OB2";1;201403;216;"AA";"C1";10;"AA-C1-10"
"2967";490539;"OB2";1;201403;649;"AA";"C1";10;"AA-C1-10"
"2972";490638;"OB2";1;201403;362;"AA";"C1";10;"AA-C1-10"
"2985";490773;"OB1";1;201403;357;"AA";"C1";10;"AA-C1-10"
"3000";491098;"OB1";2;201404;308;"AA";"C1";10;"AA-C1-10"
"3002";491145;"OB2";1;201404;299;"AA";"C1";10;"AA-C1-10"
"3007";491230;"OB2";1;201404;381;"AA";"C1";10;"AA-C1-10"
"3008";491256;"OB2";1;201404;271;"AA";"C1";10;"AA-C1-10"
"3013";491346;"OB2";1;201404;408;"AA";"C1";10;"AA-C1-10"
"3014";491349;"OB2";1;201404;511;"AA";"C1";10;"AA-C1-10"
"3032";491726;"OB2";1;201405;270;"AA";"C1";10;"AA-C1-10"
"3042";491918;"OB2";1;201405;246;"AA";"C1";10;"AA-C1-10"
"3043";491922;"OB1";1;201405;50;"AA";"C1";10;"AA-C1-10"
"3047";491963;"OB2";1;201405;112;"AA";"C1";10;"AA-C1-10"
"3058";492130;"OB2";1;201405;202;"AA";"C1";10;"AA-C1-10"
"3064";492221;"OB1";1;201405;807;"AA";"C1";10;"AA-C1-10"
"3068";492298;"OB1";1;201405;624;"AA";"C1";10;"AA-C1-10"
"3069";492362;"OB1";1;201405;278;"AA";"C1";10;"AA-C1-10"
"3076";492575;"OB2";NA;201406;0;"AA";"C1";10;"AA-C1-10"
"3085";492721;"OB2";1;201406;224;"AA";"C1";10;"AA-C1-10"
"3087";492795;"OB2";1;201406;284;"AA";"C1";10;"AA-C1-10"
"3091";492880;"OB2";1;201407;327;"AA";"C1";10;"AA-C1-10"
"3115";493484;"OB2";1;201408;94;"AA";"C1";10;"AA-C1-10"
"3116";493485;"OB1";1;201408;112;"AA";"C1";10;"AA-C1-10"
"3117";493508;"OB2";1;201408;195;"AA";"C1";10;"AA-C1-10"
"3118";493527;"OB1";1;201408;287;"AA";"C1";10;"AA-C1-10"
"3122";493571;"OB2";1;201408;315;"AA";"C1";10;"AA-C1-10"
"3126";493624;"OB2";1;201408;594;"AA";"C1";10;"AA-C1-10"
"3140";493838;"OB2";1;201408;302;"AA";"C1";10;"AA-C1-10"
"3148";493995;"OB1";1;201408;628;"AA";"C1";10;"AA-C1-10"
"3149";493999;"OB1";NA;201408;0;"AA";"C1";10;"AA-C1-10"
"3165";590261;"OB1";1;201309;456;"AA";"C1";10;"AA-C1-10"
"3173";590396;"OB1";1;201309;166;"AA";"C1";10;"AA-C1-10"
"3178";590502;"OB2";1;201309;475;"AA";"C1";10;"AA-C1-10"
"3182";590550;"OB2";1;201309;593;"AA";"C1";10;"AA-C1-10"
"3188";590755;"OB2";1;201310;651;"AA";"C1";10;"AA-C1-10"
"3189";590759;"OB2";1;201310;656;"AA";"C1";10;"AA-C1-10"
"3191";590838;"OB1";1;201310;574;"AA";"C1";10;"AA-C1-10"
"3196";591062;"OB1";1;201310;299;"AA";"C1";10;"AA-C1-10"
"3197";591121;"OB2";1;201310;205;"AA";"C1";10;"AA-C1-10"
"3199";591129;"OB1";1;201310;305;"AA";"C1";10;"AA-C1-10"
"3200";591131;"OB1";1;201310;406;"AA";"C1";10;"AA-C1-10"
"3203";591153;"OB1";2;201310;133;"AA";"C1";10;"AA-C1-10"
"3208";591234;"OB2";1;201310;200;"AA";"C1";10;"AA-C1-10"
"3209";591244;"OB2";1;201310;114;"AA";"C1";10;"AA-C1-10"
"3218";591653;"OB2";1;201311;211;"AA";"C1";10;"AA-C1-10"
"3224";592018;"OB2";1;201311;556;"AA";"C1";10;"AA-C1-10"
"3227";592086;"OB1";1;201311;206;"AA";"C1";10;"AA-C1-10"
"3230";592172;"OB1";1;201312;293;"AA";"C1";10;"AA-C1-10"
"3236";592251;"OB2";1;201312;183;"AA";"C1";10;"AA-C1-10"
"3237";592264;"OB1";1;201312;267;"AA";"C1";10;"AA-C1-10"
"3238";592285;"OB2";1;201312;503;"AA";"C1";10;"AA-C1-10"
"3240";592321;"OB1";1;201312;191;"AA";"C1";10;"AA-C1-10"
"3242";592434;"OB2";1;201312;519;"AA";"C1";10;"AA-C1-10"
"3247";592479;"OB1";1;201312;305;"AA";"C1";10;"AA-C1-10"
"3255";592774;"OB1";1;201312;273;"AA";"C1";10;"AA-C1-10"
"3256";592775;"OB2";1;201312;554;"AA";"C1";10;"AA-C1-10"
"3262";592952;"OB1";1;201401;403;"AA";"C1";10;"AA-C1-10"
"3264";593019;"OB2";1;201401;757;"AA";"C1";10;"AA-C1-10"
"3266";593060;"OB1";1;201401;139;"AA";"C1";10;"AA-C1-10"
"3267";593065;"OB1";1;201401;581;"AA";"C1";10;"AA-C1-10"
"3273";593158;"OB1";1;201401;251;"AA";"C1";10;"AA-C1-10"
"3288";593539;"OB2";1;201402;209;"AA";"C1";10;"AA-C1-10"
"3299";593691;"OB2";1;201402;246;"AA";"C1";10;"AA-C1-10"
"3303";593805;"OB1";1;201402;266;"AA";"C1";10;"AA-C1-10"
"3307";593914;"OB1";1;201402;368;"AA";"C1";10;"AA-C1-10"
"3308";593923;"OB2";1;201402;0;"AA";"C1";10;"AA-C1-10"
"3309";593988;"OB2";1;201402;318;"AA";"C1";10;"AA-C1-10"
"3310";593989;"OB1";1;201402;38;"AA";"C1";10;"AA-C1-10"
"3338";594698;"OB1";1;201403;320;"AA";"C1";10;"AA-C1-10"
"3347";594884;"OB1";1;201404;454;"AA";"C1";10;"AA-C1-10"
"3348";594885;"OB1";1;201404;562;"AA";"C1";10;"AA-C1-10"
"3351";594942;"OB1";1;201404;239;"AA";"C1";10;"AA-C1-10"
"3354";595004;"OB1";1;201404;146;"AA";"C1";10;"AA-C1-10"
"3355";595006;"OB1";1;201404;102;"AA";"C1";10;"AA-C1-10"
"3367";595172;"OB2";1;201404;144;"AA";"C1";10;"AA-C1-10"
"3368";595187;"OB1";1;201404;281;"AA";"C1";10;"AA-C1-10"
"3369";595189;"OB1";1;201404;610;"AA";"C1";10;"AA-C1-10"
"3370";595194;"OB2";1;201404;199;"AA";"C1";10;"AA-C1-10"
"3375";595307;"OB2";1;201404;497;"AA";"C1";10;"AA-C1-10"
"3376";595309;"OB1";1;201404;605;"AA";"C1";10;"AA-C1-10"
"3385";595597;"OB2";1;201405;144;"AA";"C1";10;"AA-C1-10"
"3386";595628;"OB2";1;201405;113;"AA";"C1";10;"AA-C1-10"
"3394";595805;"OB2";1;201405;68;"AA";"C1";10;"AA-C1-10"
"3418";596156;"OB2";1;201406;641;"AA";"C1";10;"AA-C1-10"
"3423";596286;"OB1";1;201406;427;"AA";"C1";10;"AA-C1-10"
"3424";596287;"OB2";1;201406;376;"AA";"C1";10;"AA-C1-10"
"3425";596289;"OB1";1;201406;118;"AA";"C1";10;"AA-C1-10"
"3428";596364;"OB1";1;201406;781;"AA";"C1";10;"AA-C1-10"
"3434";596403;"OB1";1;201406;477;"AA";"C1";10;"AA-C1-10"
"3441";596641;"OB1";1;201406;376;"AA";"C1";10;"AA-C1-10"
"3442";596671;"OB1";1;201406;438;"AA";"C1";10;"AA-C1-10"
"3447";596881;"OB2";1;201407;222;"AA";"C1";10;"AA-C1-10"
"3451";597004;"OB1";1;201407;230;"AA";"C1";10;"AA-C1-10"
"3452";597004;"OB2";2;201407;554;"AA";"C1";10;"AA-C1-10"
"3458";597073;"OB2";1;201407;626;"AA";"C1";10;"AA-C1-10"
"3480";597584;"OB1";1;201408;326;"AA";"C1";10;"AA-C1-10"
"3481";597585;"OB1";1;201408;44;"AA";"C1";10;"AA-C1-10"
"3482";597587;"OB1";1;201408;615;"AA";"C1";10;"AA-C1-10"
"3483";597614;"OB2";1;201408;428;"AA";"C1";10;"AA-C1-10"
"3485";597643;"OB2";1;201408;264;"AA";"C1";10;"AA-C1-10"
"3490";597742;"OB2";1;201408;388;"AA";"C1";10;"AA-C1-10"
"3491";597743;"OB1";1;201408;288;"AA";"C1";10;"AA-C1-10"
"3492";597745;"OB2";1;201408;331;"AA";"C1";10;"AA-C1-10"
"3497";597867;"OB2";1;201408;376;"AA";"C1";10;"AA-C1-10"
"3509";598007;"OB2";1;201408;345;"AA";"C1";10;"AA-C1-10"
"3520";486375;"OB1";2;201309;590;"AA";"C1";10;"AA-C1-10"
"3529";486588;"OB2";1;201309;300;"AA";"C1";10;"AA-C1-10"
"3531";486605;"OB1";1;201309;246;"AA";"C1";10;"AA-C1-10"
"3532";486607;"OB2";1;201309;133;"AA";"C1";10;"AA-C1-10"
"3533";486637;"OB1";1;201309;367;"AA";"C1";10;"AA-C1-10"
"3534";486642;"OB1";1;201309;138;"AA";"C1";10;"AA-C1-10"
"3540";486769;"OB2";1;201309;118;"AA";"C1";10;"AA-C1-10"
"3552";487048;"OB1";1;201310;583;"AA";"C1";10;"AA-C1-10"
"3563";487324;"OB2";1;201310;415;"AA";"C1";10;"AA-C1-10"
"3564";487337;"OB1";1;201310;565;"AA";"C1";10;"AA-C1-10"
"3565";487338;"OB2";1;201310;481;"AA";"C1";10;"AA-C1-10"
"3566";487347;"OB1";1;201310;396;"AA";"C1";10;"AA-C1-10"
"3568";487378;"OB2";1;201310;412;"AA";"C1";10;"AA-C1-10"
"3573";487431;"OB1";1;201310;605;"AA";"C1";10;"AA-C1-10"
"3574";487432;"OB1";2;201310;465;"AA";"C1";10;"AA-C1-10"
"3585";487762;"OB1";1;201311;278;"AA";"C1";10;"AA-C1-10"
"3590";487976;"OB2";1;201311;268;"AA";"C1";10;"AA-C1-10"
"3592";488048;"OB2";2;201311;268;"AA";"C1";10;"AA-C1-10"
"3593";488079;"OB1";1;201311;346;"AA";"C1";10;"AA-C1-10"
"3597";488291;"OB2";1;201311;713;"AA";"C1";10;"AA-C1-10"
"3603";488447;"OB1";1;201312;260;"AA";"C1";10;"AA-C1-10"
"3604";488472;"OB1";1;201312;434;"AA";"C1";10;"AA-C1-10"
"3605";488474;"OB2";1;201312;169;"AA";"C1";10;"AA-C1-10"
"3606";488500;"OB2";1;201312;187;"AA";"C1";10;"AA-C1-10"
"3608";488518;"OB2";1;201312;45;"AA";"C1";10;"AA-C1-10"
"3609";488519;"OB2";1;201312;411;"AA";"C1";10;"AA-C1-10"
"3610";488527;"OB2";1;201312;61;"AA";"C1";10;"AA-C1-10"
"3611";488569;"OB2";1;201312;105;"AA";"C1";10;"AA-C1-10"
