"PANELA","CAMP","VIDA_PAN_ACO","DR"
"14.140","201403","20",0.00
"14.140","201403","21",0.00
"14.140","201403","22",0.00
"14.140","201403","23",0.00
"14.140","201403","24",0.00
"14.140","201403","24",0.00
"14.140","201403","26",0.00
"14.140","201403","27",0.00
"14.140","201403","28",0.00
"14.140","201403","29",0.00
"14.140","201403","30",0.00
"14.140","201403","31",0.00
"14.140","201403","32",0.00
"14.140","201403","33",0.00
"14.140","201403","34",0.00
"14.140","201403","35",0.00
"14.140","201403","36",0.00
"14.140","201403","37",0.00
"14.140","201403","38",0.00
"14.140","201403","39",0.00
"14.140","201403","40",0.00
"14.140","201403","41",0.00
"14.140","201403","42",0.00
"14.140","201403","43",0.00
"14.140","201403","44",0.00
"14.140","201403","45",0.00
"14.140","201403","46",0.00
"14.140","201403","47",0.00
"14.140","201403","48",0.00
"14.140","201403","49",0.00
"14.140","201403","50",0.00
"14.140","201403","51",0.00
"14.140","201403","52",0.00
"14.140","201403","53",0.00
"14.140","201403","54",0.00
"14.140","201403","55",0.00
"14.140","201403","56",0.00
"14.140","201403","57",0.00
"14.140","201403","58",0.00
"14.140","201403","59",0.00
"14.140","201403","60",0.00
"14.140","201403","61",0.00
"14.140","201403","62",0.00
"14.140","201403","63",0.00
"14.140","201403","64",0.00
"14.140","201403","65",0.00
"14.140","201403","66",0.00
"14.140","201403","67",0.00
"14.140","201403","68",0.00
"14.140","201403","69",0.00
"14.140","201403","70",0.00
"14.140","201403","71",0.00
"14.140","201403","72",0.00
"14.140","201403","73",0.00
"14.140","201403","74",0.00
"14.140","201403","75",0.00
"14.140","201403","76",0.00
"14.140","201403","77",0.00
"14.140","201403","78",0.00
"14.140","201403","79",0.00
"14.140","201403","80",0.00
"14.140","201403","81",0.00
"14.140","201403","82",0.00
"14.140","201403","83",0.00
"14.140","201403","84",0.00
"14.140","201403","85",0.00
"14.140","201403","86",0.00
"14.140","201403","87",0.00
"14.140","201403","88",0.00
"14.140","201403","89",0.00
"14.140","201403","90",0.00
"14.140","201403","91",0.00
"14.140","201403","92",0.00
"14.140","201403","93",0.00
"14.140","201403","94",0.00
"14.140","201403","95",0.00
"14.140","201403","96",0.00
"14.140","201403","97",0.00
"14.140","201403","98",0.00
"14.140","201403","99",0.00
"14.140","201403","100",0.00
"14.140","201403","101",0.00
"14.140","201403","102",0.00
"14.140","201403","103",0.00
"14.140","201403","104",0.00
"14.140","201403","105",0.00
"14.140","201403","106",0.00
"14.140","201403","107",0.00
"14.140","201403","108",0.00
"14.140","201403","109",0.00
"14.140","201403","110",0.00
"14.140","201403","111",0.00
"14.140","201403","112",0.00
"14.140","201403","113",0.00
"14.140","201403","114",0.00
"14.140","201403","115",0.00
"14.140","201403","116",0.00
"14.140","201403","117",0.00
"14.140","201403","118",0.00
"14.140","201403","119",0.00
"15.148","201403","1",0.00
"15.148","201403","2",0.00
"15.148","201403","3",0.00
"15.148","201403","4",0.00
"15.148","201403","5",0.00
"15.148","201403","6",0.00
"15.148","201403","7",0.00
"15.148","201403","8",0.00
"15.148","201403","9",0.00
"15.148","201403","10",0.00
"15.148","201403","11",0.00
"15.148","201403","12",0.00
"15.148","201403","13",0.00
"15.148","201403","14",0.00
"15.148","201403","15",0.00
"15.148","201403","16",0.00
"15.148","201403","17",0.00
"15.148","201403","18",0.00
"15.148","201403","19",0.00
"15.148","201403","20",0.00
"15.148","201403","21",0.00
"15.148","201403","22",0.00
"15.148","201403","23",0.00
"15.148","201403","24",0.00
"15.148","201403","25",0.00
"15.148","201403","26",0.00
"15.148","201403","27",0.00
"15.148","201403","28",0.00
"15.148","201403","29",0.00
"15.148","201403","30",0.00
"15.148","201403","31",0.00
"15.148","201403","32",0.00
"15.148","201403","33",0.00
"15.148","201403","34",0.00
"15.148","201403","35",0.00
"15.148","201403","36",0.00
"15.148","201403","37",0.00
"15.148","201403","38",0.00
"15.148","201403","39",0.00
"15.148","201403","40",0.00
"15.148","201403","41",0.00
"15.148","201403","42",0.00
"15.148","201403","43",0.00
"15.148","201403","44",0.00
"15.148","201403","45",0.00
"15.148","201403","46",0.00
"15.148","201403","47",0.00
"15.148","201403","48",0.00
"15.148","201403","49",0.00
"15.148","201403","50",0.00
"15.148","201403","51",0.00
"15.148","201403","52",0.00
"15.148","201403","53",0.00
"15.148","201403","54",0.00
"15.148","201403","55",0.00
"15.148","201403","56",0.00
"15.148","201403","57",0.00
"15.148","201403","58",0.00
"15.148","201403","59",0.00
"15.148","201403","60",0.00
"15.148","201403","61",0.00
"15.148","201403","62",0.00
"15.148","201403","63",0.00
"15.148","201403","64",0.00
"15.148","201403","65",0.00
"15.148","201403","66",0.00
"15.148","201403","67",0.00
"15.148","201403","68",0.00
"15.148","201403","69",0.00
"15.148","201403","70",0.00
"15.148","201403","71",0.00
"15.148","201403","72",0.00
"15.148","201403","73",0.00
"15.148","201403","74",0.00
"15.148","201403","75",0.00
"15.148","201403","76",0.00
"15.148","201403","77",0.00
"15.148","201403","78",0.00
"15.148","201403","79",0.00
"15.148","201403","80",0.00
"15.148","201403","81",0.00
"15.148","201403","82",0.00
"15.148","201403","83",0.00
"15.148","201403","84",0.00
"15.148","201403","85",0.00
"15.148","201403","86",0.00
"15.148","201403","87",0.00
"15.148","201403","88",0.00
"15.148","201403","89",0.00
"15.148","201403","90",0.00
"15.148","201403","91",0.00
"15.148","201403","92",0.00
"15.148","201403","93",0.00
"15.148","201403","94",0.00
"15.148","201403","95",0.00
"17.143","201403","1",1.00
"17.143","201403","2",1.00
"17.143","201403","3",1.00
"17.143","201403","4",0.00
"17.143","201403","5",1.00
"17.143","201403","6",0.00
"17.143","201403","7",0.00
"17.143","201403","8",0.00
"17.143","201403","9",0.00
"17.143","201403","10",0.00
"17.143","201403","11",1.00
"17.143","201403","12",1.00
"17.143","201403","13",0.00
"17.143","201403","14",0.00
"17.143","201403","15",0.00
"17.143","201403","16",0.00
"17.143","201403","17",1.00
"17.143","201403","18",0.00
"17.143","201403","19",0.00
"17.143","201403","20",0.00
"17.143","201403","21",0.00
"17.143","201403","22",0.00
"17.143","201403","23",0.00
"17.143","201403","24",1.00
"17.143","201403","25",0.00
"17.143","201403","26",0.00
"17.143","201403","27",0.00
"17.143","201403","28",1.00
"17.143","201403","29",0.00
"17.143","201403","30",0.00
"17.143","201403","31",1.00
"17.143","201403","32",0.00
"17.143","201403","33",0.00
"17.143","201403","34",0.00
"17.143","201403","35",0.00
"17.143","201403","36",1.00
"17.143","201403","37",1.00
"17.143","201403","38",0.00
"17.143","201403","39",0.00
"17.143","201403","40",1.00
"17.143","201403","41",0.00
"17.143","201403","42",1.00
"17.143","201403","43",0.00
"17.143","201403","44",0.00
"17.143","201403","45",0.00
"17.143","201403","46",0.00
"17.143","201403","47",0.00
"17.143","201403","48",0.00
"17.143","201403","49",0.00
"17.143","201403","50",0.00
"17.143","201403","51",0.00
"17.143","201403","52",0.00
"17.143","201403","53",0.00
"17.143","201403","54",0.00
"17.143","201403","55",0.00
"17.143","201403","56",0.00
"17.143","201403","57",0.00
"17.143","201403","58",0.00
"17.143","201403","59",0.00
"17.143","201403","60",0.00
"17.143","201403","61",1.00
"17.143","201403","62",0.00
"17.143","201403","63",0.00
"17.143","201403","64",1.00
"17.143","201403","65",1.00
"17.143","201403","66",0.00
"17.143","201403","67",0.00
"17.143","201403","68",0.00
"17.143","201403","69",0.00
"17.143","201403","70",0.00
"17.143","201403","71",1.00
"17.143","201403","72",0.00
"17.143","201403","73",0.00
"17.143","201403","74",0.00
"17.143","201403","75",0.00
"17.143","201403","76",0.00
"17.143","201403","77",0.00
"17.143","201403","78",0.00
"17.143","201403","79",0.00
"17.143","201403","80",0.00
"17.143","201403","81",0.00
"17.143","201403","82",0.00
"17.143","201403","83",0.00
"17.143","201403","84",0.00
"17.143","201403","85",0.00
"17.143","201403","86",0.00
"17.143","201403","87",0.00
"17.143","201403","88",0.00
"17.143","201403","89",0.00
"17.143","201403","90",0.00
"17.143","201403","91",1.00
"17.143","201403","92",0.00
"17.143","201403","93",0.00
"17.143","201403","94",0.00
"17.143","201403","95",0.00
"17.143","201403","96",0.00
"17.143","201403","97",1.00
"17.143","201403","98",0.00
"17.143","201403","99",0.00
"17.143","201403","100",0.00
"22.72","201403","1",0.00
"22.72","201403","2",0.00
"22.72","201403","3",0.00
"22.72","201403","4",0.00
"22.72","201403","5",0.00
"22.72","201403","6",1.00
"22.72","201403","7",0.00
"22.72","201403","8",0.00
"22.72","201403","9",1.00
"22.72","201403","10",0.00
"22.72","201403","11",0.00
"22.72","201403","12",0.00
"22.72","201403","13",0.00
"22.72","201403","14",0.00
"22.72","201403","15",0.00
"22.72","201403","16",0.00
"22.72","201403","17",0.00
"22.72","201403","18",0.00
"22.72","201403","19",0.00
"22.72","201403","20",0.00
"22.72","201403","21",0.00
"22.72","201403","22",0.00
"22.72","201403","23",0.00
"22.72","201403","24",0.00
"22.72","201403","25",0.00
"22.72","201403","26",0.00
"22.72","201403","27",0.00
"22.72","201403","28",0.00
"22.72","201403","29",0.00
"22.72","201403","30",0.00
"22.72","201403","31",0.00
"22.72","201403","32",0.00
"22.72","201403","33",0.00
"22.72","201403","34",0.00
"22.72","201403","35",0.00
"22.72","201403","36",0.00
"22.72","201403","37",0.00
"22.72","201403","38",0.00
"22.72","201403","39",0.00
"22.72","201403","40",0.00
"22.72","201403","41",0.00
"22.72","201403","42",0.00
"22.72","201403","43",0.00
"22.72","201403","44",0.00
"22.72","201403","45",0.00
"22.72","201403","46",0.00
"22.72","201403","47",0.00
"22.72","201403","48",1.00
"22.72","201403","49",1.00
"22.72","201403","50",0.00
"22.72","201403","51",1.00
"22.72","201403","52",0.00
"22.72","201403","53",0.00
"22.72","201403","54",0.00
"22.72","201403","55",0.00
"22.72","201403","56",0.00
"22.72","201403","57",0.00
"22.72","201403","58",0.00
"22.72","201403","59",0.00
"22.72","201403","60",0.00
"22.72","201403","61",0.00
"22.72","201403","62",0.00
"22.72","201403","63",0.00
"22.72","201403","64",0.00
"22.72","201403","65",0.00
"22.72","201403","66",0.00
"22.72","201403","67",0.00
"22.72","201403","68",1.00
"22.72","201403","69",0.00
"22.72","201403","70",0.00
"22.72","201403","71",0.00
"22.72","201403","72",1.00
"22.72","201403","73",1.00
"22.72","201403","74",0.00
"22.72","201403","75",0.00
"22.72","201403","76",0.00
"22.72","201403","77",0.00
"22.72","201403","78",0.00
"22.72","201403","79",0.00
"22.72","201403","80",0.00
"22.72","201403","81",0.00
"22.72","201403","82",0.00
"22.72","201403","83",0.00
"22.72","201403","84",0.00
"22.72","201403","85",0.00
"22.72","201403","86",0.00
"22.72","201403","87",0.00
"22.72","201403","88",0.00
"22.72","201403","89",0.00
"22.72","201403","90",0.00
"22.72","201403","91",0.00
"22.72","201403","92",0.00
"22.72","201403","93",0.00
"22.72","201403","94",0.00
"22.72","201403","95",0.00
"22.72","201403","96",0.00
"22.72","201403","97",0.00
"22.72","201403","98",0.00
"22.72","201403","99",0.00
"22.72","201403","100",0.00
"22.72","201403","101",0.00
"22.72","201403","102",0.00
"22.72","201403","103",1.00
"22.72","201403","104",0.00
"22.72","201403","105",0.00
"22.72","201403","106",0.00
"22.72","201403","107",0.00
"22.72","201403","108",1.00
"22.72","201403","109",0.00
"22.72","201403","110",1.00
"22.72","201403","111",0.00
"22.72","201403","112",0.00
"22.72","201403","113",0.00
"22.72","201403","114",0.00
"22.72","201403","115",0.00
"4.151","201403","1",0.00
"4.151","201403","2",0.00
"4.151","201403","3",0.00
"4.151","201403","4",0.00
"4.151","201403","5",0.00
"4.151","201403","6",0.00
"4.151","201403","7",0.00
"4.151","201403","8",0.00
"4.151","201403","9",0.00
"4.151","201403","10",0.00
"4.151","201403","11",0.00
"4.151","201403","12",0.00
"4.151","201403","13",0.00
"4.151","201403","14",0.00
"4.151","201403","15",0.00
"4.151","201403","16",0.00
"4.151","201403","17",0.00
"4.151","201403","18",0.00
"4.151","201403","19",0.00
"4.151","201403","20",0.00
"4.151","201403","21",0.00
"4.151","201403","22",0.00
"4.151","201403","23",0.00
"4.151","201403","24",0.00
"4.151","201403","25",0.00
"4.151","201403","26",0.00
"4.151","201403","27",0.00
"4.151","201403","28",0.00
"4.151","201403","29",0.00
"4.151","201403","30",0.00
"4.151","201403","31",0.00
"4.151","201403","32",0.00
"4.151","201403","33",0.00
"4.151","201403","34",0.00
"4.151","201403","35",0.00
"4.151","201403","36",0.00
"4.151","201403","37",0.00
"4.151","201403","38",0.00
"4.151","201403","39",0.00
"4.151","201403","40",0.00
"4.151","201403","41",0.00
"4.151","201403","42",0.00
"4.151","201403","43",0.00
"4.151","201403","44",0.00
"4.151","201403","45",0.00
"4.151","201403","46",0.00
"4.151","201403","47",0.00
"4.151","201403","48",0.00
"4.151","201403","49",0.00
"4.151","201403","50",0.00
"4.151","201403","51",0.00
"4.151","201403","52",0.00
"4.151","201403","53",0.00
"4.151","201403","54",0.00
"4.151","201403","55",0.00
"4.151","201403","56",0.00
"4.151","201403","57",0.00
"4.151","201403","58",0.00
"4.151","201403","59",0.00
"4.151","201403","60",0.00
"4.151","201403","61",0.00
"4.151","201403","62",0.00
"4.151","201403","63",0.00
"4.151","201403","64",0.00
"4.151","201403","65",0.00
"4.151","201403","66",0.00
"4.151","201403","67",0.00
"4.151","201403","68",0.00
"4.151","201403","69",0.00
"4.151","201403","70",0.00
"4.151","201403","71",0.00
"4.151","201403","72",0.00
"4.151","201403","73",0.00
"4.151","201403","74",0.00
"4.151","201403","75",0.00
"4.151","201403","76",0.00
"4.151","201403","77",0.00
"4.151","201403","78",0.00
"4.151","201403","79",0.00
"4.151","201403","80",0.00
"4.151","201403","81",0.00
"4.151","201403","82",0.00
"4.151","201403","83",0.00
"4.151","201403","84",0.00
"4.151","201403","85",0.00
"4.151","201403","86",0.00
"4.151","201403","87",0.00
"4.151","201403","88",0.00
"4.151","201403","89",0.00
"4.151","201403","90",0.00
"4.151","201403","91",0.00
"4.151","201403","92",0.00
"4.151","201403","93",0.00
"4.151","201403","94",0.00
"4.151","201403","95",0.00
"4.151","201403","96",0.00
"4.151","201403","97",0.00
"4.151","201403","98",0.00
"4.151","201403","99",0.00
"4.151","201403","100",0.00
"4.151","201403","101",0.00
"4.151","201403","102",0.00
"4.151","201403","103",0.00
"4.151","201403","104",0.00
"4.151","201403","105",0.00
"4.151","201403","106",0.00
"4.151","201403","107",0.00
"4.151","201403","108",0.00
"4.151","201403","109",0.00
"4.151","201403","110",0.00
"4.151","201403","111",0.00
"4.151","201403","112",0.00
"4.151","201403","113",0.00
"4.151","201403","114",0.00
"5.129","201403","1",0.00
"5.129","201403","2",0.00
"5.129","201403","3",0.00
"5.129","201403","4",0.00
"5.129","201403","5",0.00
"5.129","201403","6",0.00
"5.129","201403","7",0.00
"5.129","201403","8",0.00
"5.129","201403","9",0.00
"5.129","201403","10",0.00
"5.129","201403","11",0.00
"5.129","201403","12",1.00
"5.129","201403","13",0.00
"5.129","201403","14",1.00
"5.129","201403","15",0.00
"5.129","201403","16",0.00
"5.129","201403","17",0.00
"5.129","201403","18",0.00
"5.129","201403","19",0.00
"5.129","201403","20",1.00
"5.129","201403","21",1.00
"5.129","201403","22",1.00
"5.129","201403","23",0.00
"5.129","201403","24",0.00
"5.129","201403","25",0.00
"5.129","201403","26",0.00
"5.129","201403","27",0.00
"5.129","201403","28",0.00
"5.129","201403","29",0.00
"5.129","201403","30",0.00
"5.129","201403","31",1.00
"5.129","201403","32",0.00
"5.129","201403","33",0.00
"5.129","201403","34",0.00
"5.129","201403","35",0.00
"5.129","201403","36",0.00
"5.129","201403","37",0.00
"5.129","201403","38",0.00
"5.129","201403","39",0.00
"5.129","201403","40",0.00
"5.129","201403","41",0.00
"5.129","201403","42",1.00
"5.129","201403","43",0.00
"5.129","201403","44",0.00
"5.129","201403","45",0.00
"5.129","201403","46",0.00
"5.129","201403","47",0.00
"5.129","201403","48",0.00
"5.129","201403","49",1.00
"5.129","201403","50",0.00
"5.129","201403","51",1.00
"5.129","201403","52",0.00
"5.129","201403","53",0.00
"5.129","201403","54",0.00
"5.129","201403","55",0.00
"5.129","201403","56",0.00
"5.129","201403","57",0.00
"5.129","201403","58",0.00
"5.129","201403","59",0.00
"5.129","201403","60",0.00
"5.129","201403","61",0.00
"5.129","201403","62",0.00
"5.129","201403","63",1.00
"5.129","201403","64",0.00
"5.129","201403","65",0.00
"5.129","201403","66",0.00
"5.129","201403","67",0.00
"5.129","201403","68",0.00
"5.129","201403","69",1.00
"5.129","201403","70",0.00
"5.129","201403","71",0.00
"5.129","201403","72",1.00
"5.129","201403","73",1.00
"5.129","201403","74",1.00
"5.129","201403","75",0.00
"5.129","201403","76",0.00
"5.129","201403","77",0.00
"5.129","201403","78",0.00
"5.129","201403","79",0.00
"5.129","201403","80",0.00
"5.129","201403","81",0.00
"5.129","201403","82",0.00
"5.129","201403","83",0.00
"5.129","201403","84",0.00
"5.129","201403","85",0.00
"5.129","201403","86",0.00
"5.129","201403","87",1.00
"5.129","201403","88",0.00
"5.129","201403","89",1.00
"5.129","201403","90",0.00
"5.129","201403","91",0.00
"5.129","201403","92",0.00
"5.129","201403","93",0.00
"5.129","201403","94",1.00
"5.129","201403","95",1.00
"5.129","201403","96",0.00
"5.129","201403","97",0.00
"5.129","201403","98",1.00
"5.129","201403","99",0.00
"5.129","201403","100",0.00
"5.129","201403","101",0.00
"5.129","201403","102",0.00
"5.129","201403","103",0.00
"5.129","201403","104",0.00
"5.129","201403","105",0.00
"5.129","201403","106",0.00
"5.129","201403","107",1.00
"5.129","201403","108",0.00
"5.129","201403","109",0.00
"5.129","201403","110",0.00
"5.129","201403","111",0.00
"5.129","201403","112",0.00
"5.129","201403","113",0.00
"5.129","201403","114",0.00
"5.129","201403","115",1.00
"6.145","201403","1",0.00
"6.145","201403","2",0.00
"6.145","201403","3",0.00
"6.145","201403","4",0.00
"6.145","201403","5",0.00
"6.145","201403","6",0.00
"6.145","201403","7",1.00
"6.145","201403","8",1.00
"6.145","201403","9",0.00
"6.145","201403","10",0.00
"6.145","201403","11",1.00
"6.145","201403","12",1.00
"6.145","201403","13",1.00
"6.145","201403","14",1.00
"6.145","201403","15",1.00
"6.145","201403","16",0.00
"6.145","201403","17",0.00
"6.145","201403","18",0.00
"6.145","201403","19",0.00
"6.145","201403","20",1.00
"6.145","201403","21",0.00
"6.145","201403","22",0.00
"6.145","201403","23",0.00
"6.145","201403","24",0.00
"6.145","201403","25",0.00
"6.145","201403","26",0.00
"6.145","201403","27",0.00
"6.145","201403","28",0.00
"6.145","201403","29",0.00
"6.145","201403","30",0.00
"6.145","201403","31",0.00
"6.145","201403","32",0.00
"6.145","201403","33",0.00
"6.145","201403","34",0.00
"6.145","201403","35",0.00
"6.145","201403","36",0.00
"6.145","201403","37",0.00
"6.145","201403","38",0.00
"6.145","201403","39",1.00
"6.145","201403","40",0.00
"6.145","201403","41",0.00
"6.145","201403","42",0.00
"6.145","201403","43",0.00
"6.145","201403","44",0.00
"6.145","201403","45",0.00
"6.145","201403","46",0.00
"6.145","201403","47",0.00
"6.145","201403","48",0.00
"6.145","201403","49",0.00
"6.145","201403","50",0.00
"6.145","201403","51",0.00
"6.145","201403","52",0.00
"6.145","201403","53",0.00
"6.145","201403","54",0.00
"6.145","201403","55",0.00
"6.145","201403","56",0.00
"6.145","201403","57",0.00
"6.145","201403","58",0.00
"6.145","201403","59",0.00
"6.145","201403","60",0.00
"6.145","201403","61",0.00
"6.145","201403","62",0.00
"6.145","201403","63",0.00
"6.145","201403","64",1.00
"6.145","201403","65",0.00
"6.145","201403","66",0.00
"6.145","201403","67",0.00
"6.145","201403","68",0.00
"6.145","201403","69",0.00
"6.145","201403","70",1.00
"6.145","201403","71",0.00
"6.145","201403","72",0.00
"6.145","201403","73",0.00
"6.145","201403","74",0.00
"6.145","201403","75",0.00
"6.145","201403","76",0.00
"6.145","201403","77",0.00
"6.145","201403","78",0.00
"6.145","201403","79",0.00
"6.145","201403","80",0.00
"6.145","201403","81",0.00
"6.145","201403","82",0.00
"6.145","201403","83",1.00
"6.145","201403","84",0.00
"6.145","201403","85",0.00
"6.145","201403","86",0.00
"6.145","201403","87",0.00
"6.145","201403","88",0.00
"6.145","201403","89",0.00
"6.145","201403","90",0.00
"6.145","201403","91",0.00
"6.145","201403","92",0.00
"6.145","201403","93",0.00
"6.145","201403","94",0.00
"6.145","201403","95",1.00
"6.145","201403","96",0.00
"6.145","201403","97",0.00
"6.145","201403","98",0.00
"6.145","201403","99",0.00
"6.145","201403","100",0.00
"6.145","201403","101",0.00
"6.145","201403","102",0.00
"6.145","201403","103",1.00
"8.128","201403","1",0.00
"8.128","201403","2",0.00
"8.128","201403","3",1.00
"8.128","201403","4",0.00
"8.128","201403","5",0.00
"8.128","201403","6",0.00
"8.128","201403","7",0.00
"8.128","201403","8",0.00
"8.128","201403","9",0.00
"8.128","201403","10",0.00
"8.128","201403","11",0.00
"8.128","201403","12",0.00
"8.128","201403","13",1.00
"8.128","201403","14",0.00
"8.128","201403","15",0.00
"8.128","201403","16",0.00
"8.128","201403","17",0.00
"8.128","201403","18",0.00
"8.128","201403","19",0.00
"8.128","201403","20",0.00
"8.128","201403","21",0.00
"8.128","201403","22",0.00
"8.128","201403","23",0.00
"8.128","201403","24",0.00
"8.128","201403","25",0.00
"8.128","201403","26",1.00
"8.128","201403","27",0.00
"8.128","201403","28",0.00
"8.128","201403","29",0.00
"8.128","201403","30",1.00
"8.128","201403","31",0.00
"8.128","201403","32",0.00
"8.128","201403","33",0.00
"8.128","201403","34",0.00
"8.128","201403","35",0.00
"8.128","201403","36",1.00
"8.128","201403","37",0.00
"8.128","201403","38",0.00
"8.128","201403","39",0.00
"8.128","201403","40",0.00
"8.128","201403","41",0.00
"8.128","201403","42",0.00
"8.128","201403","43",0.00
"8.128","201403","44",0.00
"8.128","201403","45",0.00
"8.128","201403","46",0.00
"8.128","201403","47",0.00
"8.128","201403","48",0.00
"8.128","201403","49",0.00
"8.128","201403","50",0.00
"8.128","201403","51",0.00
"8.128","201403","52",1.00
"8.128","201403","53",1.00
"8.128","201403","54",0.00
"8.128","201403","55",0.00
"8.128","201403","56",0.00
"8.128","201403","57",0.00
"8.128","201403","58",0.00
"8.128","201403","59",1.00
"8.128","201403","60",0.00
"8.128","201403","61",0.00
"8.128","201403","62",0.00
"8.128","201403","63",0.00
"8.128","201403","64",0.00
"8.128","201403","65",0.00
"8.128","201403","66",0.00
"8.128","201403","67",0.00
"8.128","201403","68",0.00
"8.128","201403","69",0.00
"8.128","201403","70",1.00
"8.128","201403","71",0.00
"8.128","201403","72",0.00
"8.128","201403","73",0.00
"8.128","201403","74",0.00
"8.128","201403","75",0.00
"8.128","201403","76",0.00
"8.128","201403","77",1.00
"8.128","201403","78",0.00
"8.128","201403","79",0.00
"8.128","201403","80",1.00
"8.128","201403","81",1.00
"8.128","201403","82",1.00
"8.128","201403","83",1.00
"8.128","201403","84",0.00
"8.128","201403","85",0.00
"8.128","201403","86",0.00
"8.128","201403","87",0.00
"8.128","201403","88",0.00
"8.128","201403","89",0.00
"8.128","201403","90",0.00
"8.128","201403","91",0.00
"8.128","201403","92",0.00
"8.128","201403","93",0.00
"8.128","201403","94",0.00
"8.128","201403","95",0.00
"8.128","201403","96",0.00
"8.128","201403","97",0.00
"8.128","201403","98",0.00
"8.128","201403","99",0.00
"8.128","201403","100",0.00
"8.128","201403","101",0.00
"8.128","201403","102",0.00
"8.128","201403","103",0.00
"8.128","201403","104",0.00
"8.128","201403","105",0.00
"8.128","201403","106",0.00
"8.128","201403","107",0.00
"8.128","201403","108",0.00
"8.128","201403","109",0.00
"8.128","201403","110",0.00
"8.128","201403","111",1.00
"8.128","201403","112",1.00
"8.128","201403","113",1.00
"9.144","201403","1",0.00
"9.144","201403","2",1.00
"9.144","201403","3",0.00
"9.144","201403","4",0.00
"9.144","201403","5",0.00
"9.144","201403","6",0.00
"9.144","201403","7",0.00
"9.144","201403","8",0.00
"9.144","201403","9",0.00
"9.144","201403","10",0.00
"9.144","201403","11",0.00
"9.144","201403","12",0.00
"9.144","201403","13",0.00
"9.144","201403","14",0.00
"9.144","201403","15",0.00
"9.144","201403","16",1.00
"9.144","201403","17",0.00
"9.144","201403","18",0.00
"9.144","201403","19",0.00
"9.144","201403","20",0.00
"9.144","201403","21",0.00
"9.144","201403","22",0.00
"9.144","201403","23",1.00
"9.144","201403","24",1.00
"9.144","201403","25",1.00
"9.144","201403","26",1.00
"9.144","201403","27",1.00
"9.144","201403","28",0.00
"9.144","201403","29",0.00
"9.144","201403","30",0.00
"9.144","201403","31",0.00
"9.144","201403","32",0.00
"9.144","201403","33",0.00
"9.144","201403","34",0.00
"9.144","201403","35",0.00
"9.144","201403","36",0.00
"9.144","201403","37",1.00
"9.144","201403","38",0.00
"9.144","201403","39",0.00
"9.144","201403","40",0.00
"9.144","201403","41",0.00
"9.144","201403","42",0.00
"9.144","201403","43",0.00
"9.144","201403","44",0.00
"9.144","201403","45",0.00
"9.144","201403","46",0.00
"9.144","201403","47",0.00
"9.144","201403","48",0.00
"9.144","201403","49",0.00
"9.144","201403","50",0.00
"9.144","201403","51",1.00
"9.144","201403","52",0.00
"9.144","201403","53",0.00
"9.144","201403","54",0.00
"9.144","201403","55",0.00
"9.144","201403","56",0.00
"9.144","201403","57",1.00
"9.144","201403","58",0.00
"9.144","201403","59",0.00
"9.144","201403","60",0.00
"9.144","201403","61",0.00
"9.144","201403","62",0.00
"9.144","201403","63",0.00
"9.144","201403","64",1.00
"9.144","201403","65",0.00
"9.144","201403","66",0.00
"9.144","201403","67",0.00
"9.144","201403","68",0.00
"9.144","201403","69",0.00
"9.144","201403","70",0.00
"9.144","201403","71",0.00
"9.144","201403","72",0.00
"9.144","201403","73",0.00
"9.144","201403","74",0.00
"9.144","201403","75",0.00
"9.144","201403","76",0.00
"9.144","201403","77",0.00
"9.144","201403","78",0.00
"9.144","201403","79",0.00
"9.144","201403","80",0.00
"9.144","201403","81",0.00
"9.144","201403","82",0.00
"9.144","201403","83",0.00
"9.144","201403","84",0.00
"9.144","201403","85",0.00
"9.144","201403","86",0.00
"9.144","201403","87",0.00
"9.144","201403","88",0.00
"9.144","201403","89",0.00
"9.144","201403","90",0.00
"9.144","201403","91",0.00
"9.144","201403","92",0.00
"9.144","201403","93",0.00
"9.144","201403","94",0.00
"9.144","201403","95",0.00
"9.144","201403","96",0.00
"9.144","201403","97",0.00
"9.144","201403","98",0.00
"9.144","201403","99",0.00
"9.144","201403","100",0.00
"9.144","201403","101",0.00
"9.144","201403","102",0.00
"9.144","201403","103",1.00
"9.144","201403","104",0.00
"9.144","201403","105",0.00
"9.144","201403","106",0.00
"9.144","201403","107",0.00
"9.144","201403","108",0.00
"9.144","201403","109",0.00
"9.144","201403","110",0.00
"9.144","201403","111",0.00
"9.144","201403","112",0.00
"9.144","201403","113",0.00
"9.144","201403","114",0.00
"9.144","201403","115",0.00
"10.143","201404","1",0.00
"10.143","201404","2",0.00
"10.143","201404","3",0.00
"10.143","201404","4",0.00
"10.143","201404","5",0.00
"10.143","201404","6",0.00
"10.143","201404","7",0.00
"10.143","201404","8",0.00
"10.143","201404","9",0.00
"10.143","201404","10",0.00
"10.143","201404","11",0.00
"10.143","201404","12",0.00
"10.143","201404","13",0.00
"10.143","201404","14",0.00
"10.143","201404","15",0.00
"10.143","201404","16",0.00
"10.143","201404","17",0.00
"10.143","201404","18",1.00
"10.143","201404","19",1.00
"10.143","201404","20",0.00
"10.143","201404","21",0.00
"10.143","201404","22",0.00
"10.143","201404","23",1.00
"10.143","201404","24",1.00
"10.143","201404","25",1.00
"10.143","201404","26",1.00
"10.143","201404","27",0.00
"10.143","201404","28",0.00
