"PANELA","CAMP","VIDA_PAN_ACO","DR"
"3.143","201404","85",1.00
"3.143","201404","86",0.00
"3.143","201404","87",0.00
"3.143","201404","88",1.00
"3.143","201404","89",0.00
"3.143","201404","90",0.00
"3.143","201404","91",0.00
"3.143","201404","92",0.00
"3.143","201404","93",0.00
"3.143","201404","94",1.00
"3.143","201404","95",0.00
"3.143","201404","96",0.00
"3.143","201404","97",0.00
"3.143","201404","98",0.00
"3.143","201404","99",1.00
"3.143","201404","100",1.00
"3.143","201404","101",0.00
"3.143","201404","102",0.00
"3.143","201404","103",1.00
"3.143","201404","104",0.00
"3.143","201404","105",0.00
"3.143","201404","106",0.00
"3.143","201404","107",0.00
"3.143","201404","108",0.00
"3.143","201404","109",0.00
"3.143","201404","110",0.00
"3.143","201404","111",0.00
"3.143","201404","112",0.00
"3.143","201404","113",0.00
"3.143","201404","114",0.00
"3.143","201404","115",0.00
"5.130","201404","1",0.00
"5.130","201404","2",0.00
"5.130","201404","3",0.00
"5.130","201404","4",0.00
"5.130","201404","5",0.00
"5.130","201404","6",0.00
"5.130","201404","7",0.00
"5.130","201404","8",0.00
"5.130","201404","9",0.00
"5.130","201404","10",0.00
"5.130","201404","11",0.00
"5.130","201404","12",1.00
"5.130","201404","13",0.00
"5.130","201404","14",0.00
"5.130","201404","15",0.00
"5.130","201404","16",0.00
"5.130","201404","17",0.00
"5.130","201404","18",0.00
"5.130","201404","19",0.00
"5.130","201404","20",0.00
"5.130","201404","21",0.00
"5.130","201404","22",0.00
"5.130","201404","23",0.00
"5.130","201404","24",0.00
"5.130","201404","25",0.00
"5.130","201404","26",0.00
"5.130","201404","27",0.00
"5.130","201404","28",0.00
"5.130","201404","29",0.00
"5.130","201404","30",0.00
"5.130","201404","31",0.00
"5.130","201404","32",0.00
"5.130","201404","33",0.00
"5.130","201404","34",0.00
"5.130","201404","35",0.00
"5.130","201404","36",0.00
"5.130","201404","37",0.00
"5.130","201404","38",0.00
"5.130","201404","39",0.00
"5.130","201404","40",0.00
"5.130","201404","41",0.00
"5.130","201404","42",0.00
"5.130","201404","43",0.00
"5.130","201404","44",0.00
"5.130","201404","45",0.00
"5.130","201404","46",0.00
"5.130","201404","47",0.00
"5.130","201404","48",0.00
"5.130","201404","49",0.00
"5.130","201404","50",0.00
"5.130","201404","51",0.00
"5.130","201404","52",0.00
"5.130","201404","53",0.00
"5.130","201404","54",0.00
"5.130","201404","55",0.00
"5.130","201404","56",0.00
"5.130","201404","57",0.00
"5.130","201404","58",0.00
"5.130","201404","59",0.00
"5.130","201404","60",0.00
"5.130","201404","61",0.00
"5.130","201404","62",0.00
"5.130","201404","63",0.00
"5.130","201404","64",0.00
"5.130","201404","65",0.00
"5.130","201404","66",0.00
"5.130","201404","67",0.00
"5.130","201404","68",0.00
"5.130","201404","69",0.00
"5.130","201404","70",0.00
"5.130","201404","71",0.00
"5.130","201404","72",0.00
"5.130","201404","73",0.00
"5.130","201404","74",0.00
"5.130","201404","75",0.00
"5.130","201404","76",0.00
"5.130","201404","77",0.00
"5.130","201404","78",0.00
"5.130","201404","79",0.00
"5.130","201404","80",0.00
"5.130","201404","81",0.00
"5.130","201404","83",0.00
"5.130","201404","84",0.00
"5.130","201404","85",0.00
"5.130","201404","86",0.00
"5.130","201404","87",0.00
"5.130","201404","88",0.00
"5.130","201404","89",0.00
"5.130","201404","90",0.00
"5.130","201404","91",0.00
"5.130","201404","92",0.00
"5.130","201404","93",0.00
"5.130","201404","94",0.00
"5.130","201404","95",0.00
"5.130","201404","96",0.00
"5.130","201404","97",0.00
"5.130","201404","98",0.00
"5.130","201404","99",0.00
"5.130","201404","100",0.00
"5.130","201404","101",0.00
"5.130","201404","102",0.00
"5.130","201404","103",0.00
"5.130","201404","104",0.00
"5.130","201404","105",0.00
"5.130","201404","106",0.00
"5.130","201404","107",0.00
"5.130","201404","108",0.00
"5.130","201404","109",0.00
"5.130","201404","110",0.00
"5.130","201404","111",0.00
"5.130","201404","112",0.00
"5.130","201404","113",0.00
"5.130","201404","114",0.00
"5.130","201404","115",0.00
"6.146","201404","1",0.00
"6.146","201404","2",1.00
"6.146","201404","3",0.00
"6.146","201404","4",1.00
"6.146","201404","5",0.00
"6.146","201404","6",0.00
"6.146","201404","7",0.00
"6.146","201404","8",0.00
"6.146","201404","9",0.00
"6.146","201404","10",0.00
"6.146","201404","11",0.00
"6.146","201404","12",1.00
"6.146","201404","13",0.00
"6.146","201404","14",0.00
"6.146","201404","15",1.00
"6.146","201404","16",0.00
"6.146","201404","17",0.00
"6.146","201404","18",0.00
"6.146","201404","19",1.00
"6.146","201404","20",0.00
"6.146","201404","21",0.00
"6.146","201404","22",0.00
"6.146","201404","23",0.00
"6.146","201404","24",0.00
"6.146","201404","25",0.00
"6.146","201404","26",0.00
"6.146","201404","27",0.00
"6.146","201404","28",0.00
"6.146","201404","29",1.00
"6.146","201404","30",0.00
"6.146","201404","31",0.00
"6.146","201404","32",0.00
"6.146","201404","33",0.00
"6.146","201404","34",0.00
"6.146","201404","35",0.00
"6.146","201404","36",0.00
"6.146","201404","37",0.00
"6.146","201404","38",1.00
"6.146","201404","39",0.00
"6.146","201404","40",1.00
"6.146","201404","41",0.00
"6.146","201404","42",0.00
"6.146","201404","43",0.00
"6.146","201404","44",0.00
"6.146","201404","45",0.00
"6.146","201404","46",0.00
"6.146","201404","47",0.00
"6.146","201404","48",0.00
"6.146","201404","49",0.00
"6.146","201404","50",1.00
"6.146","201404","51",1.00
"6.146","201404","52",0.00
"6.146","201404","53",1.00
"6.146","201404","54",0.00
"6.146","201404","55",0.00
"6.146","201404","56",1.00
"6.146","201404","57",0.00
"6.146","201404","58",0.00
"6.146","201404","59",0.00
"6.146","201404","60",0.00
"6.146","201404","61",0.00
"6.146","201404","62",0.00
"6.146","201404","63",1.00
"6.146","201404","64",0.00
"6.146","201404","65",0.00
"6.146","201404","66",1.00
"6.146","201404","67",0.00
"6.146","201404","68",0.00
"6.146","201404","69",0.00
"6.146","201404","70",0.00
"6.146","201404","71",0.00
"6.146","201404","72",0.00
"6.146","201404","73",1.00
"6.146","201404","74",1.00
"6.146","201404","75",1.00
"6.146","201404","76",0.00
"6.146","201404","77",0.00
"6.146","201404","78",0.00
"6.146","201404","79",0.00
"6.146","201404","80",0.00
"6.146","201404","81",1.00
"6.146","201404","82",0.00
"6.146","201404","83",0.00
"6.146","201404","84",1.00
"6.146","201404","85",0.00
"6.146","201404","86",0.00
"6.146","201404","87",0.00
"6.146","201404","88",0.00
"6.146","201404","89",0.00
"6.146","201404","90",0.00
"6.146","201404","91",0.00
"6.146","201404","92",0.00
"6.146","201404","93",0.00
"6.146","201404","94",0.00
"6.146","201404","95",0.00
"6.146","201404","96",0.00
"6.146","201404","97",0.00
"6.146","201404","98",0.00
"6.146","201404","99",0.00
"6.146","201404","100",0.00
"7.151","201404","1",0.00
"7.151","201404","2",0.00
"7.151","201404","3",1.00
"7.151","201404","4",0.00
"7.151","201404","5",0.00
"7.151","201404","6",0.00
"7.151","201404","7",0.00
"7.151","201404","8",0.00
"7.151","201404","9",0.00
"7.151","201404","10",1.00
"7.151","201404","11",0.00
"7.151","201404","12",0.00
"7.151","201404","13",1.00
"7.151","201404","14",0.00
"7.151","201404","15",0.00
"7.151","201404","16",0.00
"7.151","201404","17",0.00
"7.151","201404","18",0.00
"7.151","201404","19",0.00
"7.151","201404","20",0.00
"7.151","201404","21",1.00
"7.151","201404","22",1.00
"7.151","201404","23",0.00
"7.151","201404","24",0.00
"7.151","201404","25",0.00
"7.151","201404","26",0.00
"7.151","201404","27",0.00
"7.151","201404","28",0.00
"7.151","201404","29",0.00
"7.151","201404","30",0.00
"7.151","201404","31",0.00
"7.151","201404","32",0.00
"7.151","201404","33",0.00
"7.151","201404","34",0.00
"7.151","201404","35",0.00
"7.151","201404","36",0.00
"7.151","201404","37",1.00
"7.151","201404","38",0.00
"7.151","201404","39",0.00
"7.151","201404","40",0.00
"7.151","201404","41",0.00
"7.151","201404","42",0.00
"7.151","201404","43",1.00
"7.151","201404","44",1.00
"7.151","201404","45",0.00
"7.151","201404","46",0.00
"7.151","201404","47",0.00
"7.151","201404","48",0.00
"7.151","201404","49",0.00
"7.151","201404","50",0.00
"7.151","201404","51",1.00
"7.151","201404","52",0.00
"7.151","201404","53",0.00
"7.151","201404","54",1.00
"7.151","201404","55",0.00
"7.151","201404","56",0.00
"7.151","201404","57",0.00
"7.151","201404","58",0.00
"7.151","201404","59",0.00
"7.151","201404","60",0.00
"7.151","201404","61",0.00
"7.151","201404","62",0.00
"7.151","201404","63",0.00
"7.151","201404","64",0.00
"7.151","201404","65",0.00
"7.151","201404","66",0.00
"7.151","201404","67",0.00
"7.151","201404","68",1.00
"7.151","201404","69",0.00
"7.151","201404","70",0.00
"7.151","201404","71",1.00
"7.151","201404","72",0.00
"7.151","201404","73",0.00
"7.151","201404","74",0.00
"7.151","201404","75",0.00
"7.151","201404","76",0.00
"7.151","201404","77",0.00
"7.151","201404","78",1.00
"7.151","201404","79",0.00
"7.151","201404","80",0.00
"7.151","201404","81",0.00
"7.151","201404","82",1.00
"7.151","201404","83",0.00
"7.151","201404","84",0.00
"7.151","201404","85",0.00
"7.151","201404","86",0.00
"7.151","201404","87",0.00
"7.151","201404","88",0.00
"7.151","201404","89",0.00
"7.151","201404","90",0.00
"7.151","201404","91",0.00
"7.151","201404","92",1.00
"7.151","201404","93",1.00
"7.151","201404","94",0.00
"7.151","201404","95",1.00
"7.151","201404","96",0.00
"7.151","201404","97",0.00
"7.151","201404","98",0.00
"7.151","201404","99",0.00
"7.151","201404","100",0.00
"7.151","201404","101",1.00
"7.151","201404","102",0.00
"7.151","201404","103",0.00
"7.151","201404","104",0.00
"7.151","201404","105",0.00
"7.151","201404","106",0.00
"7.151","201404","107",1.00
"7.151","201404","108",0.00
"7.151","201404","109",0.00
"8.129","201404","1",0.00
"8.129","201404","2",0.00
"8.129","201404","3",1.00
"8.129","201404","4",0.00
"8.129","201404","5",0.00
"8.129","201404","6",0.00
"8.129","201404","7",0.00
"8.129","201404","8",0.00
"8.129","201404","9",0.00
"8.129","201404","10",0.00
"8.129","201404","11",1.00
"8.129","201404","12",1.00
"8.129","201404","13",0.00
"8.129","201404","14",0.00
"8.129","201404","15",0.00
"8.129","201404","16",0.00
"8.129","201404","17",0.00
"8.129","201404","18",0.00
"8.129","201404","19",1.00
"8.129","201404","20",0.00
"8.129","201404","21",0.00
"8.129","201404","22",0.00
"8.129","201404","23",1.00
"8.129","201404","24",0.00
"8.129","201404","25",0.00
"8.129","201404","26",0.00
"8.129","201404","27",0.00
"8.129","201404","28",0.00
"8.129","201404","29",0.00
"8.129","201404","30",0.00
"8.129","201404","31",1.00
"8.129","201404","32",0.00
"8.129","201404","33",0.00
"8.129","201404","34",0.00
"8.129","201404","35",0.00
"8.129","201404","36",0.00
"8.129","201404","37",0.00
"8.129","201404","38",0.00
"8.129","201404","39",0.00
"8.129","201404","40",0.00
"8.129","201404","41",1.00
"8.129","201404","42",1.00
"8.129","201404","43",0.00
"8.129","201404","44",1.00
"8.129","201404","45",0.00
"8.129","201404","46",0.00
"8.129","201404","47",1.00
"8.129","201404","48",0.00
"8.129","201404","49",0.00
"8.129","201404","50",0.00
"8.129","201404","51",0.00
"8.129","201404","52",0.00
"8.129","201404","53",1.00
"8.129","201404","54",1.00
"8.129","201404","55",0.00
"8.129","201404","56",0.00
"8.129","201404","57",0.00
"8.129","201404","58",0.00
"8.129","201404","59",1.00
"8.129","201404","60",0.00
"8.129","201404","61",0.00
"8.129","201404","62",0.00
"8.129","201404","63",0.00
"8.129","201404","64",0.00
"8.129","201404","65",0.00
"8.129","201404","66",0.00
"8.129","201404","67",0.00
"8.129","201404","68",0.00
"8.129","201404","69",0.00
"8.129","201404","70",0.00
"8.129","201404","71",0.00
"8.129","201404","72",0.00
"8.129","201404","73",0.00
"8.129","201404","74",0.00
"8.129","201404","75",0.00
"8.129","201404","76",1.00
"8.129","201404","77",0.00
"8.129","201404","78",1.00
"8.129","201404","79",1.00
"8.129","201404","80",0.00
"8.129","201404","81",0.00
"8.129","201404","82",0.00
"8.129","201404","83",0.00
"8.129","201404","84",0.00
"8.129","201404","85",0.00
"8.129","201404","86",0.00
"8.129","201404","87",0.00
"8.129","201404","88",0.00
"8.129","201404","89",0.00
"8.129","201404","90",0.00
"8.129","201404","91",0.00
"8.129","201404","92",0.00
"8.129","201404","93",0.00
"8.129","201404","94",0.00
"8.129","201404","95",0.00
"8.129","201404","96",0.00
"8.129","201404","97",0.00
"8.129","201404","98",0.00
"8.129","201404","99",0.00
"8.129","201404","100",0.00
"8.129","201404","101",0.00
"8.129","201404","102",1.00
"8.129","201404","103",0.00
"8.129","201404","104",0.00
"8.129","201404","105",0.00
"8.129","201404","106",0.00
"8.129","201404","107",0.00
"8.129","201404","108",0.00
"8.129","201404","109",0.00
"8.129","201404","110",0.00
"8.129","201404","111",0.00
"8.129","201404","112",0.00
"8.129","201404","113",0.00
"8.129","201404","114",0.00
"8.129","201404","115",1.00
"1.148","201405","1",0.00
"1.148","201405","2",0.00
"1.148","201405","3",0.00
"1.148","201405","4",1.00
"1.148","201405","5",1.00
"1.148","201405","6",0.00
"1.148","201405","7",0.00
"1.148","201405","8",1.00
"1.148","201405","9",0.00
"1.148","201405","10",0.00
"1.148","201405","11",0.00
"1.148","201405","12",1.00
"1.148","201405","13",0.00
"1.148","201405","14",0.00
"1.148","201405","15",0.00
"1.148","201405","16",0.00
"1.148","201405","17",0.00
"1.148","201405","18",0.00
"1.148","201405","19",1.00
"1.148","201405","20",0.00
"1.148","201405","21",1.00
"1.148","201405","22",0.00
"1.148","201405","23",0.00
"1.148","201405","24",0.00
"1.148","201405","25",0.00
"1.148","201405","26",0.00
"1.148","201405","27",0.00
"1.148","201405","28",0.00
"1.148","201405","29",0.00
"1.148","201405","30",1.00
"1.148","201405","31",1.00
"1.148","201405","32",0.00
"1.148","201405","33",0.00
"1.148","201405","34",0.00
"1.148","201405","35",0.00
"1.148","201405","36",0.00
"1.148","201405","37",0.00
"1.148","201405","38",0.00
"1.148","201405","39",0.00
"1.148","201405","40",0.00
"1.148","201405","41",0.00
"1.148","201405","42",0.00
"1.148","201405","43",0.00
"1.148","201405","44",1.00
"1.148","201405","45",1.00
"1.148","201405","46",1.00
"1.148","201405","47",0.00
"1.148","201405","48",0.00
"1.148","201405","49",0.00
"1.148","201405","50",0.00
"1.148","201405","51",0.00
"1.148","201405","52",1.00
"1.148","201405","53",0.00
"1.148","201405","54",0.00
"1.148","201405","55",1.00
"1.148","201405","56",1.00
"1.148","201405","57",0.00
"1.148","201405","58",0.00
"1.148","201405","59",0.00
"1.148","201405","60",1.00
"1.148","201405","61",0.00
"1.148","201405","62",0.00
"1.148","201405","63",0.00
"1.148","201405","64",0.00
"1.148","201405","65",0.00
"1.148","201405","66",0.00
"1.148","201405","67",0.00
"1.148","201405","68",0.00
"1.148","201405","69",0.00
"1.148","201405","70",0.00
"1.148","201405","71",0.00
"1.148","201405","72",0.00
"1.148","201405","73",0.00
"1.148","201405","74",0.00
"1.148","201405","75",0.00
"1.148","201405","76",1.00
"1.148","201405","77",1.00
"1.148","201405","78",0.00
"1.148","201405","79",0.00
"1.148","201405","80",0.00
"1.148","201405","81",0.00
"1.148","201405","82",0.00
"1.148","201405","83",0.00
"1.148","201405","84",0.00
"1.148","201405","85",0.00
"1.148","201405","86",1.00
"1.148","201405","87",0.00
"1.148","201405","88",0.00
"1.148","201405","89",1.00
"1.148","201405","90",0.00
"1.148","201405","91",1.00
"1.148","201405","92",1.00
"1.148","201405","93",0.00
"1.148","201405","94",0.00
"1.148","201405","95",0.00
"1.148","201405","96",1.00
"1.148","201405","97",0.00
"1.148","201405","98",0.00
"1.148","201405","99",0.00
"1.148","201405","100",1.00
"1.148","201405","101",0.00
"1.148","201405","102",1.00
"1.148","201405","103",0.00
"1.148","201405","104",0.00
"14.141","201405","1",0.00
"14.141","201405","2",1.00
"14.141","201405","3",0.00
"14.141","201405","4",0.00
"14.141","201405","5",0.00
"14.141","201405","6",0.00
"14.141","201405","7",1.00
"14.141","201405","8",0.00
"14.141","201405","9",0.00
"14.141","201405","10",0.00
"14.141","201405","11",0.00
"14.141","201405","12",0.00
"14.141","201405","13",0.00
"14.141","201405","14",0.00
"14.141","201405","15",0.00
"14.141","201405","16",0.00
"14.141","201405","17",0.00
"14.141","201405","18",0.00
"14.141","201405","19",0.00
"14.141","201405","20",1.00
"14.141","201405","21",0.00
"14.141","201405","22",1.00
"14.141","201405","23",0.00
"14.141","201405","24",0.00
"14.141","201405","25",0.00
"14.141","201405","26",1.00
"14.141","201405","27",0.00
"14.141","201405","28",0.00
"14.141","201405","29",0.00
"14.141","201405","30",0.00
"14.141","201405","31",0.00
"14.141","201405","32",1.00
"14.141","201405","33",1.00
"14.141","201405","34",0.00
"14.141","201405","35",0.00
"14.141","201405","36",0.00
"14.141","201405","37",0.00
"14.141","201405","38",0.00
"14.141","201405","39",0.00
"14.141","201405","40",0.00
"14.141","201405","41",0.00
"14.141","201405","42",1.00
"14.141","201405","43",1.00
"14.141","201405","44",0.00
"14.141","201405","45",0.00
"14.141","201405","46",0.00
"14.141","201405","47",0.00
"14.141","201405","48",0.00
"14.141","201405","49",0.00
"14.141","201405","50",0.00
"14.141","201405","51",0.00
"14.141","201405","52",0.00
"14.141","201405","53",0.00
"14.141","201405","54",1.00
"14.141","201405","55",0.00
"14.141","201405","56",0.00
"14.141","201405","57",0.00
"14.141","201405","58",0.00
"14.141","201405","59",0.00
"14.141","201405","60",0.00
"14.141","201405","61",0.00
"14.141","201405","62",0.00
"14.141","201405","63",0.00
"14.141","201405","64",0.00
"14.141","201405","65",0.00
"14.141","201405","66",0.00
"14.141","201405","67",0.00
"14.141","201405","68",1.00
"14.141","201405","69",0.00
"14.141","201405","70",0.00
"14.141","201405","71",0.00
"14.141","201405","72",0.00
"14.141","201405","73",0.00
"14.141","201405","74",0.00
"14.141","201405","75",0.00
"14.141","201405","76",0.00
"14.141","201405","77",0.00
"14.141","201405","78",0.00
"14.141","201405","79",0.00
"14.141","201405","80",0.00
"14.141","201405","81",0.00
"14.141","201405","82",0.00
"14.141","201405","83",0.00
"14.141","201405","84",0.00
"14.141","201405","85",0.00
"14.141","201405","86",0.00
"14.141","201405","87",0.00
"14.141","201405","88",0.00
"14.141","201405","89",0.00
"14.141","201405","90",0.00
"14.141","201405","91",0.00
"14.141","201405","92",0.00
"14.141","201405","93",0.00
"14.141","201405","94",0.00
"14.141","201405","95",0.00
"14.141","201405","96",0.00
"14.141","201405","97",0.00
"14.141","201405","98",0.00
"14.141","201405","99",0.00
"14.141","201405","100",0.00
"14.141","201405","101",0.00
"14.141","201405","102",0.00
"14.141","201405","103",1.00
"14.141","201405","104",0.00
"14.141","201405","105",0.00
"14.141","201405","106",0.00
"14.141","201405","107",0.00
"14.141","201405","108",0.00
"14.141","201405","109",0.00
"14.141","201405","110",0.00
"14.141","201405","111",1.00
"14.141","201405","112",0.00
"14.141","201405","113",0.00
"14.141","201405","114",1.00
"14.141","201405","115",0.00
"14.141","201405","116",0.00
"14.141","201405","117",0.00
"14.141","201405","118",0.00
"14.141","201405","119",0.00
"14.141","201405","120",1.00
"14.141","201405","121",0.00
"14.141","201405","122",1.00
"16.146","201405","1",0.00
"16.146","201405","2",1.00
"16.146","201405","3",0.00
"16.146","201405","4",1.00
"16.146","201405","5",0.00
"16.146","201405","6",0.00
"16.146","201405","7",0.00
"16.146","201405","8",0.00
"16.146","201405","9",0.00
"16.146","201405","10",0.00
"16.146","201405","11",0.00
"16.146","201405","12",0.00
"16.146","201405","13",0.00
"16.146","201405","14",0.00
"16.146","201405","15",0.00
"16.146","201405","16",0.00
"16.146","201405","17",1.00
"16.146","201405","18",0.00
"16.146","201405","19",0.00
"16.146","201405","20",0.00
"16.146","201405","21",0.00
"16.146","201405","22",0.00
"16.146","201405","23",0.00
"16.146","201405","24",0.00
"16.146","201405","25",0.00
"16.146","201405","26",0.00
"16.146","201405","27",0.00
"16.146","201405","28",1.00
"16.146","201405","29",0.00
"16.146","201405","30",0.00
"16.146","201405","31",0.00
"16.146","201405","32",0.00
"16.146","201405","33",0.00
"16.146","201405","34",0.00
"16.146","201405","35",0.00
"16.146","201405","36",0.00
"16.146","201405","37",0.00
"16.146","201405","38",0.00
"16.146","201405","39",0.00
"16.146","201405","40",0.00
"16.146","201405","41",0.00
"16.146","201405","42",0.00
"16.146","201405","43",1.00
"16.146","201405","44",1.00
"16.146","201405","45",0.00
"16.146","201405","46",0.00
"16.146","201405","47",0.00
"16.146","201405","48",0.00
"16.146","201405","49",0.00
"16.146","201405","50",0.00
"16.146","201405","51",0.00
"16.146","201405","52",0.00
"16.146","201405","53",0.00
"16.146","201405","54",0.00
"16.146","201405","55",0.00
"16.146","201405","56",1.00
"16.146","201405","57",0.00
"16.146","201405","58",0.00
"16.146","201405","59",0.00
"16.146","201405","60",0.00
"16.146","201405","61",0.00
"16.146","201405","62",0.00
"16.146","201405","63",0.00
"16.146","201405","64",0.00
"16.146","201405","65",0.00
"16.146","201405","66",0.00
"16.146","201405","67",0.00
"16.146","201405","68",1.00
"16.146","201405","69",0.00
"16.146","201405","70",0.00
"16.146","201405","71",1.00
"16.146","201405","72",1.00
"16.146","201405","73",0.00
"16.146","201405","74",0.00
"16.146","201405","75",0.00
"16.146","201405","76",0.00
"16.146","201405","77",0.00
"16.146","201405","78",0.00
"16.146","201405","79",0.00
"16.146","201405","80",0.00
"16.146","201405","81",0.00
"16.146","201405","82",0.00
"16.146","201405","83",0.00
"16.146","201405","84",0.00
"16.146","201405","85",0.00
"16.146","201405","86",0.00
"16.146","201405","87",0.00
"16.146","201405","88",1.00
"16.146","201405","89",0.00
"16.146","201405","90",0.00
"16.146","201405","91",0.00
"16.146","201405","92",0.00
"16.146","201405","93",0.00
"16.146","201405","94",1.00
"16.146","201405","95",1.00
"16.146","201405","96",1.00
"16.146","201405","97",1.00
"16.146","201405","98",0.00
"16.146","201405","99",0.00
"16.146","201405","100",0.00
"16.146","201405","101",0.00
"16.146","201405","102",0.00
"16.146","201405","103",0.00
"16.146","201405","104",0.00
"16.146","201405","105",0.00
"16.146","201405","106",0.00
"16.146","201405","107",0.00
"16.146","201405","108",0.00
"16.146","201405","109",0.00
"16.146","201405","110",0.00
"16.146","201405","111",0.00
"16.146","201405","112",0.00
"16.146","201405","113",0.00
"16.146","201405","114",1.00
"16.146","201405","115",0.00
"17.145","201405","1",0.00
"17.145","201405","2",0.00
"17.145","201405","3",0.00
"17.145","201405","4",0.00
"17.145","201405","5",0.00
"17.145","201405","6",0.00
"17.145","201405","7",0.00
"17.145","201405","8",0.00
"17.145","201405","9",0.00
"17.145","201405","10",0.00
"17.145","201405","11",0.00
"17.145","201405","12",0.00
"17.145","201405","13",0.00
"17.145","201405","14",0.00
"17.145","201405","15",0.00
"17.145","201405","16",0.00
"17.145","201405","17",0.00
"17.145","201405","18",0.00
"17.145","201405","19",1.00
"17.145","201405","20",0.00
"17.145","201405","21",0.00
"17.145","201405","22",0.00
"17.145","201405","23",0.00
"17.145","201405","24",0.00
"17.145","201405","25",0.00
"17.145","201405","26",0.00
"17.145","201405","27",0.00
"17.145","201405","28",0.00
"17.145","201405","29",0.00
"17.145","201405","30",0.00
"17.145","201405","31",0.00
"17.145","201405","32",0.00
"17.145","201405","33",0.00
"17.145","201405","34",0.00
"17.145","201405","35",0.00
"17.145","201405","36",0.00
"17.145","201405","37",0.00
"17.145","201405","38",0.00
"17.145","201405","39",0.00
"17.145","201405","40",0.00
"17.145","201405","41",0.00
"17.145","201405","42",0.00
"17.145","201405","43",0.00
"17.145","201405","44",0.00
"17.145","201405","45",0.00
"17.145","201405","46",0.00
"17.145","201405","47",0.00
"17.145","201405","48",0.00
"17.145","201405","49",0.00
"17.145","201405","50",0.00
"17.145","201405","51",0.00
"17.145","201405","52",0.00
"17.145","201405","53",0.00
"17.145","201405","54",0.00
"17.145","201405","55",0.00
"17.145","201405","56",0.00
"17.145","201405","57",0.00
"17.145","201405","58",0.00
"17.145","201405","59",0.00
"17.145","201405","60",0.00
"17.145","201405","61",0.00
"17.145","201405","62",0.00
"17.145","201405","63",0.00
"17.145","201405","64",0.00
"17.145","201405","65",0.00
"17.145","201405","66",0.00
"17.145","201405","67",0.00
"17.145","201405","68",0.00
"17.145","201405","69",0.00
"17.145","201405","70",0.00
"17.145","201405","71",0.00
"17.145","201405","72",0.00
"17.145","201405","73",0.00
"17.145","201405","74",0.00
"17.145","201405","75",0.00
"17.145","201405","76",0.00
"17.145","201405","77",0.00
"17.145","201405","78",0.00
"17.145","201405","79",0.00
"17.145","201405","80",0.00
"17.145","201405","81",0.00
"17.145","201405","82",0.00
"17.145","201405","83",0.00
"17.145","201405","84",0.00
"17.145","201405","85",0.00
"17.145","201405","86",0.00
"17.145","201405","87",0.00
"17.145","201405","88",0.00
"17.145","201405","89",0.00
"17.145","201405","90",0.00
"17.145","201405","91",0.00
"17.145","201405","92",0.00
"17.145","201405","93",0.00
"17.145","201405","94",0.00
"17.145","201405","95",0.00
"17.145","201405","96",0.00
"17.145","201405","97",0.00
"17.145","201405","98",0.00
"17.145","201405","99",0.00
"17.145","201405","100",0.00
"17.145","201405","101",0.00
"17.145","201405","102",0.00
"17.145","201405","103",0.00
"17.145","201405","104",0.00
"17.145","201405","105",0.00
"17.145","201405","106",0.00
"17.145","201405","107",0.00
"19.140","201405","1",1.00
"19.140","201405","2",1.00
"19.140","201405","3",0.00
"19.140","201405","4",0.00
"19.140","201405","5",0.00
"19.140","201405","6",0.00
"19.140","201405","7",0.00
"19.140","201405","8",0.00
"19.140","201405","9",0.00
"19.140","201405","10",0.00
"19.140","201405","11",0.00
"19.140","201405","12",0.00
"19.140","201405","13",0.00
"19.140","201405","14",0.00
"19.140","201405","15",0.00
"19.140","201405","16",1.00
"19.140","201405","17",1.00
"19.140","201405","18",0.00
"19.140","201405","19",0.00
"19.140","201405","20",0.00
"19.140","201405","21",0.00
"19.140","201405","22",0.00
"19.140","201405","23",0.00
"19.140","201405","24",1.00
"19.140","201405","25",0.00
"19.140","201405","26",1.00
"19.140","201405","27",1.00
"19.140","201405","28",0.00
"19.140","201405","29",0.00
"19.140","201405","30",0.00
"19.140","201405","31",0.00
"19.140","201405","32",0.00
"19.140","201405","33",0.00
"19.140","201405","34",1.00
"19.140","201405","35",0.00
"19.140","201405","36",0.00
"19.140","201405","37",1.00
"19.140","201405","38",0.00
"19.140","201405","39",0.00
"19.140","201405","40",0.00
"19.140","201405","41",0.00
"19.140","201405","42",0.00
"19.140","201405","43",1.00
"19.140","201405","44",1.00
"19.140","201405","45",1.00
"19.140","201405","46",1.00
"19.140","201405","47",0.00
"19.140","201405","48",0.00
"19.140","201405","49",0.00
"19.140","201405","50",0.00
"19.140","201405","51",1.00
"19.140","201405","52",0.00
"19.140","201405","53",0.00
"19.140","201405","54",0.00
"19.140","201405","55",0.00
"19.140","201405","56",0.00
"19.140","201405","57",0.00
"19.140","201405","58",0.00
"19.140","201405","59",0.00
"19.140","201405","60",0.00
"19.140","201405","61",1.00
"19.140","201405","62",0.00
"19.140","201405","63",0.00
"19.140","201405","64",1.00
"19.140","201405","65",1.00
"19.140","201405","66",1.00
"19.140","201405","67",1.00
"19.140","201405","68",0.00
"19.140","201405","69",0.00
"19.140","201405","70",0.00
"19.140","201405","71",0.00
"19.140","201405","72",0.00
"19.140","201405","73",0.00
"19.140","201405","74",0.00
"19.140","201405","75",0.00
"19.140","201405","76",1.00
"19.140","201405","77",0.00
"19.140","201405","78",0.00
"19.140","201405","79",0.00
"19.140","201405","80",0.00
"19.140","201405","81",0.00
