NUM_CORR_ACI;SIGLA_ACO;COD_TPAO;CLS_DARDO;CONS_AL;P;P_MAX
599045;KHCEAA0160000360X9;3;sem dardo;404;20.808;25
495379;TNZ2AA000180056099;1;com dardo;406;48.625;50
599044;DDC1AA0160000360X9;5;sem dardo;450;21.655;25
495411;AAC2AA0110000450X9;2;sem dardo;648;20.49;25
599067;WOMAAS008000150099;1;com dardo;506;15.725;18
599046;GXCHAS018000145099;1;com dardo;380;18.555;25
495396;24JDAA000100010099;1;com dardo;301;11.262;10
599089;24JDAA000100010099;2;sem dardo;301;8.2;10
599077;MBA2AA000150010099;4;sem dardo;318;10.343;15
599091;MBA2AA000150010099;2;sem dardo;303;10.195;15
599104;MBA2AA000150010099;2;sem dardo;617;11.02;15
599098;GXCHAS018000145099;2;sem dardo;913;26.935;25
495435;AAC3AA0040000210X9;1;com dardo;332;13.24;25
495431;GXCHAS018000145099;2;sem dardo;388;24.91;25
495466;7DBBAS015000120099;1;com dardo;405;15.165;20
599136;LICDAA010000096099;7;sem dardo;466;20.06;25
495448;PLZ1AS000150105099;2;sem dardo;390;68.234;80
495485;24JDAA000100010099;1;com dardo;333;12.82;10
599146;FPB3AA0030000230X9;4;sem dardo;406;12.318;20
599142;AAC3AA0040000210X9;7;sem dardo;505;16.095;25
495471;DDC1AA0120000860X9;1;com dardo;616;19.775;25
599139;DDC1AA0120000860X9;7;sem dardo;626;17.485;25
599140;AACDAA0120000860X9;7;sem dardo;241;15.985;25
495484;24JDAA000100010099;7;sem dardo;411;11.91;10
495509;AAC3AA0040000210X9;1;com dardo;564;20.033;25
599168;AAC3AA0040000210X9;6;sem dardo;602;19.373;25
495505;AAC3AA0040000210X9;1;com dardo;549;19.33;25
495495;AAC3AA0040000210X9;1;com dardo;622;16;25
495490;MBA2AA000150010099;4;sem dardo;278;8.477;15
599192;DDC1AA0160000360X9;1;com dardo;476;12.177;25
495524;21Q1AA000100010099;6;sem dardo;452;11.668;12
495519;DDC1AA0160000360X9;2;sem dardo;460;12.812;25
599178;JYCHAS0160001060X9;2;sem dardo;469;19.375;25
599219;WOMAAS008000150099;2;sem dardo;437;16.485;18
599222;31Z2AA000240026099;2;sem dardo;460;36.578;39
599213;7PMAAS010000135099;2;sem dardo;571;13.24;18
599210;7PMAAS010000135099;7;sem dardo;461;17.137;18
599207;24JDAA000100010099;1;com dardo;381;9.875;10
599208;24JDAA000100010099;2;sem dardo;229;9.503;10
599244;21Q1AA000100010099;2;sem dardo;143;11.895;12
495562;62D2AC0030000260X9;4;sem dardo;61;18.655;30
599225;MBA2AA000150010099;1;com dardo;369;13.453;15
599256;MBA2AA000150010099;2;sem dardo;279;10.96;15
599268;9GJKAS003000120099;7;sem dardo;1257;8.268;10
495583;DGC2AA006000040099;1;com dardo;674;14.15;25
599298;DGC2AA006000040099;1;com dardo;800;22.7;25
495615;DDC1AA0160000560X9;2;sem dardo;86;14.31;25
599280;81CDAS010000156099;2;sem dardo;508;16.085;25
599279;81CDAS010000156099;2;sem dardo;405;24.075;25
599306;AACDAA0110001510X9;2;sem dardo;648;20.25;25
599322;DDC1AA0160000360X9;1;com dardo;241;15.992;25
599317;DDC1AA0160000560X9;2;sem dardo;600;15.608;25
599318;DDC1AA0160000560X9;1;com dardo;423;19.125;25
599320;DDC1AA0160000560X9;1;com dardo;202;26.058;25
495630;GXCCAS016000145099;2;sem dardo;634;20.11;25
495640;AACDAA0110001510X9;7;sem dardo;202;22.825;25
495667;RJZHAS014000130099;5;sem dardo;536;37.03;50
599335;JYCHAS0160001060X9;7;sem dardo;448;19.695;25
495655;AAC2AA0090000460X9;2;sem dardo;448;8.58;25
495656;KVCCAS015000085099;2;sem dardo;488;16.693;25
599327;AAC2AA0090000460X9;6;sem dardo;469;21.667;25
495693;VJQ1AA000150015099;5;sem dardo;338;10.58;12
599359;DGC2AA003000021099;7;sem dardo;280;17.835;25
495685;VWB2AA003000020099;5;sem dardo;471;18.587;20
599355;YRCEAA009000125099;2;sem dardo;1059;17.425;25
495709;EWZBAA006000120099;5;sem dardo;781;52.313;55
495717;VJQ1AA000150015099;2;sem dardo;381;11.662;12
599383;DDC1AA0120000860X9;1;com dardo;681;20.868;25
599379;EWZBAA006000120099;2;sem dardo;683;51.017;55
495701;AAC2AA0090000460X9;5;sem dardo;276;15.348;25
599406;YUCBAA007000153099;1;com dardo;1041;17.92;25
599404;YUCBAA007000153099;1;com dardo;508;18.02;25
599400;QECDAA0090000360X9;1;com dardo;512;19.842;25
599399;DDCHAA0090000360X9;1;com dardo;859;16.188;25
599407;MBA2AA000150010099;2;sem dardo;336;8.215;15
495723;DDCHAA0090000360X9;2;sem dardo;647;23.914;25
599439;7DBBAS020000120099;2;sem dardo;1278;19.978;20
599437;84D1AS000150050099;2;sem dardo;1053;20.163;30
599431;24JDAA000100010099;1;com dardo;460;12.648;10
599424;24JDAA000100010099;7;sem dardo;280;15.117;10
599455;21Q1AA000100010099;2;sem dardo;387;11.662;12
495746;DDC1AA0120000860X9;2;sem dardo;328;15.672;25
599442;BXCDAS015000140099;2;sem dardo;912;21.69;25
599443;7DBBAS020000120099;2;sem dardo;496;20.38;20
495774;RMICAS029000126099;2;sem dardo;598;19.43;23
495775;RMICAS029000126099;1;com dardo;310;18.32;23
599484;TBCDAS0070002000X9;2;sem dardo;308;19.772;25
495765;FVZ1AA000150064099;1;com dardo;379;29.35;35
495772;MBA2AA000150010099;2;sem dardo;311;9.697;15
599478;FVZ1AA000150064099;2;sem dardo;272;28.545;35
599467;VJQ1AA000150015099;1;com dardo;387;13.49;12
599468;FVZ1AA000150064099;2;sem dardo;343;25.877;35
599463;21Q1AA000100010099;2;sem dardo;367;9.64;12
495791;62D2AC0030000260X9;2;sem dardo;254;14.125;30
599494;DDC1AA0130001200X9;7;sem dardo;361;25.417;25
495784;7DBBAS020000120099;7;sem dardo;441;18.04;20
495781;DDC1AA0120000860X9;3;sem dardo;739;16.765;25
495777;GBNHAS0450001260X9;3;sem dardo;360;21.382;22
599526;ZSMAAS008000157099;7;sem dardo;741;17.351;18
599527;24JDAA000100010099;2;sem dardo;298;9.94;10
599530;24JDAA000100010099;2;sem dardo;364;14.807;10
495802;TGCDAA008000086099;2;sem dardo;604;19.978;25
495800;WOMAAS008000150099;3;sem dardo;683;16.368;18
495807;MBA2AA000150010099;5;sem dardo;341;9.953;15
599554;ZSMAAS008000157099;2;sem dardo;749;19.65;18
599549;ZSMAAS008000157099;2;sem dardo;483;14.6;18
599548;ZSMAAS008000157099;2;sem dardo;493;15.93;18
495826;VJQ1AA000150015099;1;com dardo;440;9.088;12
495844;24JDAA000100010099;2;sem dardo;329;10.32;10
495834;24JDAA000100010099;2;sem dardo;434;10.767;10
495864;VJQ1AA000150015099;2;sem dardo;600;13.245;12
599588;24JDAA000100010099;2;sem dardo;300;10.635;10
599574;LICDAA010000096099;2;sem dardo;422;21.053;25
599573;LICDAA010000096099;7;sem dardo;523;25.313;25
599572;EWZBAA006000120099;2;sem dardo;740;50.34;55
495848;EWZBAA006000120099;2;sem dardo;619;52.497;55
599577;MBA2AA000150010099;2;sem dardo;352;12.733;15
599595;VJQ1AA000150015099;1;com dardo;330;12.365;12
599601;MBA2AA000150010099;1;com dardo;300;14.98;15
495911;TNZ2AA000180056099;2;sem dardo;304;44.27;50
599654;MBA2AA000150010099;2;sem dardo;349;11.823;15
495946;9KBBAS017000150099;2;sem dardo;491;13.082;20
599687;GXCHAS018000145099;1;com dardo;299;17.162;25
599682;MBA2AA000150010099;1;com dardo;383;12.417;15
495939;MBA2AA000150010099;2;sem dardo;420;12.528;15
599712;YRCCAA009000125099;1;com dardo;449;18.35;25
495964;MBA2AA000150010099;1;com dardo;376;9.77;15
495972;ZICHAS018000145099;1;com dardo;640;18.605;25
599718;MBA2AA000150010099;1;com dardo;328;14.465;15
599748;AACHAA0120000420X9;1;com dardo;471;17.41;25
495996;30Z2AA000200026099;1;com dardo;498;22.076;30
599762;VJQ1AA000150015099;2;sem dardo;398;13.597;12
496012;VJQ1AA000150015099;2;sem dardo;337;10.655;12
496008;VJQ1AA000150015099;2;sem dardo;282;8.52;12
599799;FVZ1AA000150064099;1;com dardo;486;30.41;35
496038;EWZBAA006000120099;1;com dardo;799;50.055;55
496036;VJQ1AA000150015099;2;sem dardo;394;9.953;12
599779;JYCHAS0160001060X9;2;sem dardo;276;18.37;25
599788;VJQ1AA000150015099;1;com dardo;252;12.742;12
496053;AACDAA0110001510X9;7;sem dardo;544;18.987;25
599805;AACDAA0110001510X9;2;sem dardo;472;17.265;25
599823;DGC2AA006000040099;2;sem dardo;423;10.018;25
496056;VJQ1AA000150015099;2;sem dardo;275;10.16;12
496051;PLZ1AS000150105099;2;sem dardo;363;76.08;80
496095;30Z2AA000200026099;1;com dardo;331;19.738;30
496081;DGC2AA003000021099;2;sem dardo;400;11.395;25
599832;DGC2AA003000021099;2;sem dardo;940;20.953;25
599826;81CDAS010000156099;2;sem dardo;383;17.99;25
599856;DDC1AA0160000360X9;1;com dardo;585;15.092;25
496100;31Z2AA000240026099;2;sem dardo;360;37.035;39
496101;31Z2AA000240026099;2;sem dardo;482;29.673;39
599889;LQC1AA006000066099;2;sem dardo;1395;47.75;25
599880;AAC3AA0040000210X9;2;sem dardo;1090;13.992;25
599915;30Z2AA000200026099;2;sem dardo;397;28.237;30
496133;JYCHAS0160001060X9;2;sem dardo;426;16.94;25
496167;VJQ1AA000150015099;5;sem dardo;216;10.035;12
599926;AACDAA0110001510X9;1;com dardo;621;22.09;25
496154;MBA2AA000150010099;1;com dardo;422;14.828;15
599921;RJZHAS014000130099;1;com dardo;181;41.42;50
496148;AACDAA0110001510X9;2;sem dardo;469;16.805;25
599964;GXCBAS015000155099;1;com dardo;743;22.105;25
496174;TGCDAA008000061099;2;sem dardo;453;21.783;25
496176;TGCDAA008000061099;1;com dardo;346;15.21;25
496179;VJQ1AA000150015099;1;com dardo;476;11.715;12
599958;AAC2AA0090000460X9;1;com dardo;813;22.813;25
599950;VJQ1AA000150015099;1;com dardo;266;14;12
496173;VJQ1AA000150015099;2;sem dardo;325;14.147;12
599953;VJQ1AA000150015099;1;com dardo;300;15.873;12
599945;VNBCAA012000180099;1;com dardo;915;21.473;20
496169;VJQ1AA000150015099;2;sem dardo;394;8.05;12
496207;GWCDAA008000086099;2;sem dardo;571;18.693;25
599982;9GJKAS003000120099;7;sem dardo;1233;9.832;10
599976;FVZ1AA000150064099;1;com dardo;283;31.657;35
599977;FVZ1AA000150064099;1;com dardo;255;30.7;35
599969;MBA2AA000150010099;1;com dardo;251;11.982;15
599979;FVZ1AA000150064099;1;com dardo;278;31.41;35
496219;30Z2AA000200026099;2;sem dardo;366;22.2;30
496214;32Z2AA000190056099;1;com dardo;399;41.562;55
599998;TNZ2AA000180056099;2;sem dardo;321;42.95;50
500011;MBA2AA000150010099;2;sem dardo;326;15.933;15
500052;JYCHAS0140000860X9;2;sem dardo;297;23.008;25
500053;24JDAA000100010099;1;com dardo;313;13.015;10
500042;VJQ1AA000150015099;1;com dardo;329;9.39;12
500037;FVZ1AA000150064099;2;sem dardo;287;27.57;35
500034;FVZ1AA000150064099;2;sem dardo;366;33.462;35
500084;DGC2AA003000021099;1;com dardo;368;16.495;25
500086;DGC2AA003000021099;7;sem dardo;427;21.22;25
500087;DGC2AA003000021099;1;com dardo;351;16.012;25
500074;MBA2AA000150010099;1;com dardo;249;10.95;15
496236;GJBAAS013000100099;2;sem dardo;1196;16.59;20
496221;81CDAS010000156099;5;sem dardo;1016;22.09;25
500102;AAC2AA0090000460X9;2;sem dardo;477;12.9;25
496225;GXCHAS018000145099;5;sem dardo;503;24.582;25
496258;DDC1AA0160000560X9;2;sem dardo;556;25.368;25
496245;RJZHAS014000130099;2;sem dardo;427;34.945;50
500113;CJCBAS015000140099;2;sem dardo;407;22.488;25
500112;KVCCAS015000085099;2;sem dardo;402;15.81;25
496239;QECDAA0090000360X9;2;sem dardo;973;19.243;25
500154;TGCDAA008000061099;1;com dardo;735;19.185;25
496270;9GJKAS003000120099;2;sem dardo;1219;13.395;10
496268;YUCBAA009000153099;1;com dardo;1184;24.14;25
500143;24JDAA000100010099;1;com dardo;358;13.493;10
500139;LQC1AA006000066099;1;com dardo;545;16.495;25
500153;TGCDAA008000061099;1;com dardo;467;15.665;25
496290;DDC1AA0120000860X9;2;sem dardo;689;18.6;25
496283;DDC1AA0160000360X9;2;sem dardo;398;20.823;25
500166;DDC1AA0160000560X9;2;sem dardo;980;13.13;25
500164;GXCHAS018000145099;2;sem dardo;784;16.675;25
500160;MBA2AA000150010099;1;com dardo;244;12.11;15
500168;GXCHAS016000145099;1;com dardo;257;27.43;25
500158;MBA2AA000150010099;1;com dardo;304;9.208;15
500162;MBA2AA000150010099;2;sem dardo;300;7.085;15
496310;DDCHAA0090000360X9;2;sem dardo;447;19.772;25
500194;24JDAA000100010099;2;sem dardo;325;12.737;10
496308;DDCHAA0090000360X9;2;sem dardo;1086;22.44;25
496297;ILICAS0460000660X9;4;sem dardo;281;18.09;23
496332;LQC1AA006000066099;2;sem dardo;943;17.957;25
500216;YUCBAA009000153099;1;com dardo;580;21.008;25
500219;LQC1AA006000066099;1;com dardo;312;21.32;25
496319;24JDAA000100010099;2;sem dardo;387;11.025;10
500208;AAC1AA0040000210X9;2;sem dardo;325;18.485;25
496362;AAC3AA0040000210X9;1;com dardo;1579;35.455;25
496359;DGC2AA003000021099;2;sem dardo;611;20.537;25
500260;FVZ1AA000150064099;2;sem dardo;390;22.815;35
496365;AAC3AA0040000210X9;1;com dardo;438;19.865;25
496355;EWZBAA006000120099;2;sem dardo;700;50.977;55
500304;JYCHAS0160001060X9;2;sem dardo;324;15.228;25
500291;84D1AS000150050099;2;sem dardo;1003;15.9;30
496415;DYC1AS0160000560X9;1;com dardo;561;16.795;25
496414;RJZHAS007000106099;1;com dardo;542;41.968;50
500339;24JDAA000100010099;1;com dardo;251;10.37;10
500340;24JDAA000100010099;2;sem dardo;347;6.717;10
500332;MBA2AA000150010099;1;com dardo;289;12.355;15
500330;DDCHAA0090000360X9;1;com dardo;761;16.933;25
500329;QECDAA0090000360X9;1;com dardo;301;15.317;25
496425;MBA2AA000150010099;2;sem dardo;211;11.05;15
500321;AACDAA0110001510X9;2;sem dardo;595;21.082;25
488910;MBA2AA000150010099;2;sem dardo;619;14.457;15
488903;MBA2AA000150010099;2;sem dardo;560;9.752;15
488890;DMCEAS018000136099;2;sem dardo;1222;22.267;25
488917;ESD3AS010000100099;2;sem dardo;764;25.445;30
488964;VQB2AA017000075099;1;com dardo;618;12.77;20
488966;YRCEAA009000125099;2;sem dardo;755;18.6;25
488967;VCBCAA007000170099;1;com dardo;869;17.715;20
489023;AAC1AA0040000210X9;1;com dardo;642;18.255;25
489021;24JDAA000100010099;1;com dardo;696;10.4;10
489017;QECDAA0090000360X9;1;com dardo;801;12.205;25
489018;QECDAA0090000360X9;1;com dardo;777;15.665;25
489041;DGC2AA003000021099;1;com dardo;698;9.91;25
489081;TGCDAA008000061099;1;com dardo;716;19.658;25
489067;DDC1AA0130001200X9;1;com dardo;645;15.96;25
489103;DDC1AA0160000560X9;2;sem dardo;892;24.002;25
489110;62D2AC0030000260X9;2;sem dardo;278;12.33;30
489143;AACDAA0110001510X9;2;sem dardo;851;22.845;25
489130;24JDAA000100010099;6;sem dardo;920;11.22;10
489132;24JDAA000100010099;6;sem dardo;669;13.455;10
489172;GWCHAA008000086099;2;sem dardo;761;15.562;25
489214;24JDAA000100010099;1;com dardo;628;13.78;10
489259;VJQ1AA000150015099;1;com dardo;924;12.355;12
489251;VJQ1AA000150015099;2;sem dardo;1061;9.453;12
489261;VJQ1AA000150015099;1;com dardo;821;9.35;12
489275;JYCHAS0160001060X9;2;sem dardo;300;25.41;25
489276;JYCHAS0160001060X9;1;com dardo;560;21.08;25
489281;GXCHAS016000145099;1;com dardo;453;25.005;25
489321;AACHAA0120000360X9;1;com dardo;387;14.075;25
489310;AAC3AA0040000210X9;1;com dardo;1063;17.972;25
489342;8EMAAS008000155099;1;com dardo;700;13.06;18
489343;TBCDAS0070002000X9;1;com dardo;554;15.857;25
489344;TBCDAS0070002000X9;2;sem dardo;455;13.848;25
489346;LQC1AA006000066099;2;sem dardo;1163;16.235;25
489371;AACHAA0120000360X9;2;sem dardo;292;16.957;25
489358;VCBCAA007000170099;2;sem dardo;1083;15.16;20
489364;WSMEAS012000090099;2;sem dardo;701;14.7;18
489381;DDC1AA0160000560X9;2;sem dardo;1096;20.063;25
489431;AACDAA0110001510X9;5;sem dardo;1487;26.858;25
489468;8ZMEAS009000160099;2;sem dardo;936;15.19;18
489444;MBA2AA000150010099;1;com dardo;1001;9.957;15
489457;DDC1AA0160000360X9;1;com dardo;489;15.633;25
489529;24JDAA000100010099;6;sem dardo;200;11.902;10
489501;AAC2AA0090000460X9;1;com dardo;364;13.025;25
489559;DDC1AA0160000360X9;2;sem dardo;803;21.745;25
489547;VJQ1AA000150015099;1;com dardo;1168;10.375;12
489620;MBA2AA000150010099;2;sem dardo;307;11.827;15
489598;32Z2AA000190056099;1;com dardo;501;43.09;50
489619;MBA2AA000150010099;2;sem dardo;432;8.643;15
489639;24JDAA000100010099;2;sem dardo;336;10.86;10
489648;VJQ1AA000150015099;6;sem dardo;676;12.335;12
489653;21Q1AA000100010099;6;sem dardo;475;9.33;12
489689;24JDAA000100010099;6;sem dardo;380;11.605;10
489692;MBA2AA000150010099;4;sem dardo;346;13.495;15
489665;DCC1AS006000110099;5;sem dardo;608;16.52;25
489706;30Z2AA000200026099;2;sem dardo;537;24.646;30
489698;24JDAA000100010099;6;sem dardo;415;11.095;10
489778;81CDAS010000156099;1;com dardo;694;13.023;25
489770;MBA2AA000150010099;2;sem dardo;732;10.537;15
489831;MBA2AA000150010099;6;sem dardo;384;12;15
489826;24JDAA000100010099;2;sem dardo;773;8.398;10
489828;MBA2AA000150010099;6;sem dardo;613;11.42;15
489812;21Q1AA000100010099;2;sem dardo;474;9.767;12
489866;MBA2AA000150010099;6;sem dardo;981;7.043;15
489870;MBA2AA000150010099;6;sem dardo;938;7.775;15
489896;GXCCAS018000145099;2;sem dardo;841;21.225;25
489900;DDC1AA0120000860X9;2;sem dardo;580;17.88;25
489942;DDC1AA0120000860X9;5;sem dardo;652;25.128;25
489917;AACDAA0110001510X9;2;sem dardo;558;15.43;25
489931;DDC1AA0120000860X9;5;sem dardo;1046;12.775;25
489955;DGC2AA003000021099;3;sem dardo;721;13.228;25
489995;NPCCAS008000136099;5;sem dardo;800;20.055;25
490003;MBA2AA000150010099;5;sem dardo;518;12.203;15
490054;DDC1AA0160000560X9;2;sem dardo;753;13.915;25
490098;AACHAA0120000360X9;1;com dardo;1005;10.053;25
490084;24JDAA000100010099;2;sem dardo;656;12.982;10
490088;24JDAA000100010099;1;com dardo;356;10.957;10
490109;DGC2AA006000040099;2;sem dardo;559;14.927;25
490126;VJQ1AA000150015099;2;sem dardo;489;10.23;12
490169;7PMAAS010000135099;2;sem dardo;522;10.945;18
490167;JYCHAS0140000660X9;2;sem dardo;367;27.725;25
490228;TGCDAA008000061099;1;com dardo;655;12.205;25
490232;GXCBAS016000145099;2;sem dardo;737;22.835;25
490205;DGC2AA003000021099;1;com dardo;1189;24.202;25
490206;DGC2AA003000021099;1;com dardo;776;23.51;25
490208;DGC2AA003000021099;1;com dardo;491;17.51;25
490219;24JDAA000100010099;1;com dardo;1079;7.91;10
490249;TGCDAA008000061099;2;sem dardo;1467;22.817;25
490273;24JDAA000100010099;1;com dardo;765;10.31;10
490286;DDC1AA0120000860X9;1;com dardo;634;14.16;25
490288;24JDAA000100010099;1;com dardo;768;11.583;10
490330;30Z2AA000200026099;1;com dardo;478;25.13;30
490320;VJQ1AA000150015099;2;sem dardo;276;14.395;12
490311;VJQ1AA000150015099;2;sem dardo;667;13.702;12
490353;DDC1AA0130001200X9;2;sem dardo;617;21.872;25
490358;AAC1AA0040000210X9;2;sem dardo;1673;21.163;25
490365;MBA2AA000150010099;6;sem dardo;694;10.948;15
490384;24JDAA000100010099;5;sem dardo;725;9.878;10
490390;DDCDAA0120000860X9;5;sem dardo;558;14.31;25
490391;DDCDAA0120000860X9;2;sem dardo;510;19.687;25
490433;ILI1AS0460000660X9;1;com dardo;633;16.508;23
490412;FVZ1AA000150064099;5;sem dardo;770;27.107;35
490427;AACHAA0120000360X9;2;sem dardo;658;22.815;25
490423;VJQ1AA000150015099;1;com dardo;761;5.5;12
490424;VJQ1AA000150015099;1;com dardo;371;11.095;12
490455;JYCHAS0140001260X9;2;sem dardo;648;16.97;25
490462;MBA2AA000150010099;5;sem dardo;496;11.677;15
490463;MBA2AA000150010099;5;sem dardo;416;13.458;15
490459;GWCHAA008000086099;5;sem dardo;938;25.028;25
490502;24JDAA000100010099;2;sem dardo;766;9.2;10
490516;7KAEAS007000175099;2;sem dardo;769;12.155;15
490533;MBA2AA000150010099;6;sem dardo;393;10.932;15
490538;KHCEAA0160000360X9;2;sem dardo;719;17.298;25
490553;VJQ1AA000150015099;2;sem dardo;448;8.617;12
490578;DDCDAA0120000860X9;1;com dardo;1318;14.377;25
490586;PLZ1AS000150105099;2;sem dardo;732;72.1;80
490637;MBA2AA000150010099;2;sem dardo;289;10.387;15
490618;TNZ2AA000180056099;1;com dardo;627;42.634;50
490643;ILC1AS0200000360X9;2;sem dardo;590;13.935;25
490639;FTCBAS0210000960X9;2;sem dardo;889;15.857;25
490674;VJQ1AA000150015099;1;com dardo;446;8.765;12
490681;DDCHAA0110000360X9;1;com dardo;1093;13.947;25
490701;MBA2AA000150010099;2;sem dardo;690;13.99;15
490724;QECDAA0090000360X9;1;com dardo;1049;20.108;25
490717;24JDAA000100010099;2;sem dardo;722;12.485;10
490723;QECDAA0090000360X9;1;com dardo;1195;17;25
490781;21Q1AA000100010099;2;sem dardo;499;11.905;12
490796;24JDAA000100010099;2;sem dardo;835;10.313;10
490792;MBA2AA000150010099;1;com dardo;449;12.23;15
490811;24JDAA000100010099;2;sem dardo;978;12.338;10
592926;RJZHAS012000120099;2;sem dardo;691;33.257;50
490839;FVZ1AA000150064099;1;com dardo;478;29.22;35
592944;EWZBAA006000120099;2;sem dardo;699;49.7;55
592961;JYCHAS0140000860X9;2;sem dardo;653;18.46;25
490870;MBA2AA000150010099;2;sem dardo;625;8.855;15
490904;QECDAA0090000360X9;1;com dardo;532;12.86;25
490933;DDC1AA0160000360X9;1;com dardo;425;17.77;25
490935;DDC1AA0160000360X9;1;com dardo;788;14.055;25
490936;YUCBAA007000153099;2;sem dardo;799;19.64;25
593023;MBA2AA000150010099;2;sem dardo;331;18.897;15
593027;AAC1AA0040000210X9;2;sem dardo;752;12.15;25
490919;MBA2AA000150010099;2;sem dardo;453;12.295;15
593013;7PMAAS010000135099;1;com dardo;959;15.59;18
490940;24JDAA000100010099;2;sem dardo;423;13.698;10
490942;MBA2AA000150010099;2;sem dardo;468;10.265;15
490953;24JDAA000100010099;2;sem dardo;344;16.685;10
490969;GXCHAS016000145099;2;sem dardo;832;23.885;25
593068;DDC1AA0130001200X9;2;sem dardo;642;27.715;25
490976;24JDAA000100010099;2;sem dardo;438;10.623;10
593074;AAC1AA0040000210X9;5;sem dardo;1017;14.985;25
490995;8EMAAS008000155099;1;com dardo;514;17.453;18
593098;VJQ1AA000150015099;2;sem dardo;346;14.22;12
491026;ACCBAS0200000660X9;1;com dardo;321;20.37;25
491006;GXCHAS016000145099;1;com dardo;601;19.358;25
593141;7NNEAS015000100099;3;sem dardo;666;15.522;22
593128;24JDAA000100010099;2;sem dardo;368;10.125;10
491036;DDCHAA0090000360X9;1;com dardo;862;19.015;25
593157;EWZBAA006000120099;2;sem dardo;1018;57.01;55
593177;FVZ1AA000150064099;1;com dardo;397;31.33;35
593170;PLZ1AS000150105099;2;sem dardo;442;66;80
593174;FVZ1AA000150064099;1;com dardo;739;26.052;35
491085;MBA2AA000150010099;2;sem dardo;1037;11.08;15
593185;EWZBAA006000120099;1;com dardo;731;47.105;55
491096;FVZ1AA000150064099;2;sem dardo;783;27.18;35
593219;MBA2AA000150010099;2;sem dardo;514;8.92;15
491118;24JDAA000100010099;1;com dardo;648;11.405;10
593213;JYCHAS0160001060X9;1;com dardo;588;23.415;25
593215;MBA2AA000150010099;1;com dardo;400;12.812;15
491109;DDC1AA0160000360X9;1;com dardo;806;20.547;25
593207;24JDAA000100010099;2;sem dardo;778;10.59;10
491105;KHCEAA0160000360X9;2;sem dardo;750;28.865;25
593258;LICDAA010000096099;1;com dardo;466;13.475;25
593306;31Z2AA000230026099;2;sem dardo;668;26.964;35
491210;YUCBAA007000153099;2;sem dardo;888;23.86;25
491199;GXCAAS016000145099;1;com dardo;749;21.97;25
491204;TBCDAS0070002000X9;1;com dardo;677;19.525;25
593277;VQB2AA017000075099;2;sem dardo;612;14.172;20
593279;LQC1AA006000066099;1;com dardo;1096;17.233;25
491233;24JDAA000100010099;1;com dardo;607;12.212;10
593313;AACDAA0110001510X9;2;sem dardo;1187;21.813;25
491214;YRCCAA009000125099;1;com dardo;683;19.075;25
491215;LQC1AA006000066099;2;sem dardo;1204;19.975;25
491217;LQC1AA006000066099;2;sem dardo;1085;13.91;25
491249;MBA2AA000150010099;2;sem dardo;728;7.748;15
593347;24JDAA000100010099;1;com dardo;551;14.185;10
491266;EWZBAA006000120099;1;com dardo;1985;51.95;55
594955;DDC1AA0130001200X9;2;sem dardo;755;20.85;25
593382;LQC1AA006000066099;1;com dardo;1335;15.808;25
593392;DDC1AA0160000360X9;1;com dardo;1094;18.507;25
593395;DDCHAA0090000360X9;2;sem dardo;620;15.37;25
593423;DDC1AA0120000860X9;2;sem dardo;656;19.517;25
593407;24JDAA000100010099;2;sem dardo;571;8.5;10
491313;DDC1AA0130001200X9;2;sem dardo;354;17.1;25
491321;MOCBAS016000136099;1;com dardo;329;18.85;25
593411;24JDAA000100010099;2;sem dardo;343;11.827;10
491320;MOCBAS016000136099;1;com dardo;639;19.17;25
593428;DDC1AA0120000860X9;2;sem dardo;1093;12.895;25
593432;DDC1AA0120000860X9;2;sem dardo;580;18.115;25
593434;24JDAA000100010099;2;sem dardo;967;8.405;10
593455;DDC1AA0160000360X9;2;sem dardo;578;23.308;25
491342;24JDAA000100010099;1;com dardo;409;11.917;10
593479;VJQ1AA000150015099;1;com dardo;583;15.058;12
593477;VJQ1AA000150015099;2;sem dardo;649;10.732;12
593485;MBA2AA000150010099;1;com dardo;1210;9.068;15
593520;KHCEAA0160000560X9;6;sem dardo;1069;19.515;25
491417;JYCHAS0160001060X9;2;sem dardo;477;28.19;25
593513;JYCHAS0160001060X9;2;sem dardo;419;21.09;25
593501;LQC1AA006000066099;2;sem dardo;568;11.685;25
593495;MBA2AA000150010099;1;com dardo;584;8.257;15
593551;LICDAA010000096099;1;com dardo;572;20.188;25
491436;VJQ1AA000150015099;1;com dardo;860;10.475;12
491493;MOCBAS016000136099;2;sem dardo;1082;22.435;25
593592;7NNEAS015000100099;1;com dardo;729;14.63;22
593578;DGC2AA003000021099;1;com dardo;1492;8.623;25
491474;MBA2AA000150010099;1;com dardo;633;7.235;15
491475;DDC1AA0160000360X9;1;com dardo;349;20.297;25
593570;GWCHAA008000086099;1;com dardo;907;16.668;25
593561;DDCHAA0090000360X9;2;sem dardo;1164;13.89;25
593625;TNZ2AA000180056099;2;sem dardo;1171;44.137;50
491499;VJQ1AA000150015099;2;sem dardo;489;9.457;12
593615;24JDAA000100010099;6;sem dardo;451;10.232;10
491503;DCC1AS006000110099;2;sem dardo;930;17.823;25
593630;TNZ2AA000180056099;1;com dardo;409;43.738;50
491515;AACDAA0110001510X9;1;com dardo;728;10.625;25
491528;JYCHAS0140000860X9;2;sem dardo;341;24.28;25
