NUM_CORR_ACI;SIGLA_ACO;COD_TPAO;CLS_DARDO;CONS_AL;P;P_MAX
488907;JYCHAS0220001010X9;2;sem dardo;991;19.957;25
488927;AAC1AA0040000210X9;1;com dardo;741;15.915;25
488914;GXCCAS018000145099;5;sem dardo;736;26.825;25
488936;MOCBAS016000136099;1;com dardo;401;22.64;25
488970;24JDAA000100010099;1;com dardo;435;10.677;10
488941;JYCHAS0140000860X9;2;sem dardo;256;29.082;25
488948;7CBBAS012000115099;2;sem dardo;1552;18.455;20
488990;IOCBAS023000120099;1;com dardo;429;19.365;25
489019;MBA2AA000150010099;6;sem dardo;440;13.87;15
489001;GXCHAS018000145099;2;sem dardo;526;21.635;25
489060;VJQ1AA000150015099;6;sem dardo;699;5.15;12
489072;YUCBAA009000153099;1;com dardo;721;12.045;25
489104;DDC1AA0160000560X9;2;sem dardo;890;16.195;25
489108;62D2AC0030000260X9;2;sem dardo;285;19.747;30
489125;AAC3AA0040000210X9;1;com dardo;695;12.08;25
489128;MBA2AA000150010099;6;sem dardo;374;12.66;15
489173;GWCHAA008000086099;2;sem dardo;1074;19.14;25
489174;FVZ1AA000150064099;2;sem dardo;941;33.057;35
489175;FVZ1AA000150064099;2;sem dardo;557;27.065;35
489148;FVZ1AA000150064099;2;sem dardo;737;30.968;35
489154;GXCHAS016000145099;1;com dardo;350;26.855;25
489186;MBA2AA000150010099;2;sem dardo;802;13.412;15
489192;VJQ1AA000150015099;1;com dardo;836;12.42;12
489182;DDCHAA0110000360X9;2;sem dardo;428;15.82;25
489183;24JDAA000100010099;6;sem dardo;591;6.225;10
489207;TNZ2AA000180056099;6;sem dardo;630;43.467;50
489216;MBA2AA000150010099;2;sem dardo;308;12.105;15
489252;VJQ1AA000150015099;2;sem dardo;586;7.35;12
489257;VJQ1AA000150015099;2;sem dardo;1219;12.755;12
489273;JYCBAS0160001060X9;2;sem dardo;573;18.64;25
489312;AAC3AA0040000210X9;2;sem dardo;1002;12.845;25
489298;31Z2AA000230026099;2;sem dardo;1317;25.35;35
489401;MBA2AA000150010099;2;sem dardo;561;11.01;15
489429;24JDAA000100010099;2;sem dardo;531;13.955;10
489445;24JDAA000100010099;2;sem dardo;664;8.23;10
489447;24JDAA000100010099;1;com dardo;326;8.145;10
489451;24JDAA000100010099;1;com dardo;745;9.41;10
489487;32Z2AA000190056099;2;sem dardo;504;50.45;50
489527;24JDAA000100010099;6;sem dardo;380;8.92;10
489545;21Q1AA000100010099;1;com dardo;916;8.675;12
489558;DDC1AA0160000360X9;2;sem dardo;880;19.68;25
489593;MBA2AA000150010099;2;sem dardo;601;11.975;15
489627;VJQ1AA000150015099;2;sem dardo;409;12.055;12
489624;VJQ1AA000150015099;2;sem dardo;409;12.13;12
489621;MBA2AA000150010099;6;sem dardo;316;13.91;15
489615;MBA2AA000150010099;6;sem dardo;645;9.99;15
489655;21Q1AA000100010099;6;sem dardo;553;14.075;12
489688;MBA2AA000150010099;6;sem dardo;609;10.952;15
489673;31Z2AA000230026099;6;sem dardo;936;30.15;35
489694;MBA2AA000150010099;6;sem dardo;310;11.19;15
489745;MBA2AA000150010099;1;com dardo;345;12.242;15
489736;MBA2AA000150010099;2;sem dardo;655;10.758;15
489762;VJQ1AA000150015099;2;sem dardo;298;9.977;12
489767;24JDAA000100010099;2;sem dardo;537;8.44;10
489811;VJQ1AA000150015099;2;sem dardo;654;11.207;12
489832;MBA2AA000150010099;6;sem dardo;437;10.985;15
489824;MBA2AA000150010099;1;com dardo;873;7.73;15
489825;24JDAA000100010099;6;sem dardo;1073;12.465;10
489830;MBA2AA000150010099;6;sem dardo;320;8.845;15
489850;24JDAA000100010099;6;sem dardo;422;14.257;10
489858;MBA2AA000150010099;6;sem dardo;453;9.38;15
489881;MBA2AA000150010099;6;sem dardo;462;15.237;15
489882;24JDAA000100010099;6;sem dardo;716;9.785;10
489909;KHCEAA0160000560X9;2;sem dardo;1168;20.157;25
489875;MBA2AA000150010099;6;sem dardo;913;8.113;15
489939;DDC1AA0120000860X9;5;sem dardo;1084;30.255;25
489968;TGCDAA008000061099;5;sem dardo;665;19.483;25
489969;DGC2AA003000021099;5;sem dardo;748;20.55;25
490029;VJQ1AA000150015099;5;sem dardo;391;13.695;12
490033;VCBCAA007000170099;2;sem dardo;946;20.255;20
490043;7NNEAS015000100099;1;com dardo;686;20.365;22
490046;AACHAA0120000360X9;1;com dardo;762;17.498;25
490094;JYCHAS0220001010X9;1;com dardo;1073;20.668;25
490108;DGC2AA006000040099;1;com dardo;734;14.475;25
490128;VJQ1AA000150015099;2;sem dardo;444;15.708;12
490105;GXCHAS016000145099;2;sem dardo;320;23.643;25
490170;7NNEAS015000100099;2;sem dardo;445;18.8;22
490204;DGC2AA003000021099;2;sem dardo;410;18.84;25
490177;GBNHAS0450001260X9;1;com dardo;468;14.093;22
490209;DGC2AA003000021099;1;com dardo;515;15.073;25
490234;24JDAA000100010099;2;sem dardo;410;8.427;10
490240;FVZ1AA000150064099;2;sem dardo;903;29.972;35
490241;FVZ1AA000150064099;2;sem dardo;801;32.135;35
490242;FVZ1AA000150064099;2;sem dardo;674;28.19;35
490293;RJZHAS014000130099;1;com dardo;1064;34.01;50
490356;DDC1AA0130001200X9;1;com dardo;169;25.07;25
490347;24JDAA000100010099;2;sem dardo;958;10.428;10
490377;JYCHAS0160001260X9;2;sem dardo;548;22.705;25
490422;AACHAA0120000360X9;1;com dardo;595;23.96;25
490445;AACDAA0110001510X9;2;sem dardo;984;19.2;25
490446;GXCHAS018000145099;2;sem dardo;538;22.46;25
490536;24JDAA000100010099;2;sem dardo;703;8.085;10
490532;24JDAA000100010099;6;sem dardo;607;8.377;10
490511;VQB2AA017000075099;2;sem dardo;585;9.977;20
490512;VQB2AA017000075099;1;com dardo;905;12.885;20
490522;24JDAA000100010099;6;sem dardo;468;10.077;10
490523;24JDAA000100010099;1;com dardo;311;12.195;10
490561;GXCHAS016000145099;1;com dardo;611;22.342;25
490602;VJQ1AA000150015099;2;sem dardo;552;8.845;12
490597;21Q1AA000100010099;1;com dardo;361;9.53;12
490599;VJQ1AA000150015099;1;com dardo;797;8.895;12
490577;RJZ1AS004000021099;2;sem dardo;841;29.617;50
490628;30Z2AA000200026099;1;com dardo;852;25.657;30
490651;AAC3AA0040000210X9;1;com dardo;900;13.152;25
490641;ILC1AS0200000360X9;1;com dardo;587;11.665;25
490675;VJQ1AA000150015099;1;com dardo;620;8.595;12
490707;RJZHAS012000120099;1;com dardo;570;45.343;50
490693;TGCHAA008000145099;1;com dardo;800;17.198;25
490696;24JDAA000100010099;2;sem dardo;403;9.755;10
490730;ILI1AS0460000660X9;2;sem dardo;821;16.99;23
490771;TGCDAA008000061099;2;sem dardo;749;19.75;25
490760;AAC2AA0090000460X9;2;sem dardo;376;18.395;25
490769;TGCDAA008000061099;2;sem dardo;735;21.47;25
490783;VJQ1AA000150015099;2;sem dardo;635;7.973;12
490835;YUCBAA009000153099;1;com dardo;1091;18.887;25
592928;MBA2AA000150010099;2;sem dardo;593;10.607;15
592915;MBA2AA000150010099;1;com dardo;692;11.075;15
592947;EWZBAA006000120099;2;sem dardo;1593;49.675;55
592958;AACHAA0120000360X9;2;sem dardo;1050;13.535;25
490794;MBA2AA000150010099;2;sem dardo;607;11.7;15
592959;JYCHAS0140000860X9;2;sem dardo;641;19.45;25
490858;AACHAA0120000360X9;1;com dardo;1330;20.445;25
592954;AAC1AA0040000210X9;1;com dardo;774;16.135;25
592956;MOCBAS016000136099;2;sem dardo;547;22.85;25
592986;MOCBAS016000136099;2;sem dardo;1277;18.54;25
490885;30Z2AA000200026099;2;sem dardo;479;26.192;30
490886;21Q1AA000100010099;2;sem dardo;351;9.505;12
592982;7DBBAS020000120099;6;sem dardo;1345;18.2;20
592985;62D2AC0030000260X9;5;sem dardo;476;16.715;30
490900;7NNEAS015000100099;5;sem dardo;799;18.453;22
592973;24JDAA000100010099;2;sem dardo;448;9.395;10
490931;VJQ1AA000150015099;2;sem dardo;781;11.46;12
593017;MBA2AA000150010099;1;com dardo;680;9.415;15
593035;JYCCAS0160001160X9;2;sem dardo;840;18.693;25
593033;MBA2AA000150010099;2;sem dardo;1010;14.16;15
593064;DDCDAA0120000860X9;1;com dardo;827;17.385;25
593058;WTCBAA010000150099;2;sem dardo;1187;20.91;25
491002;JYCHAS0160001060X9;2;sem dardo;705;19.57;25
593093;VJQ1AA000150015099;2;sem dardo;641;9.7;12
490978;DDC1AA0160000360X9;2;sem dardo;610;18.902;25
593077;YUCBAA009000153099;4;sem dardo;721;21.625;25
593078;TGCDAA008000061099;1;com dardo;590;18.623;25
490988;TGCDAA008000061099;2;sem dardo;414;20.23;25
593088;84D1AS000150050099;1;com dardo;1498;17.833;30
491020;NDCEAS024000125099;2;sem dardo;702;17.483;25
491015;MBA2AA000150010099;2;sem dardo;446;12.812;15
491028;LQC1AA006000066099;1;com dardo;430;13.818;25
491007;GXCCAS018000145099;2;sem dardo;721;21.775;25
593150;GXCCAS018000145099;1;com dardo;993;24.2;25
491054;AAC3AA0040000210X9;1;com dardo;823;6.67;25
491044;VJQ1AA000150015099;1;com dardo;499;10.875;12
593155;DDC1AA0160000560X9;1;com dardo;415;23.94;25
593158;DDC1AA0160000560X9;2;sem dardo;505;22.94;25
593168;PLZ1AS000150105099;1;com dardo;469;71.075;80
593164;PLZ1AS000150105099;5;sem dardo;652;72.7;80
593180;MBA2AA000150010099;1;com dardo;791;11.982;15
593218;MBA2AA000150010099;2;sem dardo;415;9.37;15
593203;TNZ2AA000180056099;1;com dardo;990;39.838;50
491113;RJZ1AS004000021099;1;com dardo;287;36.693;50
491114;7PMAAS010000135099;1;com dardo;1565;17.753;18
593194;YRCCAA009000125099;1;com dardo;1196;19.757;25
491151;7PMAAS010000135099;2;sem dardo;965;14.265;18
491146;LQC1AA006000066099;3;sem dardo;870;17.845;25
491136;31Z2AA000230026099;1;com dardo;977;30.68;39
491139;JYCHAS0140000660X9;2;sem dardo;526;16.073;25
491141;JYCHAS0140000660X9;2;sem dardo;571;18.395;25
593224;AAC3AA0040000210X9;2;sem dardo;1132;32.415;25
491133;VNBCAA012000180099;2;sem dardo;1540;15.415;20
491170;MBA2AA000150010099;2;sem dardo;743;12.757;15
491203;TBCDAS0070002000X9;1;com dardo;429;16.675;25
593298;ILI1AS0460000660X9;1;com dardo;990;19.868;23
491201;YUCBAA009000153099;2;sem dardo;1390;19.492;25
593285;LQC1AA006000066099;1;com dardo;1125;8.95;25
491190;24JDAA000100010099;2;sem dardo;388;7.835;10
491234;24JDAA000100010099;1;com dardo;309;9.275;10
491211;TNZ2AA000180056099;1;com dardo;696;45.097;50
491219;30Z2AA000200026099;1;com dardo;514;26.401;30
491218;LQC1AA006000066099;1;com dardo;923;19.725;25
491226;LQC1AA006000066099;2;sem dardo;1069;26.933;25
491235;MBA2AA000150010099;1;com dardo;709;18.528;15
593336;TBCDAS0070002000X9;5;sem dardo;674;11.475;25
593338;TBCDAS0070002000X9;5;sem dardo;436;18.122;25
491263;DDC1AA0120000860X9;5;sem dardo;608;24.045;25
593380;24JDAA000100010099;2;sem dardo;439;10.615;10
594964;GWBCAA008000086099;3;sem dardo;1268;16.562;20
594903;VCBCAA007000170099;3;sem dardo;517;18.182;20
593394;DDCHAA0090000360X9;2;sem dardo;846;16.523;25
491308;JYCHAS0160001060X9;2;sem dardo;446;16.61;25
491309;DDC1AA0160000360X9;1;com dardo;742;27.903;25
491318;84D1AS000150050099;1;com dardo;1367;13.55;30
491337;MBA2AA000150010099;1;com dardo;368;13.645;15
491314;CPRBAS009000060099;2;sem dardo;452;15.555;21
593478;VJQ1AA000150015099;2;sem dardo;540;11.58;12
491381;AAC2AA0090000460X9;2;sem dardo;696;12.855;25
491375;24JDAA000100010099;2;sem dardo;715;12.76;10
593496;MBA2AA000150010099;2;sem dardo;606;10.387;15
593464;TNZ2AA000180056099;2;sem dardo;890;42.88;50
593466;TNZ2AA000180056099;2;sem dardo;601;40.865;50
593490;24JDAA000100010099;2;sem dardo;605;11.435;10
593504;TGCDAA008000061099;1;com dardo;572;16.483;25
593516;KHCEAA0160000360X9;1;com dardo;992;20.845;25
593502;24JDAA000100010099;2;sem dardo;487;8.992;10
491412;VJQ1AA000150015099;2;sem dardo;499;11.09;12
593555;EWZBAA006000120099;1;com dardo;1049;48.6;55
491458;24JDAA000100010099;1;com dardo;368;8.067;10
491451;RJZHAS014000130099;1;com dardo;768;38.413;50
593566;PMMKAS016000155099;2;sem dardo;1021;19.86;18
491471;DDC1AA0160000560X9;2;sem dardo;708;25.825;25
491502;VJQ1AA000150015099;2;sem dardo;454;11.578;12
593621;ILCCAS0300000660X9;1;com dardo;461;15.535;25
593604;RJZHAS014000130099;1;com dardo;454;39.735;50
593593;DDCHAA0090000360X9;1;com dardo;427;15.49;25
593599;JYCHAS0160001260X9;1;com dardo;723;22.325;25
593634;24JDAA000100010099;2;sem dardo;587;12.982;10
593628;TNZ2AA000180056099;6;sem dardo;892;42.22;50
593644;21Q1AA000100010099;6;sem dardo;959;7.79;12
593679;JYCHAS0140001260X9;2;sem dardo;729;18.9;25
593670;AAC3AA0040000210X9;1;com dardo;1153;21.14;25
593700;MOCBAS016000136099;2;sem dardo;1187;17.867;25
593704;24JDAA000100010099;2;sem dardo;525;9.173;10
491574;VCBCAA007000170099;2;sem dardo;1148;11.915;20
491586;DDC1AA0120000860X9;2;sem dardo;632;15.7;25
491589;AACHAA0110000450X9;1;com dardo;967;18.51;25
593736;DGC2AA006000040099;2;sem dardo;414;12.735;25
491612;24JDAA000100010099;2;sem dardo;734;10.4;10
593737;WRCBAA010000150099;2;sem dardo;1521;20.9;25
491614;24JDAA000100010099;2;sem dardo;775;13.265;10
491639;24JDAA000100010099;1;com dardo;629;6.98;10
491627;55Z2AA000180070099;2;sem dardo;488;78.331;90
491644;24JDAA000100010099;2;sem dardo;658;7.625;10
593762;7NNEAS015000100099;1;com dardo;751;17.082;22
491660;21Q1AA000100010099;1;com dardo;520;11.16;12
491675;DDC1AA0160000360X9;5;sem dardo;534;17.863;25
491682;GXCHAS016000145099;2;sem dardo;873;17.76;25
491677;JYCHAS0140000860X9;1;com dardo;673;11.05;25
593791;32Z2AA000190056099;1;com dardo;526;44.268;50
593820;DCC1AS006000110099;1;com dardo;265;12.637;25
593795;JYCCAS0160001160X9;2;sem dardo;1048;24.455;25
491697;MBA2AA000150010099;1;com dardo;1220;10.555;15
491713;MBA2AA000150010099;6;sem dardo;564;9.025;15
491728;DDC1AA0160000360X9;2;sem dardo;570;18.18;25
593863;TGCDAA008000061099;1;com dardo;1212;14.395;25
491753;21Q1AA000100010099;1;com dardo;520;11.3;12
593855;GXCCAS016000145099;2;sem dardo;356;17.693;25
491756;VQB2AA017000075099;2;sem dardo;714;14.008;20
593845;DGC2AA003000021099;2;sem dardo;662;19.04;25
491744;JYCHAS0160001260X9;2;sem dardo;454;20.108;25
491774;30Z2AA000200026099;2;sem dardo;901;25.1;30
593898;LICDAA010000096099;4;sem dardo;487;19.15;25
593899;DGC2AA006000040099;1;com dardo;835;13.977;25
491802;VJQ1AA000150015099;2;sem dardo;982;7.94;12
593895;TGCHAA008000086099;2;sem dardo;588;14.315;25
593904;MBA2AA000150010099;2;sem dardo;939;10.57;15
491830;BXCDAS016000150099;1;com dardo;816;18.498;25
491877;QECDAA0070000360X9;1;com dardo;587;14.708;25
593979;24JDAA000100010099;1;com dardo;360;9.123;10
593968;DCC1AS006000110099;1;com dardo;551;17.417;25
491871;24JDAA000100010099;1;com dardo;458;8.845;10
593966;30Z2AA000200026099;2;sem dardo;545;25.612;30
491862;24JDAA000100010099;1;com dardo;501;10.425;10
491863;24JDAA000100010099;1;com dardo;412;13.26;10
491916;24JDAA000100010099;2;sem dardo;414;8.143;10
594009;VJQ1AA000150015099;2;sem dardo;480;14.925;12
593986;24JDAA000100010099;3;sem dardo;514;12.015;10
594024;MBA2AA000150010099;2;sem dardo;557;9.76;15
594031;VCBCAA007000170099;2;sem dardo;1431;15.23;20
594038;24JDAA000100010099;1;com dardo;457;9.108;10
594040;24JDAA000100010099;1;com dardo;764;12.2;10
491999;VJQ1AA000150015099;2;sem dardo;341;13.722;12
492001;VJQ1AA000150015099;2;sem dardo;595;15.195;12
594088;GXCHAS016000145099;2;sem dardo;1044;19.07;25
594073;24JDAA000100010099;1;com dardo;294;13.25;10
491988;JYCHAS0160001060X9;1;com dardo;1082;17.395;25
594071;24JDAA000100010099;1;com dardo;498;12.827;10
594070;24JDAA000100010099;1;com dardo;618;11.888;10
492022;24JDAA000100010099;1;com dardo;893;10.255;10
594168;MBA2AA000150010099;6;sem dardo;662;9.78;15
594185;MBA2AA000150010099;5;sem dardo;425;9.437;15
594267;32Z2AA000190056099;1;com dardo;604;40.141;50
594255;AACHAA0120000360X9;2;sem dardo;357;14.275;25
594272;30Z2AA000200026099;2;sem dardo;817;34.035;30
594308;ZJA2AA0040000210X9;1;com dardo;320;10.948;15
594411;VJQ1AA000150015099;6;sem dardo;435;12.955;12
594404;AAC3AA0040000210X9;1;com dardo;718;13.24;25
594481;24JDAA000100010099;2;sem dardo;428;12.212;10
594487;CSCDAA005000036099;2;sem dardo;825;16.432;25
594489;LICDAA010000096099;2;sem dardo;385;13.69;25
594483;MBA2AA000150010099;1;com dardo;381;8.602;15
594524;62D2AC0030000260X9;1;com dardo;354;21.03;30
594596;VJQ1AA000150015099;1;com dardo;772;10.155;12
594605;AAC2AA0090000460X9;6;sem dardo;428;20.2;25
594620;24JDAA000100010099;2;sem dardo;512;10.188;10
594627;AACDAA0110001510X9;2;sem dardo;837;20.23;25
594657;AAC3AA0040000210X9;1;com dardo;427;17.615;25
594651;ZICHAS018000145099;2;sem dardo;340;17.595;25
594654;AAC3AA0040000210X9;2;sem dardo;596;11.035;25
594707;YRCEAA009000125099;2;sem dardo;645;24.187;25
594705;YUCBAA009000153099;2;sem dardo;865;24.51;25
594715;VJQ1AA000150015099;6;sem dardo;498;12.42;12
594740;7WMAAS009000155099;1;com dardo;807;14.54;18
594775;FVZ1AA000150064099;1;com dardo;1025;29.965;35
594780;FVZ1AA000150064099;2;sem dardo;728;27.313;35
594783;DDC1AA0160000360X9;2;sem dardo;915;13.59;25
594820;VNBCAA012000180099;2;sem dardo;1280;25.125;20
594842;DDCHAA0090000360X9;1;com dardo;934;14.815;25
594882;DDC1AA0120000860X9;5;sem dardo;772;14.813;25
594895;TNZ2AA000180056099;5;sem dardo;725;47.134;50
594899;YUCBAA007000153099;5;sem dardo;893;19.06;25
594911;YUCBAA009000153099;1;com dardo;845;17.525;25
594951;62D2AC0030000260X9;2;sem dardo;260;17.035;30
595000;CPRBAS009000060099;2;sem dardo;837;17.878;21
594980;RJZHAS014000130099;1;com dardo;437;42.045;50
594777;KHCEAA0160000360X9;1;com dardo;642;18.04;25
594991;JYCHAS0160001060X9;1;com dardo;318;20.22;25
595028;MBA2AA000150010099;1;com dardo;466;9.59;15
595054;30Z2AA000200026099;1;com dardo;554;22.694;30
595060;30Z2AA000200026099;1;com dardo;499;25.75;30
595081;VQB2AA017000075099;2;sem dardo;819;14.88;20
595079;VQB2AA017000075099;2;sem dardo;1116;18.69;20
595067;FVZ1AA000150064099;6;sem dardo;1073;27.867;35
595134;AAC3AA0040000210X9;1;com dardo;1206;9.935;25
595124;84D1AS000150050099;2;sem dardo;1455;14.625;30
595119;84D1AS000150050099;1;com dardo;2055;15.585;30
595141;JYCHAS0160001060X9;2;sem dardo;1044;12.39;25
595189;DDC1AA0120000860X9;2;sem dardo;1005;21.565;25
595199;MBA2AA000150010099;2;sem dardo;654;12.76;15
595200;DDC1AA0160000360X9;2;sem dardo;737;19.135;25
595223;60BCAS004000145099;4;sem dardo;1194;15.61;20
595218;TBCDAS0070002000X9;2;sem dardo;622;12.757;25
595213;MOCBAS016000136099;2;sem dardo;348;16.865;25
595216;TBCDAS0070002000X9;1;com dardo;1045;21.435;25
595234;AACDAA0110001510X9;1;com dardo;2009;18.747;25
595291;TNZ2AA000180056099;1;com dardo;665;43.671;50
595284;TNZ2AA000180056099;2;sem dardo;867;41.088;50
595267;PLZ1AS000150105099;2;sem dardo;861;70.66;80
595269;FVZ1AA000150064099;1;com dardo;670;29.522;35
595319;VJQ1AA000150015099;2;sem dardo;380;8.55;12
595302;55Z2AA000180070099;2;sem dardo;560;86.528;90
595303;55Z2AA000180070099;2;sem dardo;1269;77.255;90
595334;MBA2AA000150010099;1;com dardo;447;10.45;15
595368;73CBAA010000150099;1;com dardo;835;24.198;25
595362;MBA2AA000150010099;1;com dardo;539;10.103;15
595358;AACHAA0120000360X9;2;sem dardo;872;17.462;25
595386;55Z2AA000180070099;2;sem dardo;860;82.15;90
595419;24JDAA000100010099;2;sem dardo;877;9.018;10
595441;24JDAA000100010099;2;sem dardo;1255;9.165;10
595455;FVZ1AA000150064099;2;sem dardo;503;35.2;35
595465;GXCBAS018000145099;2;sem dardo;576;20.84;25
595449;24JDAA000100010099;1;com dardo;919;10.19;10
595514;MBA2AA000150010099;2;sem dardo;659;11.61;15
595517;24JDAA000100010099;6;sem dardo;545;11.26;10
595521;VJQ1AA000150015099;2;sem dardo;1183;10.548;12
595523;DGC2AA003000021099;6;sem dardo;1173;12.362;25
595561;24JDAA000100010099;2;sem dardo;974;8.48;10
595564;24JDAA000100010099;2;sem dardo;732;12.755;10
595554;QECDAA0090000360X9;2;sem dardo;703;13.06;25
595569;7DBBAS015000120099;2;sem dardo;573;17.285;20
595575;7PMAAS010000135099;2;sem dardo;1041;18.935;18
595579;7PMAAS010000135099;2;sem dardo;659;13.2;18
595610;24JDAA000100010099;2;sem dardo;526;9.345;10
595653;TNZ2AA000180056099;2;sem dardo;919;41.902;50
595670;DDC1AA0120000860X9;2;sem dardo;715;14.755;25
595671;DDC1AA0120000860X9;2;sem dardo;765;24.335;25
595686;QECDAA0090000360X9;2;sem dardo;1434;17.702;25
595713;24JDAA000100010099;2;sem dardo;988;12.885;10
595685;QECDAA0090000360X9;2;sem dardo;452;19.163;25
595725;EWZBAA006000120099;2;sem dardo;1300;46.94;55
595728;AACHAA0120000360X9;1;com dardo;631;17.015;25
493701;LICDAA010000096099;1;com dardo;472;13.425;25
595732;24JDAA000100010099;2;sem dardo;788;12.715;10
595760;DGC2AA006000040099;6;sem dardo;440;13.877;25
597976;PLZ1AS000150105099;1;com dardo;419;65.683;80
597982;DDC1AA0160000360X9;2;sem dardo;482;20.498;25
494043;JYCHAS0160001060X9;2;sem dardo;475;20.808;25
597972;AACDAA0110001510X9;2;sem dardo;632;23.095;25
597987;DDC1AA0160000360X9;2;sem dardo;806;18.337;25
598000;24JDAA000100010099;6;sem dardo;342;15.278;10
494132;TGCDAA008000061099;1;com dardo;631;21.215;25
494177;JYCHAS0160001060X9;5;sem dardo;560;21.138;25
494160;KCCBAS007000120099;5;sem dardo;570;28.268;25
494162;KCCBAS007000120099;1;com dardo;383;25.91;25
494164;DCC1AS006000110099;2;sem dardo;413;18.58;25
494332;CFCCAS020000101099;2;sem dardo;738;15.562;25
494334;GXCHAS018000145099;2;sem dardo;415;22.865;25
494312;MBA2AA000150010099;5;sem dardo;342;14.363;15
494318;TNZ2AA000180056099;1;com dardo;411;43.91;50
494338;GXCHAS018000145099;2;sem dardo;96;21.883;25
494416;QECDAA0090000360X9;2;sem dardo;551;19.452;25
494415;DDCHAA0090000360X9;2;sem dardo;665;18.422;25
494426;DDC1AA0150000860X9;6;sem dardo;537;12.6;25
494419;AAC2AA0090000460X9;2;sem dardo;423;20.868;25
598120;AAC3AA0040000210X9;1;com dardo;548;12.685;25
598124;AAC3AA0040000210X9;1;com dardo;351;15.4;25
598175;DDC1AA0160000560X9;2;sem dardo;466;19.352;25
494546;EWZBAA006000120099;2;sem dardo;1721;49.275;55
494535;DDC1AA0160000560X9;2;sem dardo;404;16.3;25
494600;LQC1AA006000066099;1;com dardo;508;16.897;25
598206;YUCBAA009000153099;2;sem dardo;309;16.04;25
598266;DGC2AA003000021099;1;com dardo;435;22.3;25
494646;DGC2AA003000021099;2;sem dardo;543;12.42;25
598303;KHCEAA0160000360X9;2;sem dardo;956;20.855;25
494688;24JDAA000100010099;1;com dardo;320;13.002;10
598307;AACHAA0120000420X9;1;com dardo;248;15.147;25
494636;AACDAA0110001510X9;1;com dardo;553;21.17;25
598267;VJQ1AA000150015099;2;sem dardo;591;10.995;12
598300;GXCHAS018000145099;2;sem dardo;360;16.34;25
598296;TBCDAS0070002000X9;5;sem dardo;299;13.29;25
494735;ALC3AA004000021099;1;com dardo;457;17.075;25
598512;FVZ1AA000150064099;2;sem dardo;407;29.965;35
598458;CJC1AS015000140099;2;sem dardo;303;15.325;25
598573;DGC2AA003000021099;2;sem dardo;504;13.9;25
598494;AAC3AA0040000210X9;2;sem dardo;575;16.48;25
494957;AAC2AA0090000460X9;1;com dardo;270;16.13;25
494954;QECDAA0090000360X9;1;com dardo;428;18.262;25
494819;DGC2AA006000040099;6;sem dardo;1070;19.855;25
495028;WOMAAS008000150099;1;com dardo;483;17.647;18
598640;WOMAAS008000150099;2;sem dardo;513;19.8;18
494965;DGC2AA003000021099;1;com dardo;768;14.445;25
494961;DGC2AA003000021099;1;com dardo;573;12.425;25
494968;DGC2AA003000021099;4;sem dardo;226;14.25;25
494976;JYCHAS0220001010X9;2;sem dardo;318;16.265;25
598582;RJZHAS012000120099;1;com dardo;352;33.25;50
598632;WOMAAS008000150099;1;com dardo;419;9.76;18
495084;32Z2AA000190056099;2;sem dardo;413;49.25;55
495087;DGC2AA006000040099;2;sem dardo;383;16.53;25
598691;WOMAAS008000150099;1;com dardo;558;11.62;18
598694;WOMAAS008000150099;2;sem dardo;403;16.062;18
598744;30Z2AA000200026099;1;com dardo;471;25.69;30
598738;24JDAA000100010099;1;com dardo;358;10.905;10
598748;55Z2AA000180070099;2;sem dardo;389;80.782;90
495161;DDC1AA0160000560X9;2;sem dardo;851;24.03;25
495163;DDC1AA0160000560X9;1;com dardo;740;17.912;25
495164;DDC1AA0160000560X9;1;com dardo;497;17.075;25
495198;LQC1AA006000066099;6;sem dardo;778;17.74;25
495191;VJQ1AA000150015099;2;sem dardo;797;17.215;12
495250;VNBCAA012000180099;2;sem dardo;559;15.378;20
495241;DDC1AA0120000860X9;2;sem dardo;502;20.515;25
598860;24JDAA000100010099;6;sem dardo;336;10.422;10
495439;JYCHAS0160001060X9;1;com dardo;342;14.145;25
495440;YRCCAA009000125099;2;sem dardo;456;14.525;25
495444;YUCBAA009000153099;7;sem dardo;581;15.697;25
599110;24JDAA000100010099;1;com dardo;358;12.43;10
599266;9GJKAS003000120099;7;sem dardo;1238;10.95;10
495589;GXCHAS016000145099;7;sem dardo;434;21.403;25
599293;7CBBAS012000115099;2;sem dardo;426;15.627;20
495624;WOMAAS008000150099;2;sem dardo;734;15.065;18
599344;RJZHAS014000130099;1;com dardo;452;37.393;50
495675;YUCBAA007000153099;5;sem dardo;1176;23.695;25
599568;MBA2AA000150010099;7;sem dardo;324;6.092;15
495841;EWZBAA006000120099;2;sem dardo;687;50.415;55
495884;LQC1AA006000066099;2;sem dardo;509;16.338;25
495886;WOMAAS008000150099;2;sem dardo;471;19.735;18
599658;24JDAA000100010099;2;sem dardo;328;11.115;10
495898;VJQ1AA000150015099;1;com dardo;286;13.065;12
599627;XRREAS009000130099;1;com dardo;520;12.958;21
599628;XRREAS009000130099;1;com dardo;475;19.163;21
495899;VJQ1AA000150015099;1;com dardo;311;9.83;12
495892;TGCDAA008000061099;1;com dardo;432;15.81;25
599635;TNZ2AA000180056099;2;sem dardo;344;42.51;50
599636;81CDAS010000156099;7;sem dardo;366;21.225;25
599616;30Z2AA000200026099;1;com dardo;315;24.858;30
